file,sha256,text_bytes
x8-pareto-compact.o,78605a647e192cc843d63e5ce89ba72ccd1788acc748f900edc54a9aad6b15d3,8624
x8-pareto-w1-inline.o,414135f6c6682c4769e69f4616d7756a26d8606179c6d661410cff83c0751641,5792
x8-pareto-w2-inline.o,a47054eea007d994ae43beaf57145614ad049d6af44a2fc4aa01d865e409253d,6224
x8-pareto-w2-shared.o,965292a5ec5584406e5b57186f9684abbbb5096c778d49335f6da5240c4ee837,6192
x8-pareto-w3-inline.o,39552a2f631a9e3bf2c0d8feea47a5c66d987f28e97f26d4d87ed09b2d15f245,6832
x8-pareto-w3-shared.o,6ee35a199ed5d2120c654d72f4b138658530475a915f7953121fe86d83100838,6752
x8-pareto-w4-inline.o,f07f4b63b753d5490d03aa09a08e965ee4306f14c0e7c8e7371d157b44d650d1,7616
x8-pareto-w4-shared.o,28bf660efcc2c2e1363ec87070d15cde5e6ca7d44c9845b1cc37d0ac824324af,7504
