GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.7928 2.7927
RES 1 64 cn.s0 25.1796
RES 1 64 dn.s1 18.3853
RES 1 64 cn.s2 25.1541
RES 1 64 dn.s3 18.3824
RES 1 64 cn.s4 25.1515
RES 1 64 dn.s5 18.3837
RES 1 64 cn.s6 25.1689
RES 1 64 dn.s7 18.3805
RES 1 256 cn.s0 45.6153
RES 1 256 dn.s1 45.4348
RES 1 256 cn.s2 45.6521
RES 1 256 dn.s3 45.5191
RES 1 256 cn.s4 45.7327
RES 1 256 dn.s5 45.5179
RES 1 256 cn.s6 45.6647
RES 1 256 dn.s7 45.5294
RES 1 512 cn.s0 84.5855
RES 1 512 dn.s1 84.6046
RES 1 512 cn.s2 84.5507
RES 1 512 dn.s3 84.6586
RES 1 512 cn.s4 84.6332
RES 1 512 dn.s5 84.4445
RES 1 512 cn.s6 84.6440
RES 1 512 dn.s7 84.6408
RES 1 1024 cn.s0 162.1043
RES 1 1024 dn.s1 162.3628
RES 1 1024 cn.s2 161.8718
RES 1 1024 dn.s3 162.3980
RES 1 1024 cn.s4 162.5301
RES 1 1024 dn.s5 162.1949
RES 1 1024 cn.s6 162.2711
RES 1 1024 dn.s7 162.2511
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.7928 2.7928
RES 2 64 cn.s0 25.1695
RES 2 64 dn.s1 18.3773
RES 2 64 cn.s2 25.1701
RES 2 64 dn.s3 18.3780
RES 2 64 cn.s4 25.1666
RES 2 64 dn.s5 18.3765
RES 2 64 cn.s6 25.1672
RES 2 64 dn.s7 18.4011
RES 2 256 cn.s0 45.7550
RES 2 256 dn.s1 45.4442
RES 2 256 cn.s2 45.7109
RES 2 256 dn.s3 45.5459
RES 2 256 cn.s4 45.7043
RES 2 256 dn.s5 45.5576
RES 2 256 cn.s6 45.5401
RES 2 256 dn.s7 45.5407
RES 2 512 cn.s0 84.6608
RES 2 512 dn.s1 84.6458
RES 2 512 cn.s2 84.5477
RES 2 512 dn.s3 84.7565
RES 2 512 cn.s4 84.7655
RES 2 512 dn.s5 84.7092
RES 2 512 cn.s6 84.6711
RES 2 512 dn.s7 84.5591
RES 2 1024 cn.s0 162.2114
RES 2 1024 dn.s1 162.3289
RES 2 1024 cn.s2 162.1798
RES 2 1024 dn.s3 162.4389
RES 2 1024 cn.s4 162.4590
RES 2 1024 dn.s5 162.4793
RES 2 1024 cn.s6 162.0485
RES 2 1024 dn.s7 162.1991
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.7927 2.7928
RES 3 64 cn.s0 25.1545
RES 3 64 dn.s1 18.3806
RES 3 64 cn.s2 25.1711
RES 3 64 dn.s3 18.3800
RES 3 64 cn.s4 25.1525
RES 3 64 dn.s5 18.3827
RES 3 64 cn.s6 25.1638
RES 3 64 dn.s7 18.3851
RES 3 256 cn.s0 45.6234
RES 3 256 dn.s1 45.4763
RES 3 256 cn.s2 45.6431
RES 3 256 dn.s3 45.4535
RES 3 256 cn.s4 45.6946
RES 3 256 dn.s5 45.5522
RES 3 256 cn.s6 45.5932
RES 3 256 dn.s7 45.5503
RES 3 512 cn.s0 84.3431
RES 3 512 dn.s1 84.6639
RES 3 512 cn.s2 84.5433
RES 3 512 dn.s3 84.7552
RES 3 512 cn.s4 84.7742
RES 3 512 dn.s5 84.6714
RES 3 512 cn.s6 84.7663
RES 3 512 dn.s7 84.7008
RES 3 1024 cn.s0 162.0209
RES 3 1024 dn.s1 162.3429
RES 3 1024 cn.s2 161.7992
RES 3 1024 dn.s3 162.3789
RES 3 1024 cn.s4 162.3382
RES 3 1024 dn.s5 162.3412
RES 3 1024 cn.s6 162.3433
RES 3 1024 dn.s7 162.2043
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.7927 2.7929
RES 4 64 cn.s0 25.1635
RES 4 64 dn.s1 18.3808
RES 4 64 cn.s2 25.1518
RES 4 64 dn.s3 18.3852
RES 4 64 cn.s4 25.1635
RES 4 64 dn.s5 18.3900
RES 4 64 cn.s6 25.1755
RES 4 64 dn.s7 18.3989
RES 4 256 cn.s0 45.7097
RES 4 256 dn.s1 45.4966
RES 4 256 cn.s2 45.6191
RES 4 256 dn.s3 45.5568
RES 4 256 cn.s4 45.7007
RES 4 256 dn.s5 45.5962
RES 4 256 cn.s6 45.6705
RES 4 256 dn.s7 45.5470
RES 4 512 cn.s0 84.4216
RES 4 512 dn.s1 84.6792
RES 4 512 cn.s2 84.6240
RES 4 512 dn.s3 84.8071
RES 4 512 cn.s4 84.7884
RES 4 512 dn.s5 84.6499
RES 4 512 cn.s6 84.7020
RES 4 512 dn.s7 84.6333
RES 4 1024 cn.s0 162.2156
RES 4 1024 dn.s1 162.2600
RES 4 1024 cn.s2 162.0765
RES 4 1024 dn.s3 162.3464
RES 4 1024 cn.s4 162.4946
RES 4 1024 dn.s5 162.3156
