GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.7928 2.7930
RES 1 64 cn.s0 25.1729
RES 1 64 dn.s1 18.3935
RES 1 64 dn.s2 18.2990
RES 1 64 cn.s3 25.1722
RES 1 64 dn.s4 18.3197
RES 1 64 cn.s5 25.1942
RES 1 64 cn.s6 25.1650
RES 1 64 dn.s7 18.3811
RES 1 256 cn.s0 45.7470
RES 1 256 dn.s1 45.4523
RES 1 256 dn.s2 45.5065
RES 1 256 cn.s3 45.6105
RES 1 256 dn.s4 45.4901
RES 1 256 cn.s5 45.6236
RES 1 256 cn.s6 45.6826
RES 1 256 dn.s7 45.4478
RES 1 512 cn.s0 84.6818
RES 1 512 dn.s1 84.6349
RES 1 512 dn.s2 84.6735
RES 1 512 cn.s3 84.7052
RES 1 512 dn.s4 84.5469
RES 1 512 cn.s5 84.6862
RES 1 512 cn.s6 84.5490
RES 1 512 dn.s7 84.6859
RES 1 1024 cn.s0 162.2696
RES 1 1024 dn.s1 162.3679
RES 1 1024 dn.s2 162.3547
RES 1 1024 cn.s3 162.1871
RES 1 1024 dn.s4 162.1902
RES 1 1024 cn.s5 162.3639
RES 1 1024 cn.s6 162.2376
RES 1 1024 dn.s7 162.2147
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.7927 2.7923
RES 2 64 cn.s0 25.2095
RES 2 64 dn.s1 18.4035
RES 2 64 dn.s2 18.3079
RES 2 64 cn.s3 25.1681
RES 2 64 dn.s4 18.3267
RES 2 64 cn.s5 25.1875
RES 2 64 cn.s6 25.1801
RES 2 64 dn.s7 18.3947
RES 2 256 cn.s0 45.7971
RES 2 256 dn.s1 45.4447
RES 2 256 dn.s2 45.6981
RES 2 256 cn.s3 45.7220
RES 2 256 dn.s4 45.5260
RES 2 256 cn.s5 45.6800
RES 2 256 cn.s6 45.6703
RES 2 256 dn.s7 45.4744
RES 2 512 cn.s0 84.6275
RES 2 512 dn.s1 84.6436
RES 2 512 dn.s2 84.6900
RES 2 512 cn.s3 84.7362
RES 2 512 dn.s4 84.5871
RES 2 512 cn.s5 84.6986
RES 2 512 cn.s6 84.5259
RES 2 512 dn.s7 84.6620
RES 2 1024 cn.s0 162.3661
RES 2 1024 dn.s1 162.3823
RES 2 1024 dn.s2 162.2813
RES 2 1024 cn.s3 162.3725
RES 2 1024 dn.s4 162.1688
RES 2 1024 cn.s5 162.6027
RES 2 1024 cn.s6 162.2628
RES 2 1024 dn.s7 162.3993
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.7924 2.7924
RES 3 64 cn.s0 25.1699
RES 3 64 dn.s1 18.3988
RES 3 64 dn.s2 18.3021
RES 3 64 cn.s3 25.1672
RES 3 64 dn.s4 18.3213
RES 3 64 cn.s5 25.2201
RES 3 64 cn.s6 25.1621
RES 3 64 dn.s7 18.3856
RES 3 256 cn.s0 45.6802
RES 3 256 dn.s1 45.4386
RES 3 256 dn.s2 45.5719
RES 3 256 cn.s3 45.6468
RES 3 256 dn.s4 45.5682
RES 3 256 cn.s5 45.6029
RES 3 256 cn.s6 45.5744
RES 3 256 dn.s7 45.4602
RES 3 512 cn.s0 84.6885
RES 3 512 dn.s1 84.4132
RES 3 512 dn.s2 84.6667
RES 3 512 cn.s3 84.8406
RES 3 512 dn.s4 84.5397
RES 3 512 cn.s5 84.7758
RES 3 512 cn.s6 84.5545
RES 3 512 dn.s7 84.6609
RES 3 1024 cn.s0 162.4614
RES 3 1024 dn.s1 162.4408
RES 3 1024 dn.s2 162.2084
RES 3 1024 cn.s3 162.2450
RES 3 1024 dn.s4 162.1763
RES 3 1024 cn.s5 162.2447
RES 3 1024 cn.s6 161.6344
RES 3 1024 dn.s7 162.3637
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.7927 2.7927
RES 4 64 cn.s0 25.1680
RES 4 64 dn.s1 18.3871
