GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 1 2.7927 2.7928
RES 1 64 dn.s0 18.3072
RES 1 64 dn.s1 18.3788
RES 1 64 cn.s2 25.1538
RES 1 64 cn.s3 25.1752
RES 1 64 dn.s4 18.3005
RES 1 64 dn.s5 18.3699
RES 1 64 cn.s6 25.1723
RES 1 64 cn.s7 25.1691
RES 1 256 dn.s0 45.5618
RES 1 256 dn.s1 45.5222
RES 1 256 cn.s2 45.6768
RES 1 256 cn.s3 45.5494
RES 1 256 dn.s4 45.5913
RES 1 256 dn.s5 45.5429
RES 1 256 cn.s6 45.6660
RES 1 256 cn.s7 45.5626
RES 1 512 dn.s0 84.5456
RES 1 512 dn.s1 84.6910
RES 1 512 cn.s2 84.6262
RES 1 512 cn.s3 84.8615
RES 1 512 dn.s4 84.5363
RES 1 512 dn.s5 84.5680
RES 1 512 cn.s6 84.6053
RES 1 512 cn.s7 84.5706
RES 1 1024 dn.s0 162.3448
RES 1 1024 dn.s1 162.3600
RES 1 1024 cn.s2 162.2501
RES 1 1024 cn.s3 162.2598
RES 1 1024 dn.s4 162.1183
RES 1 1024 dn.s5 162.2532
RES 1 1024 cn.s6 162.5132
RES 1 1024 cn.s7 162.3356
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 2 2.7928 2.7928
RES 2 64 dn.s0 18.3106
RES 2 64 dn.s1 18.3956
RES 2 64 cn.s2 25.1731
RES 2 64 cn.s3 25.1604
RES 2 64 dn.s4 18.3143
RES 2 64 dn.s5 18.3804
RES 2 64 cn.s6 25.1795
RES 2 64 cn.s7 25.1703
RES 2 256 dn.s0 45.6602
RES 2 256 dn.s1 45.4727
RES 2 256 cn.s2 45.7182
RES 2 256 cn.s3 45.6196
RES 2 256 dn.s4 45.5269
RES 2 256 dn.s5 45.5638
RES 2 256 cn.s6 45.6949
RES 2 256 cn.s7 45.5682
RES 2 512 dn.s0 84.6389
RES 2 512 dn.s1 84.5304
RES 2 512 cn.s2 84.5815
RES 2 512 cn.s3 84.8245
RES 2 512 dn.s4 84.5610
RES 2 512 dn.s5 84.7014
RES 2 512 cn.s6 84.6265
RES 2 512 cn.s7 84.6113
RES 2 1024 dn.s0 162.4353
RES 2 1024 dn.s1 162.3639
RES 2 1024 cn.s2 162.2601
RES 2 1024 cn.s3 162.0255
RES 2 1024 dn.s4 162.1983
RES 2 1024 dn.s5 162.3480
RES 2 1024 cn.s6 162.3951
RES 2 1024 cn.s7 162.5698
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 3 2.7927 2.7928
RES 3 64 dn.s0 18.3020
RES 3 64 dn.s1 18.3821
RES 3 64 cn.s2 25.1713
RES 3 64 cn.s3 25.1967
RES 3 64 dn.s4 18.3225
RES 3 64 dn.s5 18.3801
RES 3 64 cn.s6 25.1799
RES 3 64 cn.s7 25.1524
RES 3 256 dn.s0 45.6096
RES 3 256 dn.s1 45.5257
RES 3 256 cn.s2 45.6795
RES 3 256 cn.s3 45.6492
RES 3 256 dn.s4 45.6433
RES 3 256 dn.s5 45.5747
RES 3 256 cn.s6 45.7095
RES 3 256 cn.s7 45.6377
RES 3 512 dn.s0 84.7350
RES 3 512 dn.s1 84.6411
RES 3 512 cn.s2 84.5891
RES 3 512 cn.s3 84.7582
RES 3 512 dn.s4 84.5688
RES 3 512 dn.s5 84.6359
RES 3 512 cn.s6 84.6045
RES 3 512 cn.s7 84.5928
RES 3 1024 dn.s0 162.3741
RES 3 1024 dn.s1 162.5567
RES 3 1024 cn.s2 162.4689
RES 3 1024 cn.s3 162.2891
RES 3 1024 dn.s4 162.2216
RES 3 1024 dn.s5 162.3549
RES 3 1024 cn.s6 162.3564
RES 3 1024 cn.s7 162.5989
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 4 2.7928 2.7928
RES 4 64 dn.s0 18.3033
RES 4 64 dn.s1 18.3828
RES 4 64 cn.s2 25.1609
RES 4 64 cn.s3 25.1778
RES 4 64 dn.s4 18.3259
RES 4 64 dn.s5 18.3834
RES 4 64 cn.s6 25.1672
RES 4 64 cn.s7 25.1642
RES 4 256 dn.s0 45.6098
RES 4 256 dn.s1 45.5062
RES 4 256 cn.s2 45.6027
RES 4 256 cn.s3 45.6375
RES 4 256 dn.s4 45.5725
RES 4 256 dn.s5 45.6238
RES 4 256 cn.s6 45.6739
RES 4 256 cn.s7 45.6971
RES 4 512 dn.s0 84.6179
RES 4 512 dn.s1 84.7385
RES 4 512 cn.s2 84.6477
RES 4 512 cn.s3 84.7245
RES 4 512 dn.s4 84.5269
RES 4 512 dn.s5 84.6519
RES 4 512 cn.s6 84.5276
RES 4 512 cn.s7 84.6343
RES 4 1024 dn.s0 162.4291
RES 4 1024 dn.s1 162.3610
RES 4 1024 cn.s2 162.2620
RES 4 1024 cn.s3 162.2094
RES 4 1024 dn.s4 162.2002
RES 4 1024 dn.s5 162.5509
RES 4 1024 cn.s6 162.2236
RES 4 1024 cn.s7 162.4871
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 5 2.7927 2.7928
RES 5 64 dn.s0 18.3052
RES 5 64 dn.s1 18.3894
RES 5 64 cn.s2 25.1781
RES 5 64 cn.s3 25.1992
RES 5 64 dn.s4 18.3258
RES 5 64 dn.s5 18.3869
RES 5 64 cn.s6 25.1798
RES 5 64 cn.s7 25.1615
RES 5 256 dn.s0 45.5983
RES 5 256 dn.s1 45.5317
RES 5 256 cn.s2 45.6995
RES 5 256 cn.s3 45.7299
RES 5 256 dn.s4 45.6576
RES 5 256 dn.s5 45.5492
RES 5 256 cn.s6 45.6955
RES 5 256 cn.s7 45.6426
RES 5 512 dn.s0 84.6821
RES 5 512 dn.s1 84.6507
RES 5 512 cn.s2 84.5557
RES 5 512 cn.s3 84.7728
RES 5 512 dn.s4 84.5583
RES 5 512 dn.s5 84.6979
RES 5 512 cn.s6 84.5530
RES 5 512 cn.s7 84.6591
RES 5 1024 dn.s0 162.3486
RES 5 1024 dn.s1 162.5711
RES 5 1024 cn.s2 162.2471
RES 5 1024 cn.s3 162.2945
RES 5 1024 dn.s4 162.1997
RES 5 1024 dn.s5 162.2993
RES 5 1024 cn.s6 162.5055
RES 5 1024 cn.s7 162.3388
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 6 2.7926 2.7929
RES 6 64 dn.s0 18.3076
RES 6 64 dn.s1 18.4018
RES 6 64 cn.s2 25.1801
RES 6 64 cn.s3 25.1795
RES 6 64 dn.s4 18.3049
