GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.7927 2.7929
RES 1 64 cn.s0 25.1842
RES 1 64 dn.s1 18.3950
RES 1 64 cn.s2 25.1626
RES 1 64 dn.s3 18.3812
RES 1 64 cn.s4 25.1544
RES 1 64 dn.s5 18.3822
RES 1 64 cn.s6 25.1497
RES 1 64 dn.s7 18.4229
RES 1 256 cn.s0 45.6560
RES 1 256 dn.s1 45.5395
RES 1 256 cn.s2 45.7369
RES 1 256 dn.s3 45.4659
RES 1 256 cn.s4 45.6277
RES 1 256 dn.s5 45.5969
RES 1 256 cn.s6 45.6285
RES 1 256 dn.s7 45.4519
RES 1 512 cn.s0 84.7128
RES 1 512 dn.s1 84.6234
RES 1 512 cn.s2 84.5717
RES 1 512 dn.s3 84.6664
RES 1 512 cn.s4 84.6729
RES 1 512 dn.s5 84.6365
RES 1 512 cn.s6 84.4835
RES 1 512 dn.s7 84.6667
RES 1 1024 cn.s0 162.4778
RES 1 1024 dn.s1 162.3122
RES 1 1024 cn.s2 162.1868
RES 1 1024 dn.s3 162.3644
RES 1 1024 cn.s4 162.2467
RES 1 1024 dn.s5 162.4370
RES 1 1024 cn.s6 162.1684
RES 1 1024 dn.s7 162.3068
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.7928 2.7929
RES 2 64 cn.s0 25.1811
RES 2 64 dn.s1 18.3979
RES 2 64 cn.s2 25.1692
RES 2 64 dn.s3 18.3827
RES 2 64 cn.s4 25.1580
RES 2 64 dn.s5 18.3832
RES 2 64 cn.s6 25.1528
RES 2 64 dn.s7 18.3998
RES 2 256 cn.s0 45.8000
RES 2 256 dn.s1 45.4662
RES 2 256 cn.s2 45.6789
RES 2 256 dn.s3 45.4935
RES 2 256 cn.s4 45.5854
RES 2 256 dn.s5 45.5524
RES 2 256 cn.s6 45.5938
RES 2 256 dn.s7 45.4466
RES 2 512 cn.s0 84.6165
RES 2 512 dn.s1 84.6553
RES 2 512 cn.s2 84.5487
RES 2 512 dn.s3 84.7080
RES 2 512 cn.s4 84.5735
RES 2 512 dn.s5 84.8102
RES 2 512 cn.s6 84.4985
RES 2 512 dn.s7 84.3640
RES 2 1024 cn.s0 162.4997
RES 2 1024 dn.s1 162.4346
RES 2 1024 cn.s2 162.2279
RES 2 1024 dn.s3 162.3001
RES 2 1024 cn.s4 161.9054
RES 2 1024 dn.s5 162.2976
RES 2 1024 cn.s6 162.1030
RES 2 1024 dn.s7 162.3896
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.7928 2.7928
RES 3 64 cn.s0 25.1743
RES 3 64 dn.s1 18.4056
RES 3 64 cn.s2 25.1953
RES 3 64 dn.s3 18.3760
RES 3 64 cn.s4 25.1537
RES 3 64 dn.s5 18.4012
RES 3 64 cn.s6 25.1633
RES 3 64 dn.s7 18.4095
RES 3 256 cn.s0 45.7146
RES 3 256 dn.s1 45.4568
RES 3 256 cn.s2 45.6833
RES 3 256 dn.s3 45.4942
RES 3 256 cn.s4 45.5995
RES 3 256 dn.s5 45.6150
RES 3 256 cn.s6 45.6005
RES 3 256 dn.s7 45.4348
RES 3 512 cn.s0 84.5392
RES 3 512 dn.s1 84.6494
RES 3 512 cn.s2 84.5609
RES 3 512 dn.s3 84.7053
RES 3 512 cn.s4 84.5678
RES 3 512 dn.s5 84.7430
RES 3 512 cn.s6 84.5183
RES 3 512 dn.s7 84.6056
RES 3 1024 cn.s0 162.3751
RES 3 1024 dn.s1 162.4051
RES 3 1024 cn.s2 162.2619
RES 3 1024 dn.s3 162.3191
RES 3 1024 cn.s4 162.2106
RES 3 1024 dn.s5 162.3483
RES 3 1024 cn.s6 162.1310
RES 3 1024 dn.s7 162.2657
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.7929 2.7929
RES 4 64 cn.s0 25.1588
RES 4 64 dn.s1 18.3992
RES 4 64 cn.s2 25.1729
RES 4 64 dn.s3 18.3760
RES 4 64 cn.s4 25.1713
RES 4 64 dn.s5 18.3906
RES 4 64 cn.s6 25.1629
RES 4 64 dn.s7 18.4035
RES 4 256 cn.s0 45.7406
RES 4 256 dn.s1 45.4374
RES 4 256 cn.s2 45.6230
RES 4 256 dn.s3 45.4895
RES 4 256 cn.s4 45.6760
RES 4 256 dn.s5 45.6363
RES 4 256 cn.s6 45.6553
RES 4 256 dn.s7 45.4458
RES 4 512 cn.s0 84.5411
RES 4 512 dn.s1 84.5050
RES 4 512 cn.s2 84.5720
RES 4 512 dn.s3 84.7882
RES 4 512 cn.s4 84.5806
RES 4 512 dn.s5 84.6198
RES 4 512 cn.s6 84.5277
RES 4 512 dn.s7 84.3336
RES 4 1024 cn.s0 162.4067
RES 4 1024 dn.s1 162.3709
RES 4 1024 cn.s2 162.2170
RES 4 1024 dn.s3 162.4936
RES 4 1024 cn.s4 162.2725
RES 4 1024 dn.s5 162.0110
RES 4 1024 cn.s6 162.1974
RES 4 1024 dn.s7 162.3378
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 5 2.7928 2.7930
RES 5 64 cn.s0 25.1610
RES 5 64 dn.s1 18.3783
RES 5 64 cn.s2 25.1605
RES 5 64 dn.s3 18.3826
RES 5 64 cn.s4 25.1520
RES 5 64 dn.s5 18.3821
RES 5 64 cn.s6 25.1652
RES 5 64 dn.s7 18.4080
RES 5 256 cn.s0 45.7248
RES 5 256 dn.s1 45.4636
RES 5 256 cn.s2 45.7068
RES 5 256 dn.s3 45.5109
RES 5 256 cn.s4 45.6877
RES 5 256 dn.s5 45.5499
RES 5 256 cn.s6 45.6457
RES 5 256 dn.s7 45.4512
RES 5 512 cn.s0 84.6864
