### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
B    |   49.034 |   50.112 |   48.940 |   50.106 ||   +2.20   -0.19   +2.19
C    |   29.205 |   30.049 |   29.194 |   29.889 ||   +2.89   -0.04   +2.34
D    |   10.921 |   14.946 |   10.918 |   14.948 ||  +36.85   -0.03  +36.87
E    |   12.014 |   14.948 |   12.059 |   14.953 ||  +24.42   +0.37  +24.46
F    |   17.899 |   19.932 |   17.853 |   19.925 ||  +11.36   -0.26  +11.32
R1   |   22.228 |   22.131 |   22.224 |   22.110 ||   -0.44   -0.02   -0.53
R2   |   21.652 |   21.910 |   21.653 |   21.908 ||   +1.19   +0.00   +1.18
R3   |   21.201 |   21.797 |   21.208 |   21.800 ||   +2.81   +0.03   +2.83
R4   |   20.956 |   21.723 |   20.957 |   21.728 ||   +3.66   +0.01   +3.68
R6   |   20.516 |   21.636 |   20.516 |   21.634 ||   +5.46   -0.00   +5.45
### p-g4-m4s4h : g4 m4s4h g4 m4s4h
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   20.399 |   19.828 |   20.385 |   19.809 ||   -2.80   -0.07   -2.89
B    |   50.108 |   49.615 |   50.103 |   49.594 ||   -0.98   -0.01   -1.03
C    |   30.022 |   29.719 |   30.064 |   29.743 ||   -1.01   +0.14   -0.93
D    |   14.953 |   10.964 |   14.946 |   10.965 ||  -26.68   -0.05  -26.67
E    |   14.952 |   12.615 |   14.949 |   12.623 ||  -15.63   -0.02  -15.58
F    |   19.907 |   20.675 |   19.927 |   20.674 ||   +3.86   +0.10   +3.86
R1   |   22.132 |   23.823 |   22.125 |   23.834 ||   +7.64   -0.03   +7.69
R2   |   21.906 |   24.053 |   21.904 |   24.056 ||   +9.80   -0.01   +9.81
R3   |   21.789 |   24.108 |   21.791 |   24.100 ||  +10.64   +0.01  +10.60
R4   |   21.721 |   24.146 |   21.721 |   24.144 ||  +11.16   +0.00  +11.16
R6   |   21.632 |   24.214 |   21.637 |   24.210 ||  +11.94   +0.02  +11.92
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   20.404 |   19.805 |   20.408 |   19.743 ||   -2.94   +0.02   -3.24
B    |   50.113 |   49.617 |   50.101 |   49.636 ||   -0.99   -0.02   -0.95
C    |   30.011 |   29.760 |   30.023 |   29.650 ||   -0.84   +0.04   -1.21
D    |   14.951 |   10.967 |   14.947 |   10.965 ||  -26.65   -0.03  -26.66
E    |   14.956 |   12.617 |   14.956 |   12.608 ||  -15.64   +0.00  -15.70
F    |   19.918 |   20.673 |   19.923 |   20.691 ||   +3.79   +0.02   +3.88
R1   |   22.122 |   23.832 |   22.120 |   23.822 ||   +7.73   -0.01   +7.69
R2   |   21.911 |   24.061 |   21.909 |   24.050 ||   +9.82   -0.01   +9.76
R3   |   21.794 |   24.106 |   21.793 |   24.092 ||  +10.61   -0.01  +10.54
R4   |   21.722 |   24.140 |   21.729 |   24.147 ||  +11.13   +0.03  +11.16
R6   |   21.628 |   24.197 |   21.628 |   24.207 ||  +11.88   -0.00  +11.92
### p-m4s4h-g4 : m4s4h g4 m4s4h g4
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   19.769 |   20.390 |   19.789 |   20.396 ||   +3.14   +0.10   +3.17
B    |   49.647 |   50.085 |   49.601 |   50.092 ||   +0.88   -0.09   +0.90
C    |   29.701 |   30.059 |   29.726 |   29.912 ||   +1.21   +0.08   +0.71
D    |   10.965 |   14.950 |   10.966 |   14.946 ||  +36.35   +0.01  +36.31
E    |   12.606 |   14.951 |   12.609 |   14.953 ||  +18.60   +0.03  +18.62
F    |   20.699 |   19.917 |   20.692 |   19.923 ||   -3.78   -0.04   -3.75
R1   |   23.817 |   22.116 |   23.823 |   22.129 ||   -7.14   +0.03   -7.09
R2   |   24.056 |   21.911 |   24.048 |   21.911 ||   -8.91   -0.03   -8.92
R3   |   24.105 |   21.799 |   24.105 |   21.798 ||   -9.57   -0.00   -9.57
R4   |   24.142 |   21.731 |   24.145 |   21.727 ||   -9.99   +0.01  -10.00
R6   |   24.201 |   21.636 |   24.211 |   21.632 ||  -10.60   +0.04  -10.62
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   19.811 |   20.392 |   19.826 |   20.392 ||   +2.94   +0.08   +2.93
B    |   49.600 |   50.091 |   49.621 |   50.108 ||   +0.99   +0.04   +1.02
C    |   29.707 |   30.040 |   29.725 |   29.913 ||   +1.12   +0.06   +0.69
D    |   10.966 |   14.948 |   10.964 |   14.950 ||  +36.31   -0.02  +36.33
E    |   12.602 |   14.948 |   12.612 |   14.942 ||  +18.62   +0.08  +18.57
F    |   20.697 |   19.918 |   20.673 |   19.914 ||   -3.77   -0.12   -3.79
R1   |   23.811 |   22.112 |   23.828 |   22.140 ||   -7.13   +0.07   -7.02
R2   |   24.047 |   21.913 |   24.038 |   21.904 ||   -8.87   -0.04   -8.91
R3   |   24.107 |   21.790 |   24.096 |   21.792 ||   -9.61   -0.05   -9.60
R4   |   24.137 |   21.736 |   24.131 |   21.721 ||   -9.95   -0.03  -10.01
R6   |   24.202 |   21.626 |   24.200 |   21.636 ||  -10.64   -0.01  -10.60
### p-g4p8-t4p8 : g4p8 t4p8 g4p8 t4p8
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   20.234 |   19.083 |   20.258 |   19.188 ||   -5.68   +0.12   -5.17
B    |   50.016 |   49.097 |   50.031 |   49.125 ||   -1.84   +0.03   -1.78
C    |   29.910 |   29.003 |   29.929 |   29.079 ||   -3.03   +0.07   -2.78
D    |   14.964 |   10.922 |   14.942 |   10.926 ||  -27.01   -0.14  -26.99
E    |   14.972 |   12.034 |   14.954 |   12.048 ||  -19.62   -0.12  -19.52
F    |   18.556 |   17.925 |   18.527 |   17.963 ||   -3.40   -0.16   -3.20
R1   |   22.241 |   22.228 |   22.228 |   22.221 ||   -0.06   -0.06   -0.09
R2   |   21.649 |   21.643 |   21.640 |   21.650 ||   -0.03   -0.04   +0.00
R3   |   21.212 |   21.209 |   21.192 |   21.171 ||   -0.01   -0.09   -0.20
R4   |   20.973 |   20.986 |   20.957 |   20.956 ||   +0.06   -0.08   -0.08
R6   |   20.510 |   20.516 |   20.507 |   20.508 ||   +0.03   -0.02   -0.01
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   20.263 |   19.101 |   20.220 |   19.175 ||   -5.73   -0.21   -5.37
B    |   50.054 |   49.070 |   50.019 |   49.118 ||   -1.97   -0.07   -1.87
C    |   29.863 |   29.093 |   29.909 |   29.085 ||   -2.58   +0.15   -2.61
D    |   14.966 |   10.920 |   14.950 |   10.922 ||  -27.03   -0.11  -27.02
E    |   14.971 |   12.042 |   14.955 |   12.047 ||  -19.56   -0.11  -19.53
F    |   18.566 |   17.962 |   18.536 |   17.979 ||   -3.26   -0.16   -3.17
R1   |   22.260 |   22.237 |   22.236 |   22.220 ||   -0.11   -0.11   -0.18
R2   |   21.655 |   21.655 |   21.650 |   21.638 ||   +0.00   -0.02   -0.08
R3   |   21.219 |   21.202 |   21.193 |   21.195 ||   -0.08   -0.12   -0.11
R4   |   20.972 |   20.979 |   20.967 |   20.948 ||   +0.03   -0.02   -0.12
R6   |   20.512 |   20.518 |   20.509 |   20.507 ||   +0.03   -0.02   -0.02
### p-t4p8-g4p8 : t4p8 g4p8 t4p8 g4p8
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   19.013 |   20.301 |   18.922 |   20.298 ||   +6.77   -0.48   +6.76
B    |   49.045 |   50.031 |   48.961 |   50.052 ||   +2.01   -0.17   +2.05
C    |   29.196 |   29.949 |   29.168 |   29.960 ||   +2.58   -0.10   +2.61
D    |   10.919 |   14.967 |   10.917 |   14.950 ||  +37.07   -0.02  +36.91
E    |   12.006 |   14.973 |   11.987 |   14.950 ||  +24.71   -0.16  +24.52
F    |   17.844 |   18.548 |   17.823 |   18.528 ||   +3.95   -0.12   +3.84
R1   |   22.241 |   22.246 |   22.281 |   22.244 ||   +0.02   +0.18   +0.01
R2   |   21.648 |   21.629 |   21.663 |   21.648 ||   -0.09   +0.07   -0.00
R3   |   21.221 |   21.198 |   21.229 |   21.212 ||   -0.11   +0.04   -0.04
R4   |   20.964 |   20.973 |   20.991 |   20.979 ||   +0.04   +0.13   +0.07
R6   |   20.504 |   20.509 |   20.515 |   20.504 ||   +0.02   +0.05   -0.00
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   18.998 |   20.285 |   18.922 |   20.317 ||   +6.77   -0.40   +6.94
B    |   49.028 |   50.067 |   48.987 |   50.054 ||   +2.12   -0.08   +2.09
C    |   29.198 |   29.984 |   29.153 |   29.957 ||   +2.69   -0.15   +2.60
D    |   10.924 |   14.960 |   10.919 |   14.948 ||  +36.94   -0.04  +36.84
E    |   12.018 |   14.974 |   11.979 |   14.957 ||  +24.59   -0.33  +24.46
F    |   17.827 |   18.543 |   17.842 |   18.533 ||   +4.02   +0.08   +3.96
R1   |   22.242 |   22.236 |   22.276 |   22.235 ||   -0.02   +0.15   -0.03
R2   |   21.657 |   21.627 |   21.659 |   21.636 ||   -0.14   +0.01   -0.10
R3   |   21.213 |   21.190 |   21.228 |   21.208 ||   -0.11   +0.07   -0.02
R4   |   20.977 |   20.976 |   20.991 |   20.973 ||   -0.01   +0.06   -0.02
R6   |   20.510 |   20.508 |   20.525 |   20.509 ||   -0.01   +0.07   -0.00
