### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
D    |   14.479 |   14.533 |   14.499 |   14.534 ||   +0.37   +0.14   +0.38
E    |   18.182 |   18.280 |   18.353 |   18.141 ||   +0.54   +0.94   -0.22
F    |   27.702 |   27.867 |   27.704 |   27.825 ||   +0.60   +0.01   +0.44
R1   |   32.698 |   33.114 |   32.768 |   33.151 ||   +1.27   +0.21   +1.38
R2   |   32.983 |   33.323 |   32.736 |   33.394 ||   +1.03   -0.75   +1.24
R3   |   31.643 |   31.387 |   31.604 |   31.352 ||   -0.81   -0.12   -0.92
R4   |   31.242 |   31.009 |   31.220 |   31.007 ||   -0.74   -0.07   -0.75
R6   |   30.837 |   30.652 |   30.717 |   30.647 ||   -0.60   -0.39   -0.62
### p-g4-t4 : g4 t4 g4 t4
mix  |     g4_0 |     t4_1 |     g4_2 |     t4_3 ||    t4_1%    g4_2%    t4_3%
A    |   29.891 |   28.619 |   29.970 |   28.897 ||   -4.25   +0.27   -3.32
B    |   67.783 |   67.033 |   67.877 |   67.151 ||   -1.11   +0.14   -0.93
C    |   45.004 |   44.364 |   45.024 |   44.379 ||   -1.42   +0.04   -1.39
D    |   20.967 |   14.498 |   21.061 |   14.534 ||  -30.85   +0.45  -30.68
E    |   21.008 |   18.194 |   21.108 |   18.255 ||  -13.40   +0.48  -13.11
F    |   28.749 |   27.777 |   29.037 |   27.799 ||   -3.38   +1.01   -3.30
R1   |   32.774 |   32.811 |   33.082 |   33.047 ||   +0.11   +0.94   +0.83
R2   |   32.887 |   32.929 |   33.326 |   32.977 ||   +0.13   +1.34   +0.27
R3   |   32.881 |   32.974 |   33.416 |   32.278 ||   +0.28   +1.63   -1.83
R4   |   31.216 |   31.221 |   31.031 |   31.037 ||   +0.02   -0.59   -0.57
R6   |   30.849 |   30.833 |   30.659 |   30.660 ||   -0.05   -0.62   -0.61
mix  |     g4_0 |     t4_1 |     g4_2 |     t4_3 ||    t4_1%    g4_2%    t4_3%
A    |   29.873 |   28.645 |   30.023 |   28.941 ||   -4.11   +0.50   -3.12
B    |   67.838 |   67.063 |   67.868 |   67.134 ||   -1.14   +0.04   -1.04
C    |   44.838 |   44.271 |   44.850 |   44.232 ||   -1.26   +0.03   -1.35
D    |   20.982 |   14.505 |   20.953 |   14.532 ||  -30.87   -0.14  -30.74
E    |   21.006 |   18.152 |   21.102 |   18.286 ||  -13.59   +0.46  -12.95
F    |   28.733 |   27.746 |   28.940 |   27.765 ||   -3.43   +0.72   -3.37
R1   |   32.707 |   32.579 |   32.973 |   32.829 ||   -0.39   +0.81   +0.37
R2   |   32.775 |   32.524 |   33.041 |   32.800 ||   -0.76   +0.81   +0.08
R3   |   32.855 |   32.566 |   33.109 |   32.539 ||   -0.88   +0.78   -0.96
R4   |   31.318 |   31.343 |   31.002 |   31.078 ||   +0.08   -1.01   -0.76
R6   |   30.851 |   30.842 |   30.656 |   30.648 ||   -0.03   -0.63   -0.66
### p-t4-g4 : t4 g4 t4 g4
mix  |     t4_0 |     g4_1 |     t4_2 |     g4_3 ||    g4_1%    t4_2%    g4_3%
A    |   28.614 |   30.065 |   28.805 |   29.861 ||   +5.07   +0.67   +4.36
B    |   67.010 |   67.920 |   67.255 |   67.867 ||   +1.36   +0.37   +1.28
C    |   44.199 |   44.979 |   44.255 |   45.045 ||   +1.76   +0.13   +1.91
D    |   14.498 |   21.118 |   14.536 |   20.987 ||  +45.67   +0.26  +44.76
E    |   18.170 |   21.092 |   18.279 |   21.009 ||  +16.09   +0.60  +15.63
F    |   27.721 |   29.002 |   27.803 |   28.725 ||   +4.62   +0.30   +3.62
R1   |   32.824 |   33.101 |   33.112 |   32.754 ||   +0.84   +0.88   -0.21
R2   |   32.912 |   33.292 |   33.306 |   32.914 ||   +1.15   +1.20   +0.01
R3   |   32.939 |   33.562 |   31.572 |   32.959 ||   +1.89   -4.15   +0.06
R4   |   31.236 |   31.027 |   30.998 |   31.149 ||   -0.67   -0.76   -0.28
R6   |   30.852 |   30.660 |   30.664 |   30.808 ||   -0.62   -0.61   -0.14
mix  |     t4_0 |     g4_1 |     t4_2 |     g4_3 ||    g4_1%    t4_2%    g4_3%
A    |   28.676 |   29.988 |   28.885 |   29.927 ||   +4.57   +0.73   +4.36
B    |   67.023 |   67.822 |   67.275 |   67.900 ||   +1.19   +0.38   +1.31
C    |   44.253 |   45.040 |   44.301 |   45.149 ||   +1.78   +0.11   +2.02
D    |   14.493 |   20.994 |   14.525 |   20.994 ||  +44.85   +0.22  +44.86
E    |   18.183 |   21.107 |   18.278 |   21.006 ||  +16.08   +0.52  +15.52
F    |   27.681 |   28.976 |   27.830 |   28.871 ||   +4.68   +0.54   +4.30
R1   |   32.801 |   33.133 |   33.158 |   32.858 ||   +1.01   +1.09   +0.17
R2   |   32.933 |   33.313 |   33.311 |   32.941 ||   +1.16   +1.15   +0.02
R3   |   31.483 |   31.735 |   31.262 |   31.467 ||   +0.80   -0.70   -0.05
R4   |   31.252 |   30.982 |   31.024 |   31.216 ||   -0.86   -0.73   -0.11
R6   |   30.849 |   30.643 |   30.654 |   30.820 ||   -0.67   -0.63   -0.10
### p-g4-a4 : g4 a4 g4 a4
mix  |     g4_0 |     a4_1 |     g4_2 |     a4_3 ||    a4_1%    g4_2%    a4_3%
A    |   29.924 |   30.010 |   29.836 |   30.033 ||   +0.29   -0.29   +0.36
B    |   67.911 |   68.069 |   67.753 |   68.008 ||   +0.23   -0.23   +0.14
C    |   44.969 |   44.994 |   44.871 |   44.913 ||   +0.06   -0.22   -0.13
D    |   20.989 |   17.463 |   21.007 |   17.456 ||  -16.80   +0.09  -16.83
E    |   21.000 |   20.879 |   21.003 |   21.060 ||   -0.58   +0.01   +0.28
F    |   28.751 |   28.782 |   28.737 |   28.786 ||   +0.11   -0.05   +0.12
R1   |   32.716 |   32.694 |   32.706 |   32.668 ||   -0.07   -0.03   -0.15
R2   |   32.796 |   32.747 |   32.782 |   32.762 ||   -0.15   -0.04   -0.10
R3   |   32.142 |   32.857 |   32.833 |   32.797 ||   +2.22   +2.15   +2.04
R4   |   31.396 |   31.394 |   32.931 |   31.161 ||   -0.01   +4.89   -0.75
R6   |   30.832 |   30.867 |   30.832 |   30.824 ||   +0.11   +0.00   -0.03
mix  |     g4_0 |     a4_1 |     g4_2 |     a4_3 ||    a4_1%    g4_2%    a4_3%
A    |   29.917 |   30.025 |   29.899 |   29.986 ||   +0.36   -0.06   +0.23
B    |   67.835 |   68.130 |   67.875 |   68.024 ||   +0.43   +0.06   +0.28
C    |   45.086 |   45.036 |   45.007 |   44.992 ||   -0.11   -0.18   -0.21
D    |   20.962 |   17.481 |   20.941 |   17.491 ||  -16.61   -0.10  -16.56
E    |   21.001 |   20.889 |   20.991 |   21.039 ||   -0.54   -0.05   +0.18
F    |   28.834 |   28.876 |   28.799 |   28.827 ||   +0.15   -0.12   -0.03
R1   |   32.828 |   32.647 |   32.790 |   32.809 ||   -0.55   -0.12   -0.06
R2   |   32.758 |   32.778 |   32.909 |   32.931 ||   +0.06   +0.46   +0.53
R3   |   33.036 |   32.985 |   33.025 |   33.022 ||   -0.16   -0.03   -0.04
R4   |   31.717 |   31.226 |   31.220 |   31.200 ||   -1.55   -1.56   -1.63
R6   |   30.879 |   30.863 |   30.838 |   30.867 ||   -0.05   -0.13   -0.04
### p-a4-g4 : a4 g4 a4 g4
mix  |     a4_0 |     g4_1 |     a4_2 |     g4_3 ||    g4_1%    a4_2%    g4_3%
A    |   30.027 |   29.878 |   29.990 |   29.905 ||   -0.50   -0.12   -0.41
B    |   67.999 |   67.910 |   68.111 |   67.764 ||   -0.13   +0.16   -0.35
C    |   45.051 |   45.051 |   45.034 |   45.050 ||   -0.00   -0.04   -0.00
D    |   17.484 |   21.001 |   17.504 |   20.996 ||  +20.11   +0.11  +20.09
E    |   20.851 |   21.005 |   21.018 |   21.010 ||   +0.74   +0.80   +0.76
F    |   28.851 |   28.822 |   28.863 |   28.787 ||   -0.10   +0.04   -0.22
R1   |   32.813 |   32.796 |   32.804 |   32.823 ||   -0.05   -0.03   +0.03
R2   |   32.919 |   32.993 |   32.686 |   32.768 ||   +0.23   -0.71   -0.46
R3   |   33.067 |   33.038 |   32.624 |   32.778 ||   -0.09   -1.34   -0.87
R4   |   31.227 |   31.287 |   31.234 |   31.233 ||   +0.19   +0.02   +0.02
R6   |   30.856 |   30.869 |   30.835 |   30.833 ||   +0.04   -0.07   -0.07
mix  |     a4_0 |     g4_1 |     a4_2 |     g4_3 ||    g4_1%    a4_2%    g4_3%
A    |   30.027 |   29.930 |   30.044 |   29.832 ||   -0.32   +0.06   -0.65
B    |   68.152 |   67.948 |   67.932 |   67.938 ||   -0.30   -0.32   -0.31
C    |   45.024 |   45.068 |   44.924 |   45.027 ||   +0.10   -0.22   +0.01
D    |   17.472 |   20.909 |   17.456 |   20.887 ||  +19.67   -0.09  +19.55
E    |   20.830 |   20.997 |   21.007 |   21.004 ||   +0.80   +0.85   +0.83
F    |   28.850 |   28.790 |   28.867 |   28.849 ||   -0.21   +0.06   -0.00
R1   |   32.815 |   32.803 |   32.755 |   32.768 ||   -0.04   -0.18   -0.15
R2   |   32.947 |   32.917 |   32.975 |   32.955 ||   -0.09   +0.08   +0.02
R3   |   31.628 |   32.956 |   33.020 |   31.844 ||   +4.20   +4.40   +0.68
R4   |   31.246 |   31.245 |   31.220 |   31.388 ||   -0.00   -0.08   +0.45
R6   |   30.873 |   30.862 |   30.812 |   30.840 ||   -0.03   -0.20   -0.11
### p-a4-t4 : a4 t4 a4 t4
mix  |     a4_0 |     t4_1 |     a4_2 |     t4_3 ||    t4_1%    a4_2%    t4_3%
A    |   30.083 |   28.717 |   30.214 |   28.882 ||   -4.54   +0.44   -3.99
B    |   68.011 |   67.068 |   68.154 |   67.064 ||   -1.39   +0.21   -1.39
C    |   44.960 |   44.318 |   44.879 |   44.216 ||   -1.43   -0.18   -1.66
D    |   17.458 |   14.503 |   17.474 |   14.539 ||  -16.93   +0.09  -16.72
E    |   20.882 |   18.361 |   20.802 |   18.306 ||  -12.07   -0.38  -12.34
F    |   28.813 |   27.814 |   29.139 |   27.724 ||   -3.47   +1.13   -3.78
R1   |   32.798 |   32.798 |   33.153 |   33.145 ||   +0.00   +1.08   +1.06
R2   |   32.963 |   32.952 |   33.271 |   33.299 ||   -0.03   +0.93   +1.02
R3   |   32.687 |   33.075 |   33.384 |   33.560 ||   +1.19   +2.13   +2.67
R4   |   31.229 |   31.238 |   31.021 |   31.004 ||   +0.03   -0.67   -0.72
R6   |   30.843 |   30.853 |   30.647 |   30.655 ||   +0.03   -0.63   -0.61
mix  |     a4_0 |     t4_1 |     a4_2 |     t4_3 ||    t4_1%    a4_2%    t4_3%
A    |   30.098 |   28.680 |   30.265 |   28.859 ||   -4.71   +0.55   -4.11
B    |   68.045 |   67.105 |   68.176 |   67.150 ||   -1.38   +0.19   -1.32
C    |   44.999 |   44.369 |   44.949 |   44.196 ||   -1.40   -0.11   -1.79
D    |   17.429 |   14.494 |   17.443 |   14.531 ||  -16.84   +0.08  -16.62
E    |   20.876 |   18.369 |   20.866 |   18.314 ||  -12.01   -0.05  -12.27
F    |   28.849 |   27.773 |   29.019 |   27.743 ||   -3.73   +0.59   -3.83
R1   |   32.829 |   32.801 |   33.173 |   33.159 ||   -0.09   +1.05   +1.00
R2   |   32.951 |   32.712 |   33.256 |   33.333 ||   -0.73   +0.92   +1.16
R3   |   31.512 |   31.568 |   31.340 |   31.251 ||   +0.18   -0.55   -0.83
R4   |   31.228 |   31.243 |   31.016 |   30.986 ||   +0.05   -0.68   -0.77
R6   |   30.807 |   30.859 |   30.650 |   30.644 ||   +0.17   -0.51   -0.53
### p-t4-a4 : t4 a4 t4 a4
mix  |     t4_0 |     a4_1 |     t4_2 |     a4_3 ||    a4_1%    t4_2%    a4_3%
A    |   28.675 |   30.263 |   28.690 |   30.074 ||   +5.54   +0.05   +4.88
B    |   67.113 |   68.284 |   67.179 |   68.077 ||   +1.74   +0.10   +1.44
C    |   44.342 |   45.053 |   44.217 |   45.054 ||   +1.60   -0.28   +1.61
D    |   14.495 |   17.473 |   14.523 |   17.482 ||  +20.55   +0.20  +20.61
E    |   18.180 |   21.107 |   18.105 |   20.905 ||  +16.10   -0.41  +14.99
F    |   27.674 |   28.989 |   27.836 |   28.920 ||   +4.75   +0.59   +4.50
R1   |   32.715 |   33.079 |   33.126 |   32.795 ||   +1.11   +1.26   +0.25
R2   |   32.811 |   33.364 |   33.527 |   32.937 ||   +1.69   +2.18   +0.39
R3   |   31.732 |   31.288 |   31.276 |   31.450 ||   -1.40   -1.44   -0.89
R4   |   31.241 |   30.987 |   31.013 |   31.142 ||   -0.82   -0.73   -0.32
R6   |   30.839 |   30.653 |   30.650 |   30.816 ||   -0.60   -0.61   -0.08
mix  |     t4_0 |     a4_1 |     t4_2 |     a4_3 ||    a4_1%    t4_2%    a4_3%
A    |   28.606 |   30.209 |   28.805 |   30.101 ||   +5.60   +0.69   +5.23
B    |   67.149 |   68.290 |   67.299 |   68.083 ||   +1.70   +0.22   +1.39
C    |   44.386 |   45.103 |   44.180 |   45.114 ||   +1.61   -0.47   +1.64
D    |   14.498 |   17.481 |   14.540 |   17.494 ||  +20.57   +0.29  +20.67
E    |   18.182 |   21.043 |   18.115 |   20.874 ||  +15.74   -0.37  +14.80
F    |   27.659 |   29.007 |   27.909 |   28.900 ||   +4.87   +0.90   +4.48
R1   |   32.808 |   33.145 |   33.166 |   32.828 ||   +1.03   +1.09   +0.06
R2   |   32.967 |   33.373 |   33.271 |   32.992 ||   +1.23   +0.92   +0.08
R3   |   31.485 |   31.288 |   31.376 |   31.477 ||   -0.63   -0.35   -0.03
R4   |   31.230 |   31.016 |   31.026 |   31.166 ||   -0.69   -0.66   -0.21
R6   |   30.856 |   30.652 |   30.657 |   30.835 ||   -0.66   -0.65   -0.07
### p-g4-g4h : g4 g4h g4 g4h
mix  |     g4_0 |    g4h_1 |     g4_2 |    g4h_3 ||   g4h_1%    g4_2%   g4h_3%
A    |   29.907 |   30.162 |   29.952 |   30.166 ||   +0.85   +0.15   +0.87
B    |   67.902 |   67.968 |   67.876 |   68.025 ||   +0.10   -0.04   +0.18
C    |   45.022 |   45.101 |   44.954 |   45.102 ||   +0.17   -0.15   +0.18
D    |   20.997 |   21.304 |   21.068 |   21.272 ||   +1.46   +0.34   +1.31
E    |   20.995 |   21.298 |   21.115 |   21.246 ||   +1.44   +0.57   +1.19
F    |   28.741 |   28.886 |   28.916 |   29.044 ||   +0.50   +0.61   +1.05
R1   |   32.718 |   32.705 |   32.981 |   33.036 ||   -0.04   +0.81   +0.97
R2   |   32.747 |   32.758 |   33.098 |   33.068 ||   +0.04   +1.07   +0.98
R3   |   32.879 |   32.780 |   33.325 |   33.254 ||   -0.30   +1.36   +1.14
R4   |   31.257 |   31.273 |   31.107 |   31.074 ||   +0.05   -0.48   -0.59
R6   |   30.841 |   30.742 |   30.639 |   30.644 ||   -0.32   -0.66   -0.64
mix  |     g4_0 |    g4h_1 |     g4_2 |    g4h_3 ||   g4h_1%    g4_2%   g4h_3%
A    |   29.959 |   30.153 |   30.027 |   30.199 ||   +0.64   +0.23   +0.80
B    |   67.921 |   68.086 |   67.916 |   68.197 ||   +0.24   -0.01   +0.41
C    |   45.024 |   45.175 |   44.990 |   45.143 ||   +0.34   -0.08   +0.26
D    |   21.001 |   21.293 |   21.116 |   21.265 ||   +1.39   +0.55   +1.26
E    |   21.003 |   21.294 |   21.121 |   21.216 ||   +1.38   +0.56   +1.01
F    |   28.929 |   28.945 |   28.965 |   29.165 ||   +0.06   +0.12   +0.82
R1   |   32.802 |   32.668 |   33.119 |   33.118 ||   -0.41   +0.97   +0.96
R2   |   32.777 |   32.924 |   33.383 |   33.463 ||   +0.45   +1.85   +2.09
R3   |   33.008 |   31.526 |   31.361 |   31.262 ||   -4.49   -4.99   -5.29
R4   |   31.224 |   31.214 |   31.030 |   31.010 ||   -0.03   -0.62   -0.68
R6   |   30.849 |   30.825 |   30.634 |   30.650 ||   -0.08   -0.70   -0.65
### p-g4h-g4 : g4h g4 g4h g4
mix  |    g4h_0 |     g4_1 |    g4h_2 |     g4_3 ||    g4_1%   g4h_2%    g4_3%
A    |   30.148 |   30.024 |   30.217 |   29.904 ||   -0.41   +0.23   -0.81
B    |   68.005 |   67.844 |   67.996 |   67.975 ||   -0.24   -0.01   -0.04
C    |   45.132 |   45.059 |   45.099 |   45.030 ||   -0.16   -0.07   -0.23
D    |   21.293 |   21.083 |   21.280 |   20.988 ||   -0.98   -0.06   -1.43
E    |   21.301 |   21.109 |   21.315 |   21.000 ||   -0.90   +0.07   -1.41
F    |   28.948 |   28.950 |   29.131 |   28.762 ||   +0.01   +0.63   -0.64
R1   |   32.779 |   33.110 |   33.088 |   32.786 ||   +1.01   +0.94   +0.02
R2   |   32.944 |   33.364 |   33.268 |   32.914 ||   +1.28   +0.98   -0.09
R3   |   32.987 |   33.414 |   31.568 |   31.506 ||   +1.30   -4.30   -4.49
R4   |   31.229 |   31.013 |   31.005 |   31.231 ||   -0.69   -0.72   +0.01
R6   |   30.854 |   30.654 |   30.643 |   30.838 ||   -0.65   -0.69   -0.05
mix  |    g4h_0 |     g4_1 |    g4h_2 |     g4_3 ||    g4_1%   g4h_2%    g4_3%
A    |   30.100 |   30.023 |   30.183 |   29.936 ||   -0.25   +0.28   -0.55
B    |   67.936 |   67.876 |   68.040 |   68.009 ||   -0.09   +0.15   +0.11
C    |   45.097 |   45.036 |   45.116 |   45.062 ||   -0.13   +0.04   -0.08
D    |   21.317 |   20.990 |   21.312 |   20.884 ||   -1.53   -0.02   -2.03
E    |   21.310 |   21.110 |   21.325 |   20.991 ||   -0.94   +0.07   -1.50
F    |   28.996 |   29.057 |   29.138 |   28.854 ||   +0.21   +0.49   -0.49
R1   |   32.634 |   33.164 |   33.063 |   32.818 ||   +1.62   +1.31   +0.56
R2   |   32.887 |   33.370 |   33.289 |   32.897 ||   +1.47   +1.22   +0.03
R3   |   33.057 |   33.512 |   31.600 |   32.501 ||   +1.38   -4.41   -1.68
R4   |   31.244 |   31.024 |   30.968 |   31.226 ||   -0.71   -0.88   -0.06
R6   |   30.850 |   30.661 |   30.647 |   30.855 ||   -0.61   -0.66   +0.02
### p-g4-t4p8 : g4 t4p8 g4 t4p8
mix  |     g4_0 |   t4p8_1 |     g4_2 |   t4p8_3 ||  t4p8_1%    g4_2%  t4p8_3%
A    |   29.916 |   29.352 |   29.934 |   29.215 ||   -1.89   +0.06   -2.34
B    |   67.865 |   67.960 |   67.877 |   67.838 ||   +0.14   +0.02   -0.04
C    |   45.038 |   44.294 |   45.032 |   44.310 ||   -1.65   -0.01   -1.62
D    |   21.002 |   14.546 |   21.001 |   14.544 ||  -30.74   -0.01  -30.75
E    |   21.002 |   18.455 |   21.009 |   18.431 ||  -12.13   +0.03  -12.24
F    |   28.695 |   27.534 |   28.740 |   27.430 ||   -4.04   +0.16   -4.41
R1   |   32.818 |   33.079 |   32.798 |   33.077 ||   +0.79   -0.06   +0.79
R2   |   32.888 |   31.420 |   32.633 |   31.270 ||   -4.46   -0.78   -4.92
R3   |   31.453 |   30.124 |   31.499 |   30.327 ||   -4.23   +0.14   -3.58
R4   |   31.176 |   29.734 |   31.305 |   29.628 ||   -4.63   +0.41   -4.96
R6   |   30.839 |   28.874 |   30.886 |   28.849 ||   -6.37   +0.15   -6.45
mix  |     g4_0 |   t4p8_1 |     g4_2 |   t4p8_3 ||  t4p8_1%    g4_2%  t4p8_3%
A    |   29.960 |   29.353 |   29.900 |   29.198 ||   -2.03   -0.20   -2.55
B    |   67.784 |   67.944 |   67.740 |   67.751 ||   +0.24   -0.07   -0.05
C    |   45.023 |   44.353 |   45.022 |   44.232 ||   -1.49   -0.00   -1.76
D    |   20.999 |   14.542 |   20.999 |   14.545 ||  -30.75   -0.00  -30.73
E    |   21.005 |   18.428 |   21.003 |   18.332 ||  -12.27   -0.01  -12.73
F    |   28.819 |   27.550 |   28.699 |   27.452 ||   -4.41   -0.42   -4.75
R1   |   32.861 |   33.057 |   32.810 |   33.075 ||   +0.59   -0.16   +0.65
R2   |   32.860 |   31.239 |   32.672 |   31.317 ||   -4.93   -0.57   -4.70
R3   |   31.454 |   30.234 |   31.467 |   30.216 ||   -3.88   +0.04   -3.94
R4   |   31.220 |   29.750 |   31.198 |   29.806 ||   -4.71   -0.07   -4.53
R6   |   30.856 |   28.868 |   30.834 |   28.794 ||   -6.44   -0.07   -6.68
### p-t4p8-g4 : t4p8 g4 t4p8 g4
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   28.883 |   29.864 |   29.223 |   29.865 ||   +3.40   +1.17   +3.40
B    |   67.575 |   67.822 |   67.740 |   67.872 ||   +0.37   +0.24   +0.44
C    |   44.349 |   45.056 |   44.370 |   45.095 ||   +1.59   +0.05   +1.68
D    |   14.550 |   20.991 |   14.554 |   21.004 ||  +44.27   +0.03  +44.36
E    |   18.436 |   20.992 |   18.461 |   20.999 ||  +13.86   +0.14  +13.90
F    |   27.583 |   28.793 |   27.562 |   28.829 ||   +4.39   -0.07   +4.52
R1   |   33.145 |   32.819 |   33.111 |   32.825 ||   -0.98   -0.10   -0.96
R2   |   30.586 |   31.847 |   31.067 |   31.898 ||   +4.12   +1.57   +4.29
R3   |   29.789 |   31.425 |   29.914 |   31.442 ||   +5.49   +0.42   +5.55
R4   |   29.342 |   31.184 |   29.504 |   31.182 ||   +6.28   +0.55   +6.27
R6   |   28.548 |   30.813 |   28.822 |   30.856 ||   +7.93   +0.96   +8.08
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   28.961 |   29.877 |   29.176 |   29.868 ||   +3.16   +0.74   +3.13
