### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
B    |   67.571 |   67.856 |   67.680 |   68.006 ||   +0.42   +0.16   +0.64
C    |   44.247 |   44.941 |   44.346 |   45.170 ||   +1.57   +0.22   +2.09
D    |   14.539 |   21.011 |   14.543 |   21.006 ||  +44.51   +0.03  +44.48
E    |   18.379 |   21.001 |   18.480 |   20.999 ||  +14.27   +0.55  +14.26
F    |   27.574 |   28.790 |   27.494 |   28.734 ||   +4.41   -0.29   +4.21
R1   |   33.087 |   32.816 |   33.043 |   32.842 ||   -0.82   -0.13   -0.74
R2   |   30.511 |   31.860 |   31.104 |   32.006 ||   +4.42   +1.94   +4.90
R3   |   29.795 |   31.440 |   29.981 |   31.456 ||   +5.52   +0.63   +5.58
R4   |   29.328 |   31.189 |   29.529 |   31.216 ||   +6.35   +0.69   +6.44
R6   |   28.567 |   30.808 |   28.709 |   30.853 ||   +7.85   +0.50   +8.00
### p-g4-m4s4h : g4 m4s4h g4 m4s4h
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   29.911 |   30.777 |   29.901 |   30.796 ||   +2.89   -0.03   +2.96
B    |   67.767 |   69.087 |   67.930 |   68.922 ||   +1.95   +0.24   +1.70
C    |   44.982 |   45.030 |   45.049 |   44.917 ||   +0.11   +0.15   -0.14
D    |   21.000 |   15.059 |   20.988 |   15.040 ||  -28.29   -0.06  -28.38
E    |   21.006 |   20.623 |   20.999 |   20.571 ||   -1.82   -0.03   -2.07
F    |   28.747 |   32.558 |   28.735 |   32.625 ||  +13.26   -0.04  +13.49
R1   |   32.790 |   35.591 |   32.790 |   35.579 ||   +8.54   -0.00   +8.51
R2   |   32.921 |   36.234 |   32.865 |   36.227 ||  +10.06   -0.17  +10.04
R3   |   32.782 |   36.356 |   33.035 |   36.340 ||  +10.90   +0.77  +10.85
R4   |   31.232 |   36.395 |   31.296 |   36.377 ||  +16.53   +0.20  +16.47
R6   |   30.831 |   36.438 |   30.872 |   36.448 ||  +18.19   +0.13  +18.22
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   29.830 |   30.954 |   29.832 |   30.841 ||   +3.77   +0.01   +3.39
B    |   67.859 |   69.011 |   67.707 |   68.828 ||   +1.70   -0.22   +1.43
C    |   45.023 |   45.059 |   45.045 |   45.015 ||   +0.08   +0.05   -0.02
D    |   21.000 |   15.029 |   21.002 |   15.024 ||  -28.43   +0.01  -28.46
E    |   20.999 |   20.615 |   20.998 |   20.565 ||   -1.83   -0.00   -2.07
F    |   28.789 |   32.524 |   28.744 |   32.517 ||  +12.97   -0.16  +12.95
R1   |   32.751 |   35.703 |   32.814 |   35.574 ||   +9.01   +0.19   +8.62
R2   |   33.007 |   36.344 |   32.965 |   36.247 ||  +10.11   -0.13   +9.82
R3   |   33.023 |   36.396 |   32.936 |   36.340 ||  +10.22   -0.26  +10.05
R4   |   31.302 |   36.420 |   31.374 |   36.399 ||  +16.35   +0.23  +16.29
R6   |   30.874 |   36.419 |   30.882 |   36.388 ||  +17.96   +0.02  +17.86
### p-m4s4h-g4 : m4s4h g4 m4s4h g4
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   30.859 |   29.858 |   30.802 |   29.895 ||   -3.24   -0.18   -3.12
B    |   69.053 |   67.887 |   68.953 |   67.726 ||   -1.69   -0.14   -1.92
C    |   44.921 |   45.082 |   44.904 |   44.961 ||   +0.36   -0.04   +0.09
D    |   15.039 |   20.999 |   15.040 |   20.995 ||  +39.63   +0.01  +39.60
E    |   20.598 |   20.999 |   20.614 |   20.999 ||   +1.94   +0.08   +1.95
F    |   32.644 |   28.696 |   32.631 |   28.689 ||  -12.09   -0.04  -12.11
R1   |   35.525 |   32.633 |   35.636 |   32.678 ||   -8.14   +0.31   -8.01
R2   |   36.213 |   32.199 |   36.227 |   32.654 ||  -11.08   +0.04   -9.83
R3   |   36.345 |   32.246 |   36.329 |   32.676 ||  -11.28   -0.04  -10.09
R4   |   36.407 |   32.263 |   36.411 |   32.775 ||  -11.38   +0.01   -9.98
R6   |   36.442 |   30.880 |   36.449 |   30.877 ||  -15.26   +0.02  -15.27
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   30.836 |   29.903 |   30.887 |   29.884 ||   -3.03   +0.16   -3.09
B    |   68.831 |   67.845 |   68.928 |   67.761 ||   -1.43   +0.14   -1.56
C    |   45.055 |   45.171 |   45.025 |   45.038 ||   +0.26   -0.07   -0.04
D    |   15.052 |   20.987 |   15.036 |   20.971 ||  +39.43   -0.10  +39.33
E    |   20.605 |   21.007 |   20.570 |   21.001 ||   +1.95   -0.17   +1.92
F    |   32.663 |   28.808 |   32.672 |   28.768 ||  -11.80   +0.03  -11.92
R1   |   35.664 |   32.724 |   35.671 |   32.807 ||   -8.24   +0.02   -8.01
R2   |   36.307 |   32.318 |   36.236 |   32.914 ||  -10.99   -0.20   -9.35
R3   |   36.350 |   32.625 |   36.381 |   33.052 ||  -10.25   +0.09   -9.07
R4   |   36.390 |   31.259 |   36.422 |   31.245 ||  -14.10   +0.09  -14.14
R6   |   36.444 |   30.839 |   36.459 |   30.897 ||  -15.38   +0.04  -15.22
### p-g4p8-t4p8 : g4p8 t4p8 g4p8 t4p8
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   29.968 |   29.084 |   29.913 |   29.053 ||   -2.95   -0.18   -3.05
B    |   68.082 |   67.601 |   67.889 |   67.874 ||   -0.71   -0.28   -0.31
C    |   44.876 |   44.350 |   44.748 |   44.246 ||   -1.17   -0.29   -1.40
D    |   20.839 |   14.523 |   21.055 |   14.528 ||  -30.31   +1.04  -30.28
E    |   21.029 |   18.203 |   21.042 |   18.634 ||  -13.44   +0.07  -11.39
F    |   26.562 |   26.701 |   26.699 |   26.523 ||   +0.52   +0.52   -0.15
R1   |   32.031 |   33.072 |   33.209 |   33.165 ||   +3.25   +3.68   +3.54
R2   |   30.647 |   31.027 |   30.479 |   31.096 ||   +1.24   -0.55   +1.47
R3   |   30.033 |   30.208 |   29.846 |   29.940 ||   +0.58   -0.62   -0.31
R4   |   29.452 |   29.809 |   29.357 |   29.783 ||   +1.21   -0.32   +1.12
R6   |   28.678 |   28.940 |   28.673 |   28.796 ||   +0.91   -0.02   +0.41
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   30.003 |   29.145 |   29.955 |   29.025 ||   -2.86   -0.16   -3.26
B    |   68.116 |   67.587 |   68.232 |   67.714 ||   -0.78   +0.17   -0.59
C    |   44.780 |   44.345 |   45.024 |   44.288 ||   -0.97   +0.54   -1.10
D    |   20.974 |   14.513 |   21.113 |   14.528 ||  -30.80   +0.66  -30.73
E    |   21.078 |   18.218 |   21.120 |   18.545 ||  -13.57   +0.20  -12.02
F    |   26.693 |   27.607 |   26.850 |   27.572 ||   +3.42   +0.59   +3.29
R1   |   32.847 |   33.118 |   33.026 |   33.063 ||   +0.83   +0.54   +0.66
R2   |   30.864 |   31.279 |   30.602 |   31.082 ||   +1.34   -0.85   +0.71
R3   |   30.148 |   30.434 |   29.925 |   30.085 ||   +0.95   -0.74   -0.21
R4   |   29.726 |   29.926 |   29.549 |   29.869 ||   +0.67   -0.59   +0.48
R6   |   28.988 |   29.177 |   28.797 |   29.021 ||   +0.65   -0.66   +0.12
### p-t4p8-g4p8 : t4p8 g4p8 t4p8 g4p8
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   28.948 |   29.915 |   28.935 |   29.861 ||   +3.34   -0.05   +3.15
B    |   67.573 |   67.967 |   67.271 |   67.724 ||   +0.58   -0.45   +0.22
C    |   44.303 |   44.841 |   44.385 |   44.406 ||   +1.22   +0.18   +0.23
D    |   14.530 |   20.835 |   14.509 |   21.041 ||  +43.40   -0.14  +44.81
E    |   18.401 |   21.038 |   18.103 |   21.048 ||  +14.33   -1.62  +14.38
F    |   26.402 |   26.466 |   27.626 |   26.661 ||   +0.24   +4.63   +0.98
R1   |   32.777 |   33.018 |   31.675 |   32.352 ||   +0.73   -3.36   -1.30
R2   |   30.580 |   30.678 |   30.635 |   30.469 ||   +0.32   +0.18   -0.36
R3   |   29.801 |   29.943 |   29.985 |   29.796 ||   +0.48   +0.62   -0.02
R4   |   29.330 |   29.616 |   29.579 |   29.393 ||   +0.97   +0.85   +0.22
R6   |   28.567 |   28.747 |   28.799 |   28.623 ||   +0.63   +0.81   +0.19
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   28.978 |   30.024 |   28.989 |   29.849 ||   +3.61   +0.04   +3.01
B    |   67.577 |   67.946 |   67.293 |   67.943 ||   +0.55   -0.42   +0.54
C    |   44.316 |   44.466 |   44.389 |   44.177 ||   +0.34   +0.17   -0.31
D    |   14.537 |   20.833 |   14.516 |   21.052 ||  +43.31   -0.14  +44.81
E    |   18.398 |   21.035 |   18.120 |   21.060 ||  +14.33   -1.51  +14.47
F    |   26.359 |   26.729 |   27.664 |   26.681 ||   +1.40   +4.95   +1.22
R1   |   31.714 |   33.020 |   31.749 |   31.660 ||   +4.12   +0.11   -0.17
R2   |   30.561 |   30.717 |   30.700 |   30.527 ||   +0.51   +0.46   -0.11
R3   |   29.794 |   30.035 |   29.949 |   29.782 ||   +0.81   +0.52   -0.04
R4   |   29.350 |   29.636 |   29.565 |   29.393 ||   +0.98   +0.73   +0.15
R6   |   28.575 |   28.836 |   28.811 |   28.619 ||   +0.91   +0.82   +0.15
