### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
R3   |   24.838 |   26.474 |   24.874 |   26.507 ||   +6.59   +0.14   +6.72
R4   |   24.541 |   26.301 |   24.609 |   26.346 ||   +7.17   +0.28   +7.35
R6   |   23.979 |   26.101 |   23.998 |   26.116 ||   +8.85   +0.08   +8.91
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   23.857 |   24.567 |   24.222 |   24.612 ||   +2.98   +1.53   +3.17
B    |   59.241 |   59.351 |   59.071 |   59.390 ||   +0.19   -0.29   +0.25
C    |   35.829 |   36.059 |   35.793 |   36.006 ||   +0.64   -0.10   +0.50
D    |   12.908 |   17.865 |   12.904 |   17.871 ||  +38.40   -0.03  +38.44
E    |   14.726 |   17.867 |   14.722 |   17.870 ||  +21.34   -0.02  +21.35
F    |   20.827 |   23.897 |   20.892 |   23.889 ||  +14.74   +0.31  +14.70
R1   |   26.125 |   27.142 |   26.196 |   27.200 ||   +3.90   +0.27   +4.12
R2   |   25.317 |   26.702 |   25.359 |   26.764 ||   +5.47   +0.17   +5.72
R3   |   24.845 |   26.478 |   25.101 |   26.507 ||   +6.57   +1.03   +6.69
R4   |   24.543 |   26.304 |   24.606 |   26.354 ||   +7.17   +0.25   +7.38
R6   |   23.979 |   26.102 |   24.290 |   26.116 ||   +8.85   +1.30   +8.91
### p-g4-m4s4h : g4 m4s4h g4 m4s4h
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   24.658 |   24.526 |   24.613 |   24.469 ||   -0.53   -0.18   -0.77
B    |   59.434 |   59.189 |   59.409 |   59.286 ||   -0.41   -0.04   -0.25
C    |   36.091 |   35.885 |   36.092 |   36.153 ||   -0.57   +0.00   +0.17
D    |   17.867 |   12.928 |   17.875 |   12.931 ||  -27.64   +0.04  -27.62
E    |   17.867 |   15.415 |   17.875 |   15.416 ||  -13.72   +0.04  -13.72
F    |   23.890 |   25.288 |   23.885 |   25.232 ||   +5.85   -0.02   +5.62
R1   |   27.205 |   28.833 |   27.198 |   28.822 ||   +5.98   -0.03   +5.95
R2   |   26.732 |   29.270 |   26.750 |   29.299 ||   +9.50   +0.07   +9.61
R3   |   26.471 |   29.469 |   26.463 |   29.452 ||  +11.32   -0.03  +11.26
R4   |   26.316 |   29.542 |   26.328 |   29.542 ||  +12.26   +0.05  +12.26
R6   |   26.096 |   30.856 |   26.115 |   29.697 ||  +18.24   +0.07  +13.80
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   24.608 |   24.569 |   24.607 |   24.483 ||   -0.16   -0.00   -0.51
B    |   59.416 |   59.231 |   59.424 |   59.277 ||   -0.31   +0.01   -0.23
C    |   36.184 |   35.847 |   36.117 |   36.169 ||   -0.93   -0.18   -0.04
D    |   17.868 |   12.932 |   17.868 |   12.932 ||  -27.63   -0.00  -27.63
E    |   17.867 |   15.412 |   17.868 |   15.386 ||  -13.74   +0.00  -13.89
F    |   23.880 |   25.284 |   23.889 |   25.219 ||   +5.88   +0.04   +5.61
R1   |   27.243 |   28.854 |   27.178 |   28.841 ||   +5.92   -0.24   +5.87
R2   |   26.740 |   29.278 |   26.754 |   29.299 ||   +9.49   +0.05   +9.57
R3   |   26.498 |   29.453 |   26.474 |   29.449 ||  +11.15   -0.09  +11.14
R4   |   26.317 |   29.541 |   26.322 |   29.547 ||  +12.25   +0.02  +12.27
R6   |   26.091 |   30.409 |   26.106 |   29.728 ||  +16.55   +0.06  +13.94
### p-m4s4h-g4 : m4s4h g4 m4s4h g4
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   24.506 |   24.603 |   24.600 |   24.557 ||   +0.40   +0.38   +0.21
B    |   59.260 |   59.404 |   59.315 |   59.402 ||   +0.24   +0.09   +0.24
C    |   35.989 |   36.190 |   35.998 |   35.994 ||   +0.56   +0.02   +0.01
D    |   12.932 |   17.870 |   12.933 |   17.876 ||  +38.18   +0.01  +38.23
E    |   15.403 |   17.875 |   15.408 |   17.865 ||  +16.05   +0.03  +15.98
F    |   25.224 |   23.907 |   25.322 |   23.879 ||   -5.22   +0.39   -5.33
R1   |   28.840 |   27.214 |   28.844 |   27.197 ||   -5.64   +0.01   -5.70
R2   |   29.284 |   26.769 |   29.300 |   26.726 ||   -8.59   +0.05   -8.74
R3   |   29.458 |   26.481 |   29.466 |   26.480 ||  -10.11   +0.03  -10.11
R4   |   29.536 |   26.328 |   29.558 |   26.338 ||  -10.86   +0.07  -10.83
R6   |   29.770 |   26.089 |   29.689 |   26.069 ||  -12.36   -0.27  -12.43
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   24.432 |   24.594 |   24.636 |   24.630 ||   +0.66   +0.84   +0.81
B    |   59.286 |   59.394 |   59.269 |   59.381 ||   +0.18   -0.03   +0.16
C    |   35.989 |   36.228 |   36.042 |   36.018 ||   +0.66   +0.15   +0.08
D    |   12.930 |   17.874 |   12.931 |   17.875 ||  +38.24   +0.00  +38.24
E    |   15.401 |   17.868 |   15.423 |   17.872 ||  +16.01   +0.14  +16.04
F    |   25.248 |   23.896 |   25.270 |   23.881 ||   -5.35   +0.09   -5.42
R1   |   28.841 |   27.234 |   28.857 |   27.192 ||   -5.57   +0.05   -5.72
R2   |   29.291 |   26.751 |   29.315 |   26.766 ||   -8.67   +0.08   -8.62
R3   |   29.459 |   26.469 |   29.464 |   26.481 ||  -10.15   +0.01  -10.11
R4   |   29.548 |   26.334 |   29.556 |   26.345 ||  -10.88   +0.03  -10.84
R6   |   29.683 |   26.118 |   29.682 |   26.083 ||  -12.01   -0.01  -12.13
### p-g4p8-t4p8 : g4p8 t4p8 g4p8 t4p8
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   24.277 |   23.171 |   24.263 |   23.385 ||   -4.56   -0.06   -3.67
B    |   59.794 |   59.122 |   59.744 |   59.281 ||   -1.12   -0.08   -0.86
C    |   36.188 |   35.717 |   36.034 |   35.703 ||   -1.30   -0.43   -1.34
D    |   17.889 |   12.883 |   17.864 |   12.893 ||  -27.99   -0.14  -27.93
E    |   17.880 |   14.293 |   17.869 |   14.774 ||  -20.06   -0.06  -17.37
F    |   21.985 |   21.030 |   21.897 |   21.063 ||   -4.34   -0.40   -4.20
R1   |   26.223 |   26.131 |   26.071 |   26.080 ||   -0.35   -0.58   -0.55
R2   |   25.417 |   25.382 |   25.270 |   25.291 ||   -0.14   -0.58   -0.49
R3   |   24.913 |   24.920 |   24.769 |   24.806 ||   +0.03   -0.58   -0.43
R4   |   24.625 |   24.628 |   24.484 |   24.510 ||   +0.01   -0.57   -0.47
R6   |   24.064 |   24.056 |   23.935 |   23.962 ||   -0.03   -0.54   -0.42
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   24.276 |   23.048 |   24.263 |   24.044 ||   -5.06   -0.05   -0.95
B    |   59.811 |   59.083 |   59.728 |   59.253 ||   -1.22   -0.14   -0.93
C    |   36.153 |   35.690 |   36.058 |   35.757 ||   -1.28   -0.26   -1.09
D    |   17.896 |   12.882 |   17.875 |   12.898 ||  -28.02   -0.12  -27.93
E    |   17.889 |   14.341 |   17.868 |   14.721 ||  -19.83   -0.12  -17.70
F    |   22.018 |   21.030 |   21.905 |   21.040 ||   -4.48   -0.51   -4.44
R1   |   26.203 |   26.125 |   26.065 |   26.090 ||   -0.30   -0.53   -0.43
R2   |   25.423 |   25.398 |   25.260 |   25.285 ||   -0.10   -0.64   -0.54
R3   |   24.941 |   24.917 |   24.762 |   24.795 ||   -0.09   -0.71   -0.58
R4   |   24.634 |   24.637 |   24.485 |   24.505 ||   +0.01   -0.61   -0.52
R6   |   24.069 |   24.058 |   23.930 |   23.958 ||   -0.05   -0.58   -0.46
### p-t4p8-g4p8 : t4p8 g4p8 t4p8 g4p8
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   22.900 |   24.333 |   22.638 |   24.279 ||   +6.26   -1.14   +6.02
B    |   59.228 |   59.771 |   59.152 |   59.724 ||   +0.92   -0.13   +0.84
C    |   35.758 |   36.038 |   35.584 |   36.129 ||   +0.78   -0.49   +1.04
D    |   12.901 |   17.892 |   12.884 |   17.865 ||  +38.68   -0.13  +38.47
E    |   14.763 |   17.886 |   14.298 |   17.863 ||  +21.15   -3.15  +21.00
F    |   20.861 |   21.940 |   20.736 |   21.855 ||   +5.17   -0.60   +4.76
R1   |   26.120 |   26.262 |   26.149 |   26.157 ||   +0.54   +0.11   +0.14
R2   |   25.325 |   25.442 |   25.383 |   25.336 ||   +0.46   +0.23   +0.05
R3   |   24.848 |   24.971 |   24.884 |   24.828 ||   +0.50   +0.14   -0.08
R4   |   24.556 |   24.679 |   24.609 |   24.536 ||   +0.50   +0.22   -0.08
R6   |   23.981 |   24.091 |   24.033 |   23.956 ||   +0.46   +0.22   -0.10
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   22.838 |   24.322 |   22.573 |   24.324 ||   +6.49   -1.16   +6.50
B    |   59.186 |   59.851 |   59.073 |   59.762 ||   +1.12   -0.19   +0.97
C    |   35.784 |   36.061 |   35.609 |   36.136 ||   +0.77   -0.49   +0.99
D    |   12.898 |   17.891 |   12.882 |   17.866 ||  +38.71   -0.12  +38.52
E    |   14.738 |   17.886 |   14.256 |   17.867 ||  +21.36   -3.27  +21.23
F    |   20.850 |   21.932 |   20.755 |   21.823 ||   +5.19   -0.45   +4.67
R1   |   26.136 |   26.268 |   26.121 |   26.176 ||   +0.50   -0.06   +0.15
R2   |   25.331 |   25.446 |   25.380 |   25.330 ||   +0.46   +0.20   -0.00
R3   |   24.843 |   24.967 |   24.885 |   24.838 ||   +0.50   +0.17   -0.02
R4   |   24.555 |   24.672 |   24.600 |   24.539 ||   +0.48   +0.18   -0.06
R6   |   23.975 |   24.092 |   24.039 |   23.973 ||   +0.48   +0.26   -0.01
