GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs da0.s0 at 25 sizes
CLK 1 2.7926 2.7926
RES 1 64 da0.s0 18.3804
RES 1 64 da8.s1 18.3818
RES 1 64 da16.s2 18.3006
RES 1 64 da24.s3 18.3505
RES 1 64 da32.s4 18.3771
RES 1 64 da40.s5 18.3746
RES 1 64 da48.s6 18.3304
RES 1 64 da56.s7 18.3240
RES 1 256 da0.s0 45.6168
RES 1 256 da8.s1 45.5049
RES 1 256 da16.s2 45.4557
RES 1 256 da24.s3 45.5444
RES 1 256 da32.s4 45.4859
RES 1 256 da40.s5 45.4603
RES 1 256 da48.s6 45.4379
RES 1 256 da56.s7 45.4623
RES 1 512 da0.s0 84.5872
RES 1 512 da8.s1 84.7193
RES 1 512 da16.s2 84.4708
RES 1 512 da24.s3 84.5653
RES 1 512 da32.s4 84.5101
RES 1 512 da40.s5 84.5092
RES 1 512 da48.s6 84.5139
RES 1 512 da56.s7 84.6570
RES 1 1024 da0.s0 162.3105
RES 1 1024 da8.s1 162.3447
RES 1 1024 da16.s2 162.1807
RES 1 1024 da24.s3 162.2483
RES 1 1024 da32.s4 162.1998
RES 1 1024 da40.s5 162.2485
RES 1 1024 da48.s6 162.3750
RES 1 1024 da56.s7 162.3780
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs da0.s0 at 25 sizes
CLK 2 2.7927 2.7928
RES 2 64 da0.s0 18.4028
RES 2 64 da8.s1 18.3570
RES 2 64 da16.s2 18.3273
RES 2 64 da24.s3 18.3297
RES 2 64 da32.s4 18.3823
RES 2 64 da40.s5 18.3558
RES 2 64 da48.s6 18.3167
RES 2 64 da56.s7 18.3305
RES 2 256 da0.s0 45.4571
RES 2 256 da8.s1 45.6191
RES 2 256 da16.s2 45.5027
RES 2 256 da24.s3 45.5472
RES 2 256 da32.s4 45.5595
RES 2 256 da40.s5 45.4728
RES 2 256 da48.s6 45.5068
RES 2 256 da56.s7 45.5087
RES 2 512 da0.s0 84.5650
RES 2 512 da8.s1 84.8063
RES 2 512 da16.s2 84.5470
RES 2 512 da24.s3 84.5413
RES 2 512 da32.s4 84.5912
RES 2 512 da40.s5 84.4708
RES 2 512 da48.s6 84.4413
RES 2 512 da56.s7 84.6916
RES 2 1024 da0.s0 162.2799
RES 2 1024 da8.s1 162.5908
RES 2 1024 da16.s2 162.2699
RES 2 1024 da24.s3 162.1546
RES 2 1024 da32.s4 162.2476
RES 2 1024 da40.s5 162.1746
RES 2 1024 da48.s6 162.2877
RES 2 1024 da56.s7 162.5805
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs da0.s0 at 25 sizes
CLK 3 2.7923 2.7925
RES 3 64 da0.s0 18.3767
RES 3 64 da8.s1 18.3722
RES 3 64 da16.s2 18.3272
RES 3 64 da24.s3 18.3498
RES 3 64 da32.s4 18.3787
RES 3 64 da40.s5 18.3721
RES 3 64 da48.s6 18.2970
RES 3 64 da56.s7 18.3273
RES 3 256 da0.s0 45.6039
RES 3 256 da8.s1 45.4821
RES 3 256 da16.s2 45.4738
RES 3 256 da24.s3 45.5180
RES 3 256 da32.s4 45.5133
RES 3 256 da40.s5 45.4539
RES 3 256 da48.s6 45.4259
RES 3 256 da56.s7 45.4739
RES 3 512 da0.s0 84.7004
RES 3 512 da8.s1 84.7404
RES 3 512 da16.s2 84.4454
RES 3 512 da24.s3 84.5881
RES 3 512 da32.s4 84.4221
RES 3 512 da40.s5 84.5613
RES 3 512 da48.s6 84.4564
RES 3 512 da56.s7 84.7414
RES 3 1024 da0.s0 162.2966
RES 3 1024 da8.s1 162.5217
RES 3 1024 da16.s2 161.8403
RES 3 1024 da24.s3 162.2717
RES 3 1024 da32.s4 162.2438
RES 3 1024 da40.s5 162.2348
RES 3 1024 da48.s6 162.2403
RES 3 1024 da56.s7 162.6037
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs da0.s0 at 25 sizes
CLK 4 2.7922 2.7928
RES 4 64 da0.s0 18.3882
RES 4 64 da8.s1 18.3693
RES 4 64 da16.s2 18.3016
RES 4 64 da24.s3 18.3256
RES 4 64 da32.s4 18.3767
RES 4 64 da40.s5 18.3695
RES 4 64 da48.s6 18.3230
RES 4 64 da56.s7 18.3262
RES 4 256 da0.s0 45.5581
RES 4 256 da8.s1 45.4484
RES 4 256 da16.s2 45.5437
RES 4 256 da24.s3 45.5883
RES 4 256 da32.s4 45.5468
RES 4 256 da40.s5 45.4442
RES 4 256 da48.s6 45.5513
RES 4 256 da56.s7 45.4404
RES 4 512 da0.s0 84.6844
RES 4 512 da8.s1 84.7696
RES 4 512 da16.s2 84.4955
RES 4 512 da24.s3 84.6363
RES 4 512 da32.s4 84.5927
RES 4 512 da40.s5 84.4994
RES 4 512 da48.s6 84.5610
RES 4 512 da56.s7 84.7553
RES 4 1024 da0.s0 162.3452
RES 4 1024 da8.s1 162.6242
RES 4 1024 da16.s2 162.2107
RES 4 1024 da24.s3 162.2544
RES 4 1024 da32.s4 162.3728
RES 4 1024 da40.s5 162.0951
RES 4 1024 da48.s6 161.8308
RES 4 1024 da56.s7 162.5389
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs da0.s0 at 25 sizes
CLK 5 2.7928 2.7925
RES 5 64 da0.s0 18.3770
RES 5 64 da8.s1 18.3582
RES 5 64 da16.s2 18.3159
RES 5 64 da24.s3 18.3483
RES 5 64 da32.s4 18.3661
RES 5 64 da40.s5 18.3565
RES 5 64 da48.s6 18.3077
RES 5 64 da56.s7 18.3273
RES 5 256 da0.s0 45.6036
RES 5 256 da8.s1 45.5619
RES 5 256 da16.s2 45.5952
RES 5 256 da24.s3 45.5995
RES 5 256 da32.s4 45.5161
RES 5 256 da40.s5 45.4536
RES 5 256 da48.s6 45.5024
RES 5 256 da56.s7 45.5181
RES 5 512 da0.s0 84.5359
RES 5 512 da8.s1 84.7202
RES 5 512 da16.s2 84.4722
RES 5 512 da24.s3 84.5880
RES 5 512 da32.s4 84.5571
RES 5 512 da40.s5 84.5416
RES 5 512 da48.s6 84.4814
