GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.7926 2.7927
RES 1 64 cn.s0 25.1918
RES 1 64 dn.s1 18.3771
RES 1 64 cn.s2 25.1896
RES 1 64 dn.s3 18.3808
RES 1 64 cn.s4 25.1835
RES 1 64 dn.s5 18.3984
RES 1 64 cn.s6 25.1804
RES 1 64 dn.s7 18.4078
RES 1 256 cn.s0 45.5977
RES 1 256 dn.s1 45.6124
RES 1 256 cn.s2 45.6793
RES 1 256 dn.s3 45.5565
RES 1 256 cn.s4 45.6818
RES 1 256 dn.s5 45.6486
RES 1 256 cn.s6 45.6722
RES 1 256 dn.s7 45.5956
RES 1 512 cn.s0 84.5166
RES 1 512 dn.s1 84.7332
RES 1 512 cn.s2 84.6886
RES 1 512 dn.s3 84.6536
RES 1 512 cn.s4 84.5990
RES 1 512 dn.s5 84.6131
RES 1 512 cn.s6 84.5451
RES 1 512 dn.s7 84.6904
RES 1 1024 cn.s0 162.2170
RES 1 1024 dn.s1 162.3636
RES 1 1024 cn.s2 162.2893
RES 1 1024 dn.s3 162.6431
RES 1 1024 cn.s4 162.1121
RES 1 1024 dn.s5 162.5386
RES 1 1024 cn.s6 162.2437
RES 1 1024 dn.s7 162.5783
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.7926 2.7926
RES 2 64 cn.s0 25.1954
RES 2 64 dn.s1 18.3841
RES 2 64 cn.s2 25.2126
RES 2 64 dn.s3 18.3790
RES 2 64 cn.s4 25.1945
RES 2 64 dn.s5 18.3969
RES 2 64 cn.s6 25.1530
RES 2 64 dn.s7 18.4086
RES 2 256 cn.s0 45.6607
RES 2 256 dn.s1 45.4756
RES 2 256 cn.s2 45.6764
RES 2 256 dn.s3 45.4562
RES 2 256 cn.s4 45.7185
RES 2 256 dn.s5 45.6356
RES 2 256 cn.s6 45.6924
RES 2 256 dn.s7 45.6078
RES 2 512 cn.s0 84.5430
RES 2 512 dn.s1 84.7559
RES 2 512 cn.s2 84.6987
RES 2 512 dn.s3 84.6498
RES 2 512 cn.s4 84.6147
RES 2 512 dn.s5 84.6692
RES 2 512 cn.s6 84.5276
RES 2 512 dn.s7 84.7493
RES 2 1024 cn.s0 162.1516
RES 2 1024 dn.s1 162.4784
RES 2 1024 cn.s2 162.3474
RES 2 1024 dn.s3 162.3794
RES 2 1024 cn.s4 162.2491
RES 2 1024 dn.s5 162.3858
RES 2 1024 cn.s6 162.2444
RES 2 1024 dn.s7 162.4890
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.7928 2.7927
RES 3 64 cn.s0 25.1784
RES 3 64 dn.s1 18.3778
RES 3 64 cn.s2 25.1558
RES 3 64 dn.s3 18.3880
RES 3 64 cn.s4 25.1928
RES 3 64 dn.s5 18.3750
RES 3 64 cn.s6 25.1517
RES 3 64 dn.s7 18.4034
RES 3 256 cn.s0 45.6835
RES 3 256 dn.s1 45.4324
RES 3 256 cn.s2 45.6782
RES 3 256 dn.s3 45.4633
RES 3 256 cn.s4 45.6974
RES 3 256 dn.s5 45.6584
RES 3 256 cn.s6 45.6280
RES 3 256 dn.s7 45.5500
RES 3 512 cn.s0 84.3940
RES 3 512 dn.s1 84.6979
RES 3 512 cn.s2 84.7305
RES 3 512 dn.s3 84.7538
RES 3 512 cn.s4 84.7182
RES 3 512 dn.s5 84.7552
RES 3 512 cn.s6 84.5299
RES 3 512 dn.s7 84.7148
RES 3 1024 cn.s0 162.4009
RES 3 1024 dn.s1 162.5145
RES 3 1024 cn.s2 162.1866
RES 3 1024 dn.s3 162.4608
RES 3 1024 cn.s4 162.3428
RES 3 1024 dn.s5 162.2911
RES 3 1024 cn.s6 162.2337
RES 3 1024 dn.s7 162.3859
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.7929 2.7928
RES 4 64 cn.s0 25.1641
RES 4 64 dn.s1 18.3816
RES 4 64 cn.s2 25.1858
RES 4 64 dn.s3 18.3770
RES 4 64 cn.s4 25.1549
RES 4 64 dn.s5 18.3733
RES 4 64 cn.s6 25.1789
RES 4 64 dn.s7 18.4091
RES 4 256 cn.s0 45.5918
RES 4 256 dn.s1 45.5174
RES 4 256 cn.s2 45.7200
RES 4 256 dn.s3 45.4767
RES 4 256 cn.s4 45.6194
RES 4 256 dn.s5 45.6299
RES 4 256 cn.s6 45.5867
RES 4 256 dn.s7 45.4876
RES 4 512 cn.s0 84.5609
RES 4 512 dn.s1 84.6222
RES 4 512 cn.s2 84.5461
RES 4 512 dn.s3 84.7504
RES 4 512 cn.s4 84.7010
RES 4 512 dn.s5 84.7617
RES 4 512 cn.s6 84.5601
RES 4 512 dn.s7 84.6236
RES 4 1024 cn.s0 162.2876
RES 4 1024 dn.s1 162.3758
RES 4 1024 cn.s2 162.2569
RES 4 1024 dn.s3 162.3638
RES 4 1024 cn.s4 162.1452
RES 4 1024 dn.s5 162.3029
RES 4 1024 cn.s6 162.1444
RES 4 1024 dn.s7 162.5242
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 5 2.7924 2.7928
RES 5 64 cn.s0 25.1695
RES 5 64 dn.s1 18.3766
RES 5 64 cn.s2 25.1808
RES 5 64 dn.s3 18.3834
RES 5 64 cn.s4 25.1647
RES 5 64 dn.s5 18.3749
RES 5 64 cn.s6 25.1619
RES 5 64 dn.s7 18.3951
RES 5 256 cn.s0 45.7482
RES 5 256 dn.s1 45.5092
RES 5 256 cn.s2 45.5622
RES 5 256 dn.s3 45.5459
RES 5 256 cn.s4 45.6103
RES 5 256 dn.s5 45.6027
RES 5 256 cn.s6 45.6917
RES 5 256 dn.s7 45.5797
RES 5 512 cn.s0 84.5771
RES 5 512 dn.s1 84.7598
RES 5 512 cn.s2 84.5512
RES 5 512 dn.s3 84.7006
RES 5 512 cn.s4 84.7180
RES 5 512 dn.s5 84.5671
RES 5 512 cn.s6 84.5387
RES 5 512 dn.s7 84.8435
RES 5 1024 cn.s0 162.2706
RES 5 1024 dn.s1 162.2909
RES 5 1024 cn.s2 162.1297
RES 5 1024 dn.s3 162.5094
RES 5 1024 cn.s4 162.4687
RES 5 1024 dn.s5 162.3127
RES 5 1024 cn.s6 162.2108
RES 5 1024 dn.s7 162.3607
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 6 2.7924 2.7932
RES 6 64 cn.s0 25.1806
RES 6 64 dn.s1 18.3939
RES 6 64 cn.s2 25.1516
RES 6 64 dn.s3 18.3800
RES 6 64 cn.s4 25.1856
RES 6 64 dn.s5 18.3761
RES 6 64 cn.s6 25.1477
RES 6 64 dn.s7 18.3962
RES 6 256 cn.s0 45.6934
RES 6 256 dn.s1 45.5116
RES 6 256 cn.s2 45.6166
RES 6 256 dn.s3 45.5344
RES 6 256 cn.s4 45.8009
RES 6 256 dn.s5 45.6921
RES 6 256 cn.s6 45.6430
RES 6 256 dn.s7 45.5622
RES 6 512 cn.s0 84.5203
RES 6 512 dn.s1 84.6623
RES 6 512 cn.s2 84.6440
RES 6 512 dn.s3 84.5261
RES 6 512 cn.s4 84.5998
RES 6 512 dn.s5 84.6469
RES 6 512 cn.s6 84.5785
RES 6 512 dn.s7 84.6291
RES 6 1024 cn.s0 162.2827
RES 6 1024 dn.s1 162.4156
RES 6 1024 cn.s2 162.2152
RES 6 1024 dn.s3 162.3597
RES 6 1024 cn.s4 162.3198
RES 6 1024 dn.s5 162.2312
RES 6 1024 cn.s6 162.2647
RES 6 1024 dn.s7 162.6436
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 7 2.7925 2.7927
RES 7 64 cn.s0 25.1589
RES 7 64 dn.s1 18.4006
RES 7 64 cn.s2 25.1700
RES 7 64 dn.s3 18.3900
RES 7 64 cn.s4 25.1940
RES 7 64 dn.s5 18.3832
RES 7 64 cn.s6 25.1782
RES 7 64 dn.s7 18.3970
RES 7 256 cn.s0 45.7651
RES 7 256 dn.s1 45.4781
RES 7 256 cn.s2 45.7250
RES 7 256 dn.s3 45.4309
RES 7 256 cn.s4 45.7335
RES 7 256 dn.s5 45.6410
RES 7 256 cn.s6 45.6344
RES 7 256 dn.s7 45.4959
RES 7 512 cn.s0 84.5456
RES 7 512 dn.s1 84.6545
RES 7 512 cn.s2 84.5860
RES 7 512 dn.s3 84.6784
RES 7 512 cn.s4 84.6994
RES 7 512 dn.s5 84.6919
RES 7 512 cn.s6 84.5416
RES 7 512 dn.s7 84.4932
RES 7 1024 cn.s0 162.2339
