GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.7923 2.7924
RES 1 64 cn.s0 25.1584
RES 1 64 dn.s1 18.3733
RES 1 64 cn.s2 25.2216
RES 1 64 dn.s3 18.3847
RES 1 64 cn.s4 25.1516
RES 1 64 dn.s5 18.3703
RES 1 64 cn.s6 25.1838
RES 1 64 dn.s7 18.4044
RES 1 256 cn.s0 45.7086
RES 1 256 dn.s1 45.5438
RES 1 256 cn.s2 45.6283
RES 1 256 dn.s3 45.4695
RES 1 256 cn.s4 45.7713
RES 1 256 dn.s5 45.5794
RES 1 256 cn.s6 45.6975
RES 1 256 dn.s7 45.5645
RES 1 512 cn.s0 84.7827
RES 1 512 dn.s1 84.6479
RES 1 512 cn.s2 84.6113
RES 1 512 dn.s3 84.6374
RES 1 512 cn.s4 84.6727
RES 1 512 dn.s5 84.5728
RES 1 512 cn.s6 84.6633
RES 1 512 dn.s7 84.6313
RES 1 1024 cn.s0 162.4005
RES 1 1024 dn.s1 162.2793
RES 1 1024 cn.s2 162.2593
RES 1 1024 dn.s3 162.4134
RES 1 1024 cn.s4 162.4916
RES 1 1024 dn.s5 162.1862
RES 1 1024 cn.s6 162.3016
RES 1 1024 dn.s7 162.3076
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.7927 2.7927
RES 2 64 cn.s0 25.1549
RES 2 64 dn.s1 18.3826
RES 2 64 cn.s2 25.2064
RES 2 64 dn.s3 18.3816
RES 2 64 cn.s4 25.1493
RES 2 64 dn.s5 18.3777
RES 2 64 cn.s6 25.1568
RES 2 64 dn.s7 18.4013
RES 2 256 cn.s0 45.6917
RES 2 256 dn.s1 45.5510
RES 2 256 cn.s2 45.6595
RES 2 256 dn.s3 45.4619
RES 2 256 cn.s4 45.5906
RES 2 256 dn.s5 45.5497
RES 2 256 cn.s6 45.7618
RES 2 256 dn.s7 45.4898
RES 2 512 cn.s0 84.6396
RES 2 512 dn.s1 84.5568
RES 2 512 cn.s2 84.6034
