GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 1 2.7901 2.7914
RES 1 64 ca0.s0 25.1656
RES 1 64 ca8.s1 25.1717
RES 1 64 ca16.s2 25.1878
RES 1 64 ca24.s3 25.1519
RES 1 64 ca32.s4 25.2057
RES 1 64 ca40.s5 25.1520
RES 1 64 ca48.s6 25.1603
RES 1 64 ca56.s7 25.1594
RES 1 256 ca0.s0 45.5656
RES 1 256 ca8.s1 45.4204
RES 1 256 ca16.s2 45.6496
RES 1 256 ca24.s3 45.6537
RES 1 256 ca32.s4 45.7386
RES 1 256 ca40.s5 45.6982
RES 1 256 ca48.s6 45.5726
RES 1 256 ca56.s7 45.6742
RES 1 512 ca0.s0 84.6839
RES 1 512 ca8.s1 84.5756
RES 1 512 ca16.s2 84.7648
RES 1 512 ca24.s3 84.5590
RES 1 512 ca32.s4 84.9658
RES 1 512 ca40.s5 84.6409
RES 1 512 ca48.s6 84.5450
RES 1 512 ca56.s7 84.7563
RES 1 1024 ca0.s0 162.3574
RES 1 1024 ca8.s1 162.3716
RES 1 1024 ca16.s2 162.1049
RES 1 1024 ca24.s3 162.2554
RES 1 1024 ca32.s4 162.3978
RES 1 1024 ca40.s5 162.2240
RES 1 1024 ca48.s6 162.0800
RES 1 1024 ca56.s7 162.4370
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 2 2.7916 2.7915
RES 2 64 ca0.s0 25.1499
RES 2 64 ca8.s1 25.1972
RES 2 64 ca16.s2 25.1744
RES 2 64 ca24.s3 25.1700
RES 2 64 ca32.s4 25.1544
RES 2 64 ca40.s5 25.1457
RES 2 64 ca48.s6 25.1609
RES 2 64 ca56.s7 25.1849
RES 2 256 ca0.s0 45.5910
RES 2 256 ca8.s1 45.5019
RES 2 256 ca16.s2 45.6599
RES 2 256 ca24.s3 45.5255
RES 2 256 ca32.s4 45.6763
RES 2 256 ca40.s5 45.7437
RES 2 256 ca48.s6 45.6317
RES 2 256 ca56.s7 45.4854
RES 2 512 ca0.s0 84.6142
RES 2 512 ca8.s1 84.7464
RES 2 512 ca16.s2 84.5676
RES 2 512 ca24.s3 84.5617
RES 2 512 ca32.s4 84.8678
RES 2 512 ca40.s5 84.4741
RES 2 512 ca48.s6 84.5553
RES 2 512 ca56.s7 84.7479
RES 2 1024 ca0.s0 162.3262
RES 2 1024 ca8.s1 162.4688
RES 2 1024 ca16.s2 162.3456
RES 2 1024 ca24.s3 162.2468
RES 2 1024 ca32.s4 162.5306
RES 2 1024 ca40.s5 162.4077
RES 2 1024 ca48.s6 162.1096
RES 2 1024 ca56.s7 162.4743
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 3 2.7919 2.7917
RES 3 64 ca0.s0 25.1781
RES 3 64 ca8.s1 25.1599
RES 3 64 ca16.s2 25.1641
RES 3 64 ca24.s3 25.1605
RES 3 64 ca32.s4 25.1608
RES 3 64 ca40.s5 25.1420
RES 3 64 ca48.s6 25.1523
RES 3 64 ca56.s7 25.2153
RES 3 256 ca0.s0 45.6616
RES 3 256 ca8.s1 45.4726
RES 3 256 ca16.s2 45.7286
RES 3 256 ca24.s3 45.6627
RES 3 256 ca32.s4 45.7348
RES 3 256 ca40.s5 45.7424
RES 3 256 ca48.s6 45.6822
RES 3 256 ca56.s7 45.5456
RES 3 512 ca0.s0 84.5466
RES 3 512 ca8.s1 84.6160
RES 3 512 ca16.s2 84.5581
RES 3 512 ca24.s3 84.6680
RES 3 512 ca32.s4 84.7083
RES 3 512 ca40.s5 84.5666
RES 3 512 ca48.s6 84.5996
RES 3 512 ca56.s7 84.6760
RES 3 1024 ca0.s0 162.3025
RES 3 1024 ca8.s1 162.2814
RES 3 1024 ca16.s2 162.5085
RES 3 1024 ca24.s3 162.3504
RES 3 1024 ca32.s4 162.4500
RES 3 1024 ca40.s5 162.2559
RES 3 1024 ca48.s6 162.1865
RES 3 1024 ca56.s7 162.3847
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 4 2.7917 2.7900
RES 4 64 ca0.s0 25.1666
RES 4 64 ca8.s1 25.1674
RES 4 64 ca16.s2 25.1669
RES 4 64 ca24.s3 25.1597
RES 4 64 ca32.s4 25.1534
RES 4 64 ca40.s5 25.1592
RES 4 64 ca48.s6 25.1488
RES 4 64 ca56.s7 25.1774
RES 4 256 ca0.s0 45.5723
RES 4 256 ca8.s1 45.4241
RES 4 256 ca16.s2 45.6695
RES 4 256 ca24.s3 45.7423
RES 4 256 ca32.s4 45.6716
RES 4 256 ca40.s5 45.7109
RES 4 256 ca48.s6 45.5790
RES 4 256 ca56.s7 45.5779
RES 4 512 ca0.s0 84.5943
RES 4 512 ca8.s1 84.7168
RES 4 512 ca16.s2 84.5643
RES 4 512 ca24.s3 84.6766
RES 4 512 ca32.s4 84.7455
RES 4 512 ca40.s5 84.6768
RES 4 512 ca48.s6 84.4819
RES 4 512 ca56.s7 84.5298
RES 4 1024 ca0.s0 162.3792
RES 4 1024 ca8.s1 162.4760
RES 4 1024 ca16.s2 162.2814
RES 4 1024 ca24.s3 162.3787
RES 4 1024 ca32.s4 162.5544
RES 4 1024 ca40.s5 162.2969
RES 4 1024 ca48.s6 162.1092
RES 4 1024 ca56.s7 162.2684
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 5 2.7899 2.7913
RES 5 64 ca0.s0 25.1958
RES 5 64 ca8.s1 25.1796
RES 5 64 ca16.s2 25.2029
RES 5 64 ca24.s3 25.1624
RES 5 64 ca32.s4 25.1658
RES 5 64 ca40.s5 25.1625
RES 5 64 ca48.s6 25.1761
RES 5 64 ca56.s7 25.1892
RES 5 256 ca0.s0 45.6333
RES 5 256 ca8.s1 45.4873
RES 5 256 ca16.s2 45.6897
RES 5 256 ca24.s3 45.5038
RES 5 256 ca32.s4 45.6509
RES 5 256 ca40.s5 45.6899
RES 5 256 ca48.s6 45.6214
RES 5 256 ca56.s7 45.6867
RES 5 512 ca0.s0 84.6649
RES 5 512 ca8.s1 84.7209
RES 5 512 ca16.s2 84.6775
RES 5 512 ca24.s3 84.5836
RES 5 512 ca32.s4 84.8434
RES 5 512 ca40.s5 84.6169
RES 5 512 ca48.s6 84.4864
RES 5 512 ca56.s7 84.6573
RES 5 1024 ca0.s0 162.5142
RES 5 1024 ca8.s1 162.5199
RES 5 1024 ca16.s2 162.3889
RES 5 1024 ca24.s3 162.4891
RES 5 1024 ca32.s4 162.6817
RES 5 1024 ca40.s5 162.4194
RES 5 1024 ca48.s6 162.2634
RES 5 1024 ca56.s7 162.5874
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 6 2.7899 2.7902
RES 6 64 ca0.s0 25.1438
RES 6 64 ca8.s1 25.1693
RES 6 64 ca16.s2 25.1822
RES 6 64 ca24.s3 25.1486
RES 6 64 ca32.s4 25.1706
RES 6 64 ca40.s5 25.1470
RES 6 64 ca48.s6 25.1685
RES 6 64 ca56.s7 25.1986
RES 6 256 ca0.s0 45.6358
RES 6 256 ca8.s1 45.4331
RES 6 256 ca16.s2 45.6769
RES 6 256 ca24.s3 45.6301
RES 6 256 ca32.s4 45.6726
RES 6 256 ca40.s5 45.6460
RES 6 256 ca48.s6 45.5711
RES 6 256 ca56.s7 45.6508
RES 6 512 ca0.s0 84.6634
RES 6 512 ca8.s1 84.7072
RES 6 512 ca16.s2 84.6942
RES 6 512 ca24.s3 84.5637
RES 6 512 ca32.s4 84.8472
RES 6 512 ca40.s5 84.5756
RES 6 512 ca48.s6 84.5152
RES 6 512 ca56.s7 84.6530
RES 6 1024 ca0.s0 162.4326
RES 6 1024 ca8.s1 162.4385
RES 6 1024 ca16.s2 162.4665
RES 6 1024 ca24.s3 162.2072
RES 6 1024 ca32.s4 162.6638
RES 6 1024 ca40.s5 162.2678
RES 6 1024 ca48.s6 162.1759
RES 6 1024 ca56.s7 162.4423
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 7 2.7901 2.7910
RES 7 64 ca0.s0 25.1877
RES 7 64 ca8.s1 25.1607
RES 7 64 ca16.s2 25.1978
RES 7 64 ca24.s3 25.1614
RES 7 64 ca32.s4 25.1795
RES 7 64 ca40.s5 25.1610
RES 7 64 ca48.s6 25.1580
RES 7 64 ca56.s7 25.1972
RES 7 256 ca0.s0 45.6176
RES 7 256 ca8.s1 45.5172
RES 7 256 ca16.s2 45.6377
RES 7 256 ca24.s3 45.7031
RES 7 256 ca32.s4 45.6668
RES 7 256 ca40.s5 45.7370
RES 7 256 ca48.s6 45.6404
RES 7 256 ca56.s7 45.6172
RES 7 512 ca0.s0 84.6108
RES 7 512 ca8.s1 84.6401
RES 7 512 ca16.s2 84.6101
RES 7 512 ca24.s3 84.5339
RES 7 512 ca32.s4 84.8675
RES 7 512 ca40.s5 84.5937
RES 7 512 ca48.s6 84.4831
RES 7 512 ca56.s7 84.7322
RES 7 1024 ca0.s0 162.4992
RES 7 1024 ca8.s1 162.5125
RES 7 1024 ca16.s2 162.5044
RES 7 1024 ca24.s3 162.3264
RES 7 1024 ca32.s4 162.5896
RES 7 1024 ca40.s5 162.3600
RES 7 1024 ca48.s6 162.1737
RES 7 1024 ca56.s7 162.3205
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 8 2.7905 2.7910
RES 8 64 ca0.s0 25.1618
RES 8 64 ca8.s1 25.1524
RES 8 64 ca16.s2 25.1551
RES 8 64 ca24.s3 25.1739
RES 8 64 ca32.s4 25.1703
RES 8 64 ca40.s5 25.1489
RES 8 64 ca48.s6 25.1533
RES 8 64 ca56.s7 25.1726
RES 8 256 ca0.s0 45.6527
RES 8 256 ca8.s1 45.4902
RES 8 256 ca16.s2 45.6542
RES 8 256 ca24.s3 45.7036
RES 8 256 ca32.s4 45.7634
RES 8 256 ca40.s5 45.7415
RES 8 256 ca48.s6 45.6378
RES 8 256 ca56.s7 45.6741
RES 8 512 ca0.s0 84.7731
RES 8 512 ca8.s1 84.7627
RES 8 512 ca16.s2 84.5764
RES 8 512 ca24.s3 84.6604
RES 8 512 ca32.s4 84.8361
RES 8 512 ca40.s5 84.6927
RES 8 512 ca48.s6 84.5746
RES 8 512 ca56.s7 84.7679
RES 8 1024 ca0.s0 162.4777
RES 8 1024 ca8.s1 162.5324
RES 8 1024 ca16.s2 162.3554
RES 8 1024 ca24.s3 162.4668
RES 8 1024 ca32.s4 162.7261
RES 8 1024 ca40.s5 162.4001
RES 8 1024 ca48.s6 162.3386
RES 8 1024 ca56.s7 162.4301
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 9 2.7906 2.7909
RES 9 64 ca0.s0 25.1667
RES 9 64 ca8.s1 25.1690
RES 9 64 ca16.s2 25.1771
RES 9 64 ca24.s3 25.1671
RES 9 64 ca32.s4 25.1716
RES 9 64 ca40.s5 25.1508
RES 9 64 ca48.s6 25.1500
RES 9 64 ca56.s7 25.1938
RES 9 256 ca0.s0 45.5812
RES 9 256 ca8.s1 45.5387
RES 9 256 ca16.s2 45.7019
RES 9 256 ca24.s3 45.5806
RES 9 256 ca32.s4 45.7821
RES 9 256 ca40.s5 45.7198
RES 9 256 ca48.s6 45.6860
RES 9 256 ca56.s7 45.5220
RES 9 512 ca0.s0 84.7244
RES 9 512 ca8.s1 84.7420
RES 9 512 ca16.s2 84.5918
RES 9 512 ca24.s3 84.5750
RES 9 512 ca32.s4 84.8672
RES 9 512 ca40.s5 84.5855
RES 9 512 ca48.s6 84.4671
RES 9 512 ca56.s7 84.7174
RES 9 1024 ca0.s0 162.3823
RES 9 1024 ca8.s1 162.4911
RES 9 1024 ca16.s2 162.3515
RES 9 1024 ca24.s3 162.1704
RES 9 1024 ca32.s4 162.5940
RES 9 1024 ca40.s5 162.3885
RES 9 1024 ca48.s6 162.2008
RES 9 1024 ca56.s7 162.5273
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 10 2.7916 2.7921
RES 10 64 ca0.s0 25.1613
RES 10 64 ca8.s1 25.1780
RES 10 64 ca16.s2 25.1721
RES 10 64 ca24.s3 25.1450
RES 10 64 ca32.s4 25.1852
RES 10 64 ca40.s5 25.1492
RES 10 64 ca48.s6 25.1491
RES 10 64 ca56.s7 25.1840
RES 10 256 ca0.s0 45.6635
RES 10 256 ca8.s1 45.4888
RES 10 256 ca16.s2 45.6606
RES 10 256 ca24.s3 45.5214
RES 10 256 ca32.s4 45.7006
RES 10 256 ca40.s5 45.7327
RES 10 256 ca48.s6 45.6188
RES 10 256 ca56.s7 45.6992
RES 10 512 ca0.s0 84.7507
RES 10 512 ca8.s1 84.8330
RES 10 512 ca16.s2 84.7366
RES 10 512 ca24.s3 84.5156
RES 10 512 ca32.s4 84.8651
RES 10 512 ca40.s5 84.6911
RES 10 512 ca48.s6 84.4625
RES 10 512 ca56.s7 84.6749
RES 10 1024 ca0.s0 162.2796
RES 10 1024 ca8.s1 162.1830
RES 10 1024 ca16.s2 162.5218
RES 10 1024 ca24.s3 162.1579
RES 10 1024 ca32.s4 162.6684
RES 10 1024 ca40.s5 162.1089
RES 10 1024 ca48.s6 162.1061
RES 10 1024 ca56.s7 162.3896
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 11 2.7920 2.7920
RES 11 64 ca0.s0 25.1727
RES 11 64 ca8.s1 25.1457
RES 11 64 ca16.s2 25.1896
RES 11 64 ca24.s3 25.1529
RES 11 64 ca32.s4 25.1677
RES 11 64 ca40.s5 25.1485
RES 11 64 ca48.s6 25.1606
RES 11 64 ca56.s7 25.2316
RES 11 256 ca0.s0 45.6444
RES 11 256 ca8.s1 45.4250
RES 11 256 ca16.s2 45.6920
RES 11 256 ca24.s3 45.6774
RES 11 256 ca32.s4 45.7488
RES 11 256 ca40.s5 45.7020
RES 11 256 ca48.s6 45.6590
RES 11 256 ca56.s7 45.6262
RES 11 512 ca0.s0 84.6411
RES 11 512 ca8.s1 84.5559
RES 11 512 ca16.s2 84.5744
RES 11 512 ca24.s3 84.5487
RES 11 512 ca32.s4 84.7480
RES 11 512 ca40.s5 84.5558
RES 11 512 ca48.s6 84.5756
RES 11 512 ca56.s7 84.7089
RES 11 1024 ca0.s0 162.3192
RES 11 1024 ca8.s1 162.4826
RES 11 1024 ca16.s2 162.3044
RES 11 1024 ca24.s3 162.2556
RES 11 1024 ca32.s4 162.4902
RES 11 1024 ca40.s5 162.3258
RES 11 1024 ca48.s6 162.1566
RES 11 1024 ca56.s7 162.6534
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 12 2.7917 2.7922
RES 12 64 ca0.s0 25.2060
RES 12 64 ca8.s1 25.1871
RES 12 64 ca16.s2 25.1889
RES 12 64 ca24.s3 25.1554
RES 12 64 ca32.s4 25.2197
RES 12 64 ca40.s5 25.1481
RES 12 64 ca48.s6 25.1657
RES 12 64 ca56.s7 25.1827
RES 12 256 ca0.s0 45.6940
RES 12 256 ca8.s1 45.4859
