GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 1 2.7922 2.7927
RES 1 64 dn.s0 18.3129
RES 1 64 dn.s1 18.3765
RES 1 64 cn.s2 25.1712
RES 1 64 cn.s3 25.1420
RES 1 64 dn.s4 18.3195
RES 1 64 dn.s5 18.3825
RES 1 64 cn.s6 25.1862
RES 1 64 cn.s7 25.1850
RES 1 256 dn.s0 45.5595
RES 1 256 dn.s1 45.4913
RES 1 256 cn.s2 45.5894
RES 1 256 cn.s3 45.6512
RES 1 256 dn.s4 45.6660
RES 1 256 dn.s5 45.5610
RES 1 256 cn.s6 45.6024
RES 1 256 cn.s7 45.6301
RES 1 512 dn.s0 84.6810
RES 1 512 dn.s1 84.6539
RES 1 512 cn.s2 84.6626
RES 1 512 cn.s3 84.8314
RES 1 512 dn.s4 84.6791
RES 1 512 dn.s5 84.5726
RES 1 512 cn.s6 84.5866
RES 1 512 cn.s7 84.6839
RES 1 1024 dn.s0 162.4157
RES 1 1024 dn.s1 162.4193
RES 1 1024 cn.s2 162.2493
RES 1 1024 cn.s3 162.0990
RES 1 1024 dn.s4 162.3571
RES 1 1024 dn.s5 162.2824
RES 1 1024 cn.s6 162.4793
RES 1 1024 cn.s7 162.3361
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 2 2.7922 2.7925
RES 2 64 dn.s0 18.3051
RES 2 64 dn.s1 18.3975
RES 2 64 cn.s2 25.1747
RES 2 64 cn.s3 25.1413
RES 2 64 dn.s4 18.3014
RES 2 64 dn.s5 18.3839
RES 2 64 cn.s6 25.1804
RES 2 64 cn.s7 25.1505
RES 2 256 dn.s0 45.6842
RES 2 256 dn.s1 45.4180
RES 2 256 cn.s2 45.6690
RES 2 256 cn.s3 45.6730
RES 2 256 dn.s4 45.5902
RES 2 256 dn.s5 45.5068
RES 2 256 cn.s6 45.6981
RES 2 256 cn.s7 45.5693
RES 2 512 dn.s0 84.5792
RES 2 512 dn.s1 84.7076
RES 2 512 cn.s2 84.5595
RES 2 512 cn.s3 84.6741
RES 2 512 dn.s4 84.6043
RES 2 512 dn.s5 84.5742
RES 2 512 cn.s6 84.6371
RES 2 512 cn.s7 84.5927
RES 2 1024 dn.s0 162.0231
RES 2 1024 dn.s1 162.5602
RES 2 1024 cn.s2 162.4640
RES 2 1024 cn.s3 162.4536
RES 2 1024 dn.s4 162.5157
RES 2 1024 dn.s5 162.2452
RES 2 1024 cn.s6 162.2889
RES 2 1024 cn.s7 162.5745
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 3 2.7921 2.7925
RES 3 64 dn.s0 18.3229
RES 3 64 dn.s1 18.3818
RES 3 64 cn.s2 25.1718
RES 3 64 cn.s3 25.1670
RES 3 64 dn.s4 18.2988
RES 3 64 dn.s5 18.3747
RES 3 64 cn.s6 25.1663
RES 3 64 cn.s7 25.1583
RES 3 256 dn.s0 45.6991
RES 3 256 dn.s1 45.5902
RES 3 256 cn.s2 45.6321
RES 3 256 cn.s3 45.6155
RES 3 256 dn.s4 45.5419
RES 3 256 dn.s5 45.5259
RES 3 256 cn.s6 45.5754
RES 3 256 cn.s7 45.6871
RES 3 512 dn.s0 84.6814
RES 3 512 dn.s1 84.6436
RES 3 512 cn.s2 84.5695
RES 3 512 cn.s3 84.6881
RES 3 512 dn.s4 84.6381
RES 3 512 dn.s5 84.6009
RES 3 512 cn.s6 84.6487
RES 3 512 cn.s7 84.4943
RES 3 1024 dn.s0 162.3598
RES 3 1024 dn.s1 162.5098
RES 3 1024 cn.s2 162.2446
RES 3 1024 cn.s3 161.8198
RES 3 1024 dn.s4 162.4150
RES 3 1024 dn.s5 162.2796
RES 3 1024 cn.s6 162.2834
RES 3 1024 cn.s7 162.3540
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 4 2.7924 2.7924
