GATE PASS (0 failures) -- compared plaintext(4096 B buffer), Xi, ivec and return value of all 8 symbols against B_5500b7e6 at all 8 sizes
CLK 1 3.2906 3.2899
RES 1 16 A_awslc 21.8267
RES 1 16 B_5500b7e6 20.8398
RES 1 16 C_91b1ce25 19.6593
RES 1 16 D_fused 10.5808
RES 1 16 aaA 21.8092
RES 1 16 aaB 20.8462
RES 1 16 aaC 19.6595
RES 1 16 aaD 10.5810
RES 1 32 A_awslc 21.8448
RES 1 32 B_5500b7e6 20.8560
RES 1 32 C_91b1ce25 19.6794
RES 1 32 D_fused 11.2190
RES 1 32 aaA 21.6565
RES 1 32 aaB 20.8654
RES 1 32 aaC 19.6786
RES 1 32 aaD 11.2189
RES 1 64 A_awslc 22.6610
RES 1 64 B_5500b7e6 22.0640
RES 1 64 C_91b1ce25 21.0013
RES 1 64 D_fused 14.4553
RES 1 64 aaA 22.6550
RES 1 64 aaB 22.0698
RES 1 64 aaC 21.0003
RES 1 64 aaD 14.4541
RES 1 128 A_awslc 26.5188
RES 1 128 B_5500b7e6 25.9418
RES 1 128 C_91b1ce25 21.4742
RES 1 128 D_fused 21.4790
RES 1 128 aaA 26.5147
RES 1 128 aaB 25.9417
RES 1 128 aaC 21.4706
RES 1 128 aaD 21.4795
RES 1 256 A_awslc 44.4676
RES 1 256 B_5500b7e6 44.2810
RES 1 256 C_91b1ce25 38.2018
RES 1 256 D_fused 38.2026
RES 1 256 aaA 44.4735
RES 1 256 aaB 44.3140
RES 1 256 aaC 38.2004
RES 1 256 aaD 38.1963
RES 1 512 A_awslc 78.5717
RES 1 512 B_5500b7e6 78.4646
RES 1 512 C_91b1ce25 70.8250
RES 1 512 D_fused 71.1561
RES 1 512 aaA 78.4748
RES 1 512 aaB 78.3203
RES 1 512 aaC 71.1365
RES 1 512 aaD 71.1601
RES 1 1024 A_awslc 146.6740
RES 1 1024 B_5500b7e6 146.5939
RES 1 1024 C_91b1ce25 138.4950
RES 1 1024 D_fused 138.5234
RES 1 1024 aaA 146.7006
RES 1 1024 aaB 146.7284
RES 1 1024 aaC 138.5377
RES 1 1024 aaD 138.5027
RES 1 4096 A_awslc 554.3323
