GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 3.2900 3.2898
RES 1 64 cn.s0 21.0138
RES 1 64 cn.s1 21.0085
RES 1 64 cn.s2 21.0140
RES 1 64 cn.s3 21.0096
RES 1 64 dn.s4 14.5455
RES 1 64 dn.s5 14.5049
RES 1 64 dn.s6 14.5498
RES 1 64 dn.s7 14.5034
RES 1 256 cn.s0 38.2780
RES 1 256 cn.s1 38.2791
RES 1 256 cn.s2 38.2780
RES 1 256 cn.s3 38.2813
RES 1 256 dn.s4 38.2785
RES 1 256 dn.s5 38.2680
RES 1 256 dn.s6 38.2748
RES 1 256 dn.s7 38.2678
RES 1 512 cn.s0 71.1934
RES 1 512 cn.s1 71.2989
RES 1 512 cn.s2 71.2943
RES 1 512 cn.s3 71.2956
RES 1 512 dn.s4 71.3250
RES 1 512 dn.s5 71.2726
RES 1 512 dn.s6 71.3164
RES 1 512 dn.s7 71.2652
RES 1 1024 cn.s0 138.7641
RES 1 1024 cn.s1 138.7072
RES 1 1024 cn.s2 138.7636
RES 1 1024 cn.s3 138.7107
RES 1 1024 dn.s4 138.7830
RES 1 1024 dn.s5 138.7519
RES 1 1024 dn.s6 138.7784
RES 1 1024 dn.s7 138.7553
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 3.2903 3.2900
RES 2 64 cn.s0 21.0088
RES 2 64 cn.s1 21.0121
RES 2 64 cn.s2 21.0121
RES 2 64 cn.s3 21.0098
RES 2 64 dn.s4 14.5461
RES 2 64 dn.s5 14.5012
RES 2 64 dn.s6 14.5468
RES 2 64 dn.s7 14.5044
RES 2 256 cn.s0 38.2723
RES 2 256 cn.s1 38.2793
RES 2 256 cn.s2 38.2686
RES 2 256 cn.s3 38.2777
RES 2 256 dn.s4 38.2773
RES 2 256 dn.s5 38.2679
RES 2 256 dn.s6 38.2791
RES 2 256 dn.s7 38.2671
RES 2 512 cn.s0 71.2505
RES 2 512 cn.s1 71.2955
RES 2 512 cn.s2 71.2454
RES 2 512 cn.s3 71.3016
RES 2 512 dn.s4 71.3420
RES 2 512 dn.s5 71.2698
RES 2 512 dn.s6 71.3178
RES 2 512 dn.s7 71.2721
RES 2 1024 cn.s0 138.7642
RES 2 1024 cn.s1 138.7171
RES 2 1024 cn.s2 138.7430
RES 2 1024 cn.s3 138.7221
RES 2 1024 dn.s4 138.7866
RES 2 1024 dn.s5 138.7242
RES 2 1024 dn.s6 138.7902
RES 2 1024 dn.s7 138.7485
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 3.2899 3.2903
RES 3 64 cn.s0 21.0133
RES 3 64 cn.s1 21.0124
RES 3 64 cn.s2 21.0138
RES 3 64 cn.s3 21.0128
RES 3 64 dn.s4 14.5465
RES 3 64 dn.s5 14.4806
RES 3 64 dn.s6 14.5079
RES 3 64 dn.s7 14.5048
RES 3 256 cn.s0 38.2784
RES 3 256 cn.s1 38.2822
RES 3 256 cn.s2 38.2757
RES 3 256 cn.s3 38.2810
RES 3 256 dn.s4 38.2746
RES 3 256 dn.s5 38.2713
RES 3 256 dn.s6 38.2706
RES 3 256 dn.s7 38.2712
RES 3 512 cn.s0 71.2972
RES 3 512 cn.s1 71.2926
RES 3 512 cn.s2 71.2508
RES 3 512 cn.s3 71.2963
RES 3 512 dn.s4 71.3209
RES 3 512 dn.s5 71.2677
RES 3 512 dn.s6 71.2686
RES 3 512 dn.s7 71.2784
RES 3 1024 cn.s0 138.7727
RES 3 1024 cn.s1 138.7168
RES 3 1024 cn.s2 138.7445
RES 3 1024 cn.s3 138.7068
RES 3 1024 dn.s4 138.7848
RES 3 1024 dn.s5 138.7572
RES 3 1024 dn.s6 138.7796
RES 3 1024 dn.s7 138.7491
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 3.2902 3.2907
RES 4 64 cn.s0 21.0103
RES 4 64 cn.s1 21.0100
RES 4 64 cn.s2 21.0107
RES 4 64 cn.s3 21.0129
RES 4 64 dn.s4 14.5068
RES 4 64 dn.s5 14.5026
RES 4 64 dn.s6 14.5452
RES 4 64 dn.s7 14.5013
RES 4 256 cn.s0 38.2712
RES 4 256 cn.s1 38.2822
RES 4 256 cn.s2 38.2719
RES 4 256 cn.s3 38.2775
RES 4 256 dn.s4 38.2680
RES 4 256 dn.s5 38.2703
RES 4 256 dn.s6 38.2667
RES 4 256 dn.s7 38.2726
RES 4 512 cn.s0 71.2472
RES 4 512 cn.s1 71.2516
RES 4 512 cn.s2 71.2512
RES 4 512 cn.s3 71.2946
RES 4 512 dn.s4 71.2738
RES 4 512 dn.s5 71.2706
RES 4 512 dn.s6 71.2631
RES 4 512 dn.s7 71.2677
RES 4 1024 cn.s0 138.7491
RES 4 1024 cn.s1 138.7697
RES 4 1024 cn.s2 138.7476
RES 4 1024 cn.s3 138.7650
RES 4 1024 dn.s4 138.7627
RES 4 1024 dn.s5 138.7599
RES 4 1024 dn.s6 138.7698
RES 4 1024 dn.s7 138.7210
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 5 3.2900 3.2900
RES 5 64 cn.s0 21.0141
RES 5 64 cn.s1 21.0110
RES 5 64 cn.s2 21.0155
RES 5 64 cn.s3 21.0104
RES 5 64 dn.s4 14.5049
RES 5 64 dn.s5 14.5048
RES 5 64 dn.s6 14.5453
RES 5 64 dn.s7 14.4794
RES 5 256 cn.s0 38.2781
RES 5 256 cn.s1 38.2760
RES 5 256 cn.s2 38.2839
RES 5 256 cn.s3 38.2715
RES 5 256 dn.s4 38.2799
RES 5 256 dn.s5 38.2722
RES 5 256 dn.s6 38.2762
RES 5 256 dn.s7 38.2711
RES 5 512 cn.s0 71.2884
RES 5 512 cn.s1 71.2858
RES 5 512 cn.s2 71.2860
RES 5 512 cn.s3 71.2482
RES 5 512 dn.s4 71.3386
RES 5 512 dn.s5 71.2669
RES 5 512 dn.s6 71.3229
RES 5 512 dn.s7 71.2755
RES 5 1024 cn.s0 138.7749
RES 5 1024 cn.s1 138.7023
RES 5 1024 cn.s2 138.7747
RES 5 1024 cn.s3 138.7053
RES 5 1024 dn.s4 138.7920
RES 5 1024 dn.s5 138.7404
RES 5 1024 dn.s6 138.7950
RES 5 1024 dn.s7 138.7213
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 6 3.2904 3.2905
RES 6 64 cn.s0 21.0145
RES 6 64 cn.s1 21.0126
RES 6 64 cn.s2 21.0135
RES 6 64 cn.s3 21.0146
RES 6 64 dn.s4 14.5057
RES 6 64 dn.s5 14.4798
RES 6 64 dn.s6 14.5458
RES 6 64 dn.s7 14.5084
RES 6 256 cn.s0 38.2712
RES 6 256 cn.s1 38.2727
RES 6 256 cn.s2 38.2635
RES 6 256 cn.s3 38.2751
RES 6 256 dn.s4 38.2739
RES 6 256 dn.s5 38.2736
RES 6 256 dn.s6 38.2802
RES 6 256 dn.s7 38.2693
RES 6 512 cn.s0 71.2985
RES 6 512 cn.s1 71.3107
RES 6 512 cn.s2 71.3016
RES 6 512 cn.s3 71.3034
RES 6 512 dn.s4 71.3347
RES 6 512 dn.s5 71.2655
RES 6 512 dn.s6 71.3232
RES 6 512 dn.s7 71.2675
RES 6 1024 cn.s0 138.7003
RES 6 1024 cn.s1 138.7684
RES 6 1024 cn.s2 138.7686
RES 6 1024 cn.s3 138.7558
RES 6 1024 dn.s4 138.8083
RES 6 1024 dn.s5 138.7344
RES 6 1024 dn.s6 138.7905
RES 6 1024 dn.s7 138.7727
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 7 3.2907 3.2901
RES 7 64 cn.s0 21.0138
RES 7 64 cn.s1 21.0113
RES 7 64 cn.s2 21.0152
RES 7 64 cn.s3 21.0110
RES 7 64 dn.s4 14.5047
RES 7 64 dn.s5 14.5081
RES 7 64 dn.s6 14.5069
RES 7 64 dn.s7 14.5034
RES 7 256 cn.s0 38.2743
RES 7 256 cn.s1 38.2757
RES 7 256 cn.s2 38.2720
RES 7 256 cn.s3 38.2692
RES 7 256 dn.s4 38.2772
RES 7 256 dn.s5 38.2740
RES 7 256 dn.s6 38.2703
RES 7 256 dn.s7 38.2710
RES 7 512 cn.s0 71.2923
RES 7 512 cn.s1 71.2610
RES 7 512 cn.s2 71.2857
RES 7 512 cn.s3 71.3008
RES 7 512 dn.s4 71.3162
RES 7 512 dn.s5 71.2653
RES 7 512 dn.s6 71.3149
RES 7 512 dn.s7 71.2666
RES 7 1024 cn.s0 138.7698
RES 7 1024 cn.s1 138.7991
RES 7 1024 cn.s2 138.7453
RES 7 1024 cn.s3 138.7583
RES 7 1024 dn.s4 138.7987
RES 7 1024 dn.s5 138.7666
RES 7 1024 dn.s6 138.7912
RES 7 1024 dn.s7 138.7532
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 8 3.2901 3.2901
RES 8 64 cn.s0 21.0070
RES 8 64 cn.s1 21.0094
RES 8 64 cn.s2 21.0144
RES 8 64 cn.s3 21.0114
RES 8 64 dn.s4 14.5448
RES 8 64 dn.s5 14.5038
RES 8 64 dn.s6 14.5445
RES 8 64 dn.s7 14.4761
RES 8 256 cn.s0 38.2635
RES 8 256 cn.s1 38.2684
RES 8 256 cn.s2 38.2797
RES 8 256 cn.s3 38.2727
RES 8 256 dn.s4 38.2728
RES 8 256 dn.s5 38.2730
RES 8 256 dn.s6 38.2702
RES 8 256 dn.s7 38.2699
RES 8 512 cn.s0 71.2443
RES 8 512 cn.s1 71.3012
RES 8 512 cn.s2 71.2855
RES 8 512 cn.s3 71.1658
RES 8 512 dn.s4 71.3049
RES 8 512 dn.s5 71.2717
RES 8 512 dn.s6 71.2646
RES 8 512 dn.s7 71.2599
RES 8 1024 cn.s0 138.7046
RES 8 1024 cn.s1 138.7808
RES 8 1024 cn.s2 138.7502
RES 8 1024 cn.s3 138.7789
RES 8 1024 dn.s4 138.7825
