GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 3.2904 3.2901
RES 1 64 cn.s0 21.0139
RES 1 64 dn.s1 14.4764
RES 1 64 cn.s2 21.0147
RES 1 64 dn.s3 14.5031
RES 1 64 cn.s4 21.0130
RES 1 64 dn.s5 14.5019
RES 1 64 cn.s6 21.0076
RES 1 64 dn.s7 14.4795
RES 1 256 cn.s0 38.2773
RES 1 256 dn.s1 38.2717
RES 1 256 cn.s2 38.2801
RES 1 256 dn.s3 38.2752
RES 1 256 cn.s4 38.2811
RES 1 256 dn.s5 38.2704
RES 1 256 cn.s6 38.2722
RES 1 256 dn.s7 38.2680
RES 1 512 cn.s0 71.2959
RES 1 512 dn.s1 71.2695
RES 1 512 cn.s2 71.2926
RES 1 512 dn.s3 71.2745
RES 1 512 cn.s4 71.0038
RES 1 512 dn.s5 71.2772
RES 1 512 cn.s6 71.2475
RES 1 512 dn.s7 71.2739
RES 1 1024 cn.s0 138.7713
RES 1 1024 dn.s1 138.7320
RES 1 1024 cn.s2 138.7795
RES 1 1024 dn.s3 138.7772
RES 1 1024 cn.s4 138.7546
RES 1 1024 dn.s5 138.7274
RES 1 1024 cn.s6 138.7330
RES 1 1024 dn.s7 138.7473
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 3.2898 3.2903
RES 2 64 cn.s0 21.0167
RES 2 64 dn.s1 14.5029
RES 2 64 cn.s2 21.0155
RES 2 64 dn.s3 14.5054
RES 2 64 cn.s4 21.0158
RES 2 64 dn.s5 14.5039
RES 2 64 cn.s6 21.0129
RES 2 64 dn.s7 14.5040
RES 2 256 cn.s0 38.2810
RES 2 256 dn.s1 38.2654
RES 2 256 cn.s2 38.2800
RES 2 256 dn.s3 38.2712
RES 2 256 cn.s4 38.2851
RES 2 256 dn.s5 38.2724
RES 2 256 cn.s6 38.2740
RES 2 256 dn.s7 38.2728
RES 2 512 cn.s0 71.2991
RES 2 512 dn.s1 71.2675
RES 2 512 cn.s2 71.2925
RES 2 512 dn.s3 71.2725
RES 2 512 cn.s4 71.2983
RES 2 512 dn.s5 71.2636
RES 2 512 cn.s6 71.2995
RES 2 512 dn.s7 71.2724
RES 2 1024 cn.s0 138.7728
RES 2 1024 dn.s1 138.7635
RES 2 1024 cn.s2 138.7775
RES 2 1024 dn.s3 138.7122
RES 2 1024 cn.s4 138.7593
RES 2 1024 dn.s5 138.7204
RES 2 1024 cn.s6 138.7785
RES 2 1024 dn.s7 138.7273
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 3.2903 3.2905
RES 3 64 cn.s0 21.0089
RES 3 64 dn.s1 14.5020
RES 3 64 cn.s2 21.0093
RES 3 64 dn.s3 14.5060
RES 3 64 cn.s4 21.0123
RES 3 64 dn.s5 14.5057
RES 3 64 cn.s6 21.0141
RES 3 64 dn.s7 14.5033
RES 3 256 cn.s0 38.2729
RES 3 256 dn.s1 38.2798
