GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 3.2904 3.2906
RES 1 64 cn.s0 21.0124
RES 1 64 dn.s1 14.5066
RES 1 64 cn.s2 21.0133
RES 1 64 dn.s3 14.5462
RES 1 64 cn.s4 21.0114
RES 1 64 dn.s5 14.5059
RES 1 64 cn.s6 21.0083
RES 1 64 dn.s7 14.5457
RES 1 256 cn.s0 38.2791
RES 1 256 dn.s1 38.2832
RES 1 256 cn.s2 38.2806
RES 1 256 dn.s3 38.2641
RES 1 256 cn.s4 38.2816
RES 1 256 dn.s5 38.2794
RES 1 256 cn.s6 38.2763
RES 1 256 dn.s7 38.2808
RES 1 512 cn.s0 71.3023
RES 1 512 dn.s1 71.2742
RES 1 512 cn.s2 71.3066
RES 1 512 dn.s3 71.2734
RES 1 512 cn.s4 71.2572
RES 1 512 dn.s5 71.3174
RES 1 512 cn.s6 71.2600
RES 1 512 dn.s7 71.3199
RES 1 1024 cn.s0 138.7742
RES 1 1024 dn.s1 138.7821
RES 1 1024 cn.s2 138.7354
RES 1 1024 dn.s3 138.7934
RES 1 1024 cn.s4 138.7175
RES 1 1024 dn.s5 138.7973
RES 1 1024 cn.s6 138.7313
RES 1 1024 dn.s7 138.7983
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 3.2903 3.2906
RES 2 64 cn.s0 21.0139
RES 2 64 dn.s1 14.5460
RES 2 64 cn.s2 21.0127
RES 2 64 dn.s3 14.5511
RES 2 64 cn.s4 21.0120
RES 2 64 dn.s5 14.5102
RES 2 64 cn.s6 21.0142
RES 2 64 dn.s7 14.5495
RES 2 256 cn.s0 38.2826
RES 2 256 dn.s1 38.2818
RES 2 256 cn.s2 38.2841
RES 2 256 dn.s3 38.2780
RES 2 256 cn.s4 38.2864
RES 2 256 dn.s5 38.2733
RES 2 256 cn.s6 38.2818
RES 2 256 dn.s7 38.2768
RES 2 512 cn.s0 71.3010
RES 2 512 dn.s1 71.3244
RES 2 512 cn.s2 71.3005
RES 2 512 dn.s3 71.3081
RES 2 512 cn.s4 71.2942
RES 2 512 dn.s5 71.2596
RES 2 512 cn.s6 71.3056
RES 2 512 dn.s7 71.3259
RES 2 1024 cn.s0 138.7231
RES 2 1024 dn.s1 138.7955
RES 2 1024 cn.s2 138.7169
RES 2 1024 dn.s3 138.7850
RES 2 1024 cn.s4 138.7345
RES 2 1024 dn.s5 138.7267
RES 2 1024 cn.s6 138.7172
RES 2 1024 dn.s7 138.7935
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 3.2904 3.2906
