GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 3.2904 3.2916
RES 1 64 cn.s0 21.0067
RES 1 64 dn.s1 14.5038
RES 1 64 cn.s2 21.0138
RES 1 64 dn.s3 14.5021
RES 1 64 cn.s4 21.0092
RES 1 64 dn.s5 14.5014
RES 1 64 cn.s6 21.0139
RES 1 64 dn.s7 14.5042
RES 1 256 cn.s0 38.2592
RES 1 256 dn.s1 38.2726
RES 1 256 cn.s2 38.2769
RES 1 256 dn.s3 38.2727
RES 1 256 cn.s4 38.2648
RES 1 256 dn.s5 38.2724
RES 1 256 cn.s6 38.2688
RES 1 256 dn.s7 38.2661
RES 1 512 cn.s0 71.0114
RES 1 512 dn.s1 71.2673
RES 1 512 cn.s2 71.2890
RES 1 512 dn.s3 71.2626
RES 1 512 cn.s4 71.2528
RES 1 512 dn.s5 71.2683
RES 1 512 cn.s6 71.2904
RES 1 512 dn.s7 71.2686
RES 1 1024 cn.s0 138.7537
RES 1 1024 dn.s1 138.7285
RES 1 1024 cn.s2 138.7735
RES 1 1024 dn.s3 138.7674
RES 1 1024 cn.s4 138.7471
RES 1 1024 dn.s5 138.7540
RES 1 1024 cn.s6 138.7740
RES 1 1024 dn.s7 138.7590
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 3.2907 3.2905
RES 2 64 cn.s0 21.0140
RES 2 64 dn.s1 14.5054
RES 2 64 cn.s2 21.0136
RES 2 64 dn.s3 14.5039
RES 2 64 cn.s4 21.0132
RES 2 64 dn.s5 14.5056
RES 2 64 cn.s6 21.0149
RES 2 64 dn.s7 14.4791
RES 2 256 cn.s0 38.2703
RES 2 256 dn.s1 38.2699
RES 2 256 cn.s2 38.2769
RES 2 256 dn.s3 38.2692
RES 2 256 cn.s4 38.2777
RES 2 256 dn.s5 38.2732
RES 2 256 cn.s6 38.2734
RES 2 256 dn.s7 38.2745
RES 2 512 cn.s0 71.0567
RES 2 512 dn.s1 71.2661
RES 2 512 cn.s2 71.1916
RES 2 512 dn.s3 71.2699
RES 2 512 cn.s4 71.2977
RES 2 512 dn.s5 71.2678
RES 2 512 cn.s6 71.2825
RES 2 512 dn.s7 71.2697
RES 2 1024 cn.s0 138.7482
RES 2 1024 dn.s1 138.7139
RES 2 1024 cn.s2 138.7697
RES 2 1024 dn.s3 138.7726
RES 2 1024 cn.s4 138.7780
RES 2 1024 dn.s5 138.7951
RES 2 1024 cn.s6 138.7151
RES 2 1024 dn.s7 138.7597
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 3.2906 3.2904
RES 3 64 cn.s0 21.0090
RES 3 64 dn.s1 14.5074
RES 3 64 cn.s2 21.0119
RES 3 64 dn.s3 14.5054
RES 3 64 cn.s4 21.0139
RES 3 64 dn.s5 14.5050
RES 3 64 cn.s6 21.0147
RES 3 64 dn.s7 14.5046
RES 3 256 cn.s0 38.2718
RES 3 256 dn.s1 38.2744
RES 3 256 cn.s2 38.2699
