### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
mix  |     t5_0 |     t5_1 |     t5_2 |     t5_3 ||    t5_1%    t5_2%    t5_3%
A    |   22.616 |   22.972 |   23.022 |   22.973 ||   +1.57   +1.80   +1.58
B    |   58.622 |   58.641 |   58.610 |   58.648 ||   +0.03   -0.02   +0.04
C    |   35.799 |   35.633 |   35.734 |   35.683 ||   -0.46   -0.18   -0.32
D    |   12.880 |   12.890 |   12.902 |   12.892 ||   +0.07   +0.17   +0.09
E    |   14.892 |   14.120 |   14.114 |   14.816 ||   -5.19   -5.22   -0.51
F    |   22.152 |   22.240 |   22.171 |   22.137 ||   +0.39   +0.09   -0.07
R1   |   23.004 |   22.970 |   23.010 |   22.983 ||   -0.15   +0.03   -0.09
R2   |   23.756 |   23.715 |   23.763 |   23.761 ||   -0.17   +0.03   +0.02
R3   |   24.213 |   24.114 |   24.215 |   24.211 ||   -0.41   +0.01   -0.01
R4   |   24.467 |   24.360 |   24.470 |   24.476 ||   -0.43   +0.01   +0.04
R6   |   24.885 |   24.737 |   24.888 |   24.901 ||   -0.59   +0.01   +0.06
mix  |     t5_0 |     t5_1 |     t5_2 |     t5_3 ||    t5_1%    t5_2%    t5_3%
A    |   22.714 |   22.939 |   22.990 |   22.938 ||   +0.99   +1.21   +0.99
B    |   58.579 |   58.534 |   58.582 |   58.600 ||   -0.08   +0.00   +0.04
C    |   35.714 |   35.646 |   35.729 |   35.721 ||   -0.19   +0.04   +0.02
D    |   12.884 |   12.888 |   12.900 |   12.893 ||   +0.03   +0.12   +0.07
E    |   14.863 |   14.022 |   14.063 |   14.813 ||   -5.66   -5.39   -0.34
F    |   22.185 |   22.240 |   22.224 |   22.140 ||   +0.25   +0.18   -0.20
R1   |   23.005 |   22.991 |   23.019 |   22.985 ||   -0.06   +0.06   -0.09
R2   |   23.769 |   23.690 |   23.763 |   23.761 ||   -0.33   -0.02   -0.03
R3   |   24.209 |   24.130 |   24.209 |   24.212 ||   -0.33   -0.00   +0.01
R4   |   24.479 |   24.380 |   24.470 |   24.476 ||   -0.41   -0.04   -0.01
R6   |   24.890 |   24.763 |   24.882 |   24.897 ||   -0.51   -0.03   +0.03
### AA-t8 : t8 t8 t8 t8
mix  |     t8_0 |     t8_1 |     t8_2 |     t8_3 ||    t8_1%    t8_2%    t8_3%
A    |   22.600 |   22.658 |   22.589 |   22.671 ||   +0.26   -0.05   +0.31
B    |   59.454 |   59.506 |   59.408 |   59.511 ||   +0.09   -0.08   +0.10
C    |   37.330 |   37.391 |   37.156 |   37.283 ||   +0.16   -0.47   -0.13
D    |   12.882 |   12.889 |   12.883 |   12.889 ||   +0.05   +0.01   +0.05
E    |   14.847 |   14.848 |   14.848 |   14.828 ||   +0.01   +0.01   -0.12
F    |   21.211 |   21.059 |   21.274 |   21.035 ||   -0.72   +0.30   -0.83
R1   |   21.542 |   21.541 |   21.549 |   21.547 ||   -0.00   +0.03   +0.03
R2   |   22.073 |   22.045 |   22.044 |   22.057 ||   -0.12   -0.13   -0.07
R3   |   22.300 |   22.265 |   22.290 |   22.291 ||   -0.15   -0.05   -0.04
R4   |   22.441 |   22.431 |   22.436 |   22.431 ||   -0.04   -0.03   -0.04
R6   |   22.675 |   22.661 |   22.655 |   22.651 ||   -0.06   -0.09   -0.10
mix  |     t8_0 |     t8_1 |     t8_2 |     t8_3 ||    t8_1%    t8_2%    t8_3%
A    |   22.599 |   22.642 |   22.597 |   22.675 ||   +0.19   -0.01   +0.33
B    |   59.467 |   59.552 |   59.439 |   59.493 ||   +0.14   -0.05   +0.04
C    |   37.271 |   37.429 |   37.183 |   37.324 ||   +0.42   -0.23   +0.14
D    |   12.887 |   12.892 |   12.888 |   12.885 ||   +0.03   +0.01   -0.02
E    |   14.841 |   14.835 |   14.848 |   14.799 ||   -0.04   +0.05   -0.28
F    |   21.196 |   21.062 |   21.243 |   21.064 ||   -0.63   +0.22   -0.62
R1   |   21.578 |   21.558 |   21.541 |   21.557 ||   -0.09   -0.17   -0.10
R2   |   22.083 |   22.041 |   22.035 |   22.069 ||   -0.19   -0.22   -0.06
R3   |   22.309 |   22.268 |   22.295 |   22.307 ||   -0.19   -0.07   -0.01
R4   |   22.451 |   22.427 |   22.419 |   22.434 ||   -0.11   -0.15   -0.08
R6   |   22.672 |   22.651 |   22.656 |   22.658 ||   -0.09   -0.07   -0.06
### AA-t4 : t4 t4 t4 t4
mix  |     t4_0 |     t4_1 |     t4_2 |     t4_3 ||    t4_1%    t4_2%    t4_3%
A    |   23.867 |   23.739 |   24.044 |   23.981 ||   -0.53   +0.74   +0.48
B    |   58.836 |   58.877 |   58.726 |   58.839 ||   +0.07   -0.19   +0.01
C    |   35.571 |   35.676 |   35.659 |   35.897 ||   +0.30   +0.25   +0.92
D    |   12.898 |   12.904 |   12.901 |   12.879 ||   +0.05   +0.03   -0.15
E    |   14.800 |   14.817 |   14.808 |   14.815 ||   +0.12   +0.05   +0.10
F    |   22.284 |   22.506 |   22.292 |   22.257 ||   +0.99   +0.03   -0.12
R1   |   27.197 |   27.233 |   27.148 |   27.213 ||   +0.13   -0.18   +0.06
R2   |   26.764 |   26.829 |   26.736 |   26.818 ||   +0.24   -0.11   +0.20
R3   |   26.468 |   26.507 |   26.458 |   26.509 ||   +0.15   -0.04   +0.15
R4   |   26.316 |   26.388 |   26.279 |   26.352 ||   +0.27   -0.14   +0.14
R6   |   26.079 |   26.076 |   26.089 |   26.117 ||   -0.01   +0.03   +0.14
mix  |     t4_0 |     t4_1 |     t4_2 |     t4_3 ||    t4_1%    t4_2%    t4_3%
A    |   23.913 |   24.068 |   24.060 |   23.986 ||   +0.65   +0.61   +0.31
B    |   58.857 |   58.908 |   58.770 |   58.885 ||   +0.09   -0.15   +0.05
C    |   35.632 |   35.730 |   35.673 |   35.863 ||   +0.27   +0.11   +0.65
D    |   12.900 |   12.907 |   12.905 |   12.874 ||   +0.06   +0.04   -0.20
E    |   14.811 |   14.771 |   14.816 |   14.785 ||   -0.27   +0.03   -0.18
F    |   22.291 |   22.479 |   22.330 |   22.249 ||   +0.84   +0.18   -0.19
R1   |   27.200 |   27.205 |   27.158 |   27.211 ||   +0.02   -0.15   +0.04
R2   |   26.742 |   26.760 |   26.725 |   26.834 ||   +0.07   -0.06   +0.35
R3   |   26.472 |   26.468 |   26.470 |   26.478 ||   -0.01   -0.01   +0.02
R4   |   26.318 |   26.299 |   26.294 |   26.355 ||   -0.07   -0.09   +0.14
R6   |   26.076 |   26.078 |   26.084 |   26.077 ||   +0.01   +0.03   +0.00
### p-t4-t4p8 : t4 t4p8 t4 t4p8
mix  |     t4_0 |   t4p8_1 |     t4_2 |   t4p8_3 ||  t4p8_1%    t4_2%  t4p8_3%
A    |   23.906 |   22.706 |   23.879 |   23.029 ||   -5.02   -0.12   -3.67
B    |   58.799 |   59.131 |   58.661 |   59.233 ||   +0.56   -0.23   +0.74
C    |   35.646 |   35.620 |   35.472 |   35.571 ||   -0.07   -0.49   -0.21
D    |   12.902 |   12.890 |   12.903 |   12.894 ||   -0.09   +0.01   -0.06
E    |   14.787 |   14.735 |   14.807 |   14.757 ||   -0.35   +0.13   -0.20
F    |   22.308 |   20.943 |   22.291 |   20.984 ||   -6.12   -0.08   -5.94
R1   |   27.177 |   26.135 |   27.265 |   26.216 ||   -3.83   +0.33   -3.53
R2   |   26.743 |   25.367 |   26.863 |   25.421 ||   -5.14   +0.45   -4.94
R3   |   26.467 |   24.889 |   26.505 |   24.911 ||   -5.96   +0.14   -5.88
R4   |   26.322 |   24.600 |   26.415 |   24.609 ||   -6.54   +0.35   -6.51
R6   |   26.095 |   24.038 |   26.087 |   24.015 ||   -7.88   -0.03   -7.97
mix  |     t4_0 |   t4p8_1 |     t4_2 |   t4p8_3 ||  t4p8_1%    t4_2%  t4p8_3%
A    |   23.893 |   22.677 |   23.864 |   23.076 ||   -5.09   -0.12   -3.42
B    |   58.831 |   59.108 |   58.689 |   59.196 ||   +0.47   -0.24   +0.62
C    |   35.621 |   35.601 |   35.465 |   35.566 ||   -0.06   -0.44   -0.16
D    |   12.903 |   12.887 |   12.903 |   12.896 ||   -0.13   +0.00   -0.05
E    |   14.817 |   14.756 |   14.793 |   14.775 ||   -0.41   -0.16   -0.28
F    |   22.317 |   20.969 |   22.268 |   20.976 ||   -6.04   -0.22   -6.01
R1   |   27.198 |   26.149 |   27.282 |   26.241 ||   -3.86   +0.31   -3.52
R2   |   26.745 |   25.363 |   26.711 |   25.429 ||   -5.17   -0.13   -4.92
R3   |   26.480 |   24.882 |   26.491 |   24.912 ||   -6.03   +0.04   -5.92
R4   |   26.311 |   24.600 |   26.330 |   24.611 ||   -6.50   +0.07   -6.46
R6   |   26.106 |   24.043 |   26.087 |   24.015 ||   -7.90   -0.07   -8.01
### p-t4p8-t4 : t4p8 t4 t4p8 t4
mix  |   t4p8_0 |     t4_1 |   t4p8_2 |     t4_3 ||    t4_1%  t4p8_2%    t4_3%
A    |   24.050 |   23.978 |   23.681 |   24.059 ||   -0.30   -1.53   +0.04
B    |   59.167 |   58.629 |   58.963 |   58.863 ||   -0.91   -0.34   -0.51
C    |   35.812 |   35.675 |   35.639 |   35.852 ||   -0.38   -0.48   +0.11
D    |   12.905 |   12.902 |   12.886 |   12.890 ||   -0.02   -0.14   -0.11
E    |   14.752 |   14.807 |   14.767 |   14.811 ||   +0.37   +0.10   +0.40
F    |   20.841 |   22.365 |   20.773 |   22.445 ||   +7.31   -0.33   +7.70
R1   |   26.104 |   27.169 |   26.139 |   27.219 ||   +4.08   +0.13   +4.27
R2   |   25.342 |   26.704 |   25.365 |   26.836 ||   +5.38   +0.09   +5.90
R3   |   24.851 |   26.499 |   24.960 |   26.541 ||   +6.63   +0.44   +6.80
R4   |   24.553 |   26.294 |   24.641 |   26.333 ||   +7.09   +0.36   +7.25
R6   |   23.971 |   26.064 |   24.052 |   26.102 ||   +8.73   +0.34   +8.89
mix  |   t4p8_0 |     t4_1 |   t4p8_2 |     t4_3 ||    t4_1%  t4p8_2%    t4_3%
A    |   23.095 |   23.982 |   23.671 |   24.075 ||   +3.84   +2.49   +4.24
B    |   59.229 |   58.627 |   58.969 |   58.797 ||   -1.02   -0.44   -0.73
C    |   35.774 |   35.617 |   35.624 |   35.832 ||   -0.44   -0.42   +0.16
D    |   12.906 |   12.901 |   12.884 |   12.896 ||   -0.04   -0.17   -0.08
E    |   14.716 |   14.777 |   14.779 |   14.807 ||   +0.42   +0.43   +0.62
F    |   20.815 |   22.381 |   20.807 |   22.447 ||   +7.52   -0.04   +7.84
R1   |   26.132 |   27.149 |   26.155 |   27.253 ||   +3.89   +0.09   +4.29
R2   |   25.325 |   26.758 |   25.499 |   26.846 ||   +5.66   +0.69   +6.01
R3   |   24.843 |   26.481 |   24.923 |   26.540 ||   +6.60   +0.32   +6.83
R4   |   24.548 |   26.305 |   24.610 |   26.364 ||   +7.16   +0.25   +7.40
R6   |   23.979 |   26.083 |   24.057 |   26.084 ||   +8.78   +0.32   +8.78
### p-t5-t4p8 : t5 t4p8 t5 t4p8
mix  |     t5_0 |   t4p8_1 |     t5_2 |   t4p8_3 ||  t4p8_1%    t5_2%  t4p8_3%
A    |   21.701 |   22.739 |   21.878 |   22.954 ||   +4.78   +0.82   +5.77
B    |   58.569 |   59.088 |   58.552 |   59.183 ||   +0.89   -0.03   +1.05
C    |   35.792 |   35.741 |   35.554 |   35.713 ||   -0.14   -0.66   -0.22
D    |   12.876 |   12.888 |   12.890 |   12.902 ||   +0.09   +0.11   +0.20
E    |   14.352 |   14.753 |   14.865 |   14.748 ||   +2.79   +3.57   +2.76
F    |   22.193 |   20.704 |   22.165 |   20.964 ||   -6.71   -0.13   -5.53
R1   |   22.999 |   26.127 |   23.001 |   26.107 ||  +13.60   +0.01  +13.52
R2   |   23.767 |   25.352 |   23.759 |   25.300 ||   +6.67   -0.03   +6.45
R3   |   24.215 |   24.873 |   24.214 |   24.797 ||   +2.72   -0.00   +2.40
R4   |   24.477 |   24.589 |   24.493 |   24.512 ||   +0.46   +0.06   +0.14
R6   |   24.894 |   24.027 |   24.888 |   23.955 ||   -3.48   -0.02   -3.77
mix  |     t5_0 |   t4p8_1 |     t5_2 |   t4p8_3 ||  t4p8_1%    t5_2%  t4p8_3%
A    |   21.674 |   22.607 |   22.950 |   23.009 ||   +4.30   +5.89   +6.16
B    |   58.628 |   59.034 |   58.548 |   59.253 ||   +0.69   -0.14   +1.06
C    |   35.729 |   35.681 |   35.610 |   35.708 ||   -0.13   -0.33   -0.06
D    |   12.882 |   12.887 |   12.890 |   12.897 ||   +0.03   +0.06   +0.12
E    |   14.864 |   14.763 |   14.412 |   14.760 ||   -0.68   -3.04   -0.70
F    |   22.165 |   20.757 |   22.174 |   20.982 ||   -6.35   +0.04   -5.34
R1   |   22.995 |   26.106 |   22.979 |   26.090 ||  +13.53   -0.07  +13.46
R2   |   23.766 |   25.358 |   23.770 |   25.287 ||   +6.70   +0.02   +6.40
R3   |   24.218 |   24.867 |   24.221 |   24.798 ||   +2.68   +0.01   +2.40
R4   |   24.474 |   24.571 |   24.474 |   24.493 ||   +0.39   +0.00   +0.08
R6   |   24.883 |   24.032 |   24.897 |   23.962 ||   -3.42   +0.06   -3.70
### p-t4p8-t5 : t4p8 t5 t4p8 t5
mix  |   t4p8_0 |     t5_1 |   t4p8_2 |     t5_3 ||    t5_1%  t4p8_2%    t5_3%
A    |   23.608 |   22.941 |   22.962 |   22.956 ||   -2.82   -2.74   -2.76
B    |   59.150 |   58.619 |   59.051 |   58.568 ||   -0.90   -0.17   -0.98
C    |   35.791 |   35.825 |   35.806 |   35.541 ||   +0.09   +0.04   -0.70
D    |   12.904 |   12.885 |   12.886 |   12.890 ||   -0.15   -0.14   -0.11
E    |   14.744 |   14.387 |   14.746 |   14.240 ||   -2.42   +0.02   -3.41
F    |   20.863 |   22.218 |   20.986 |   22.143 ||   +6.50   +0.59   +6.13
R1   |   26.129 |   23.004 |   26.247 |   22.971 ||  -11.96   +0.45  -12.09
R2   |   25.337 |   23.776 |   25.508 |   23.759 ||   -6.16   +0.67   -6.23
R3   |   24.845 |   24.208 |   24.913 |   24.209 ||   -2.56   +0.28   -2.56
R4   |   24.539 |   24.483 |   24.607 |   24.475 ||   -0.23   +0.28   -0.26
R6   |   23.980 |   24.894 |   24.056 |   24.900 ||   +3.81   +0.32   +3.84
mix  |   t4p8_0 |     t5_1 |   t4p8_2 |     t5_3 ||    t5_1%  t4p8_2%    t5_3%
A    |   23.006 |   22.868 |   23.950 |   22.986 ||   -0.60   +4.10   -0.09
B    |   59.207 |   58.652 |   59.023 |   58.577 ||   -0.94   -0.31   -1.06
C    |   35.756 |   35.803 |   35.795 |   35.518 ||   +0.13   +0.11   -0.67
D    |   12.905 |   12.876 |   12.883 |   12.889 ||   -0.22   -0.17   -0.12
E    |   14.737 |   14.387 |   14.772 |   14.883 ||   -2.37   +0.24   +0.99
F    |   20.876 |   22.216 |   20.957 |   22.103 ||   +6.42   +0.39   +5.88
R1   |   26.145 |   22.997 |   26.137 |   22.979 ||  -12.04   -0.03  -12.11
R2   |   25.342 |   23.779 |   25.486 |   23.761 ||   -6.17   +0.57   -6.24
R3   |   24.852 |   24.216 |   24.903 |   24.211 ||   -2.56   +0.20   -2.58
R4   |   24.543 |   24.467 |   24.612 |   24.474 ||   -0.31   +0.28   -0.28
R6   |   23.975 |   24.882 |   24.063 |   24.895 ||   +3.78   +0.37   +3.83
### p-t8-t4p8 : t8 t4p8 t8 t4p8
mix  |     t8_0 |   t4p8_1 |     t8_2 |   t4p8_3 ||  t4p8_1%    t8_2%  t4p8_3%
A    |   22.571 |   22.983 |   22.624 |   24.017 ||   +1.83   +0.24   +6.40
B    |   59.487 |   59.109 |   59.682 |   59.156 ||   -0.64   +0.33   -0.56
C    |   37.356 |   35.759 |   37.927 |   35.796 ||   -4.28   +1.53   -4.18
D    |   12.882 |   12.903 |   12.883 |   12.903 ||   +0.16   +0.00   +0.16
E    |   14.834 |   14.761 |   14.851 |   14.712 ||   -0.49   +0.11   -0.82
F    |   21.143 |   20.850 |   21.091 |   20.984 ||   -1.38   -0.25   -0.75
R1   |   21.541 |   26.228 |   21.519 |   26.116 ||  +21.76   -0.10  +21.24
R2   |   22.096 |   25.418 |   22.044 |   25.295 ||  +15.04   -0.23  +14.48
R3   |   22.292 |   24.900 |   22.283 |   24.828 ||  +11.70   -0.04  +11.38
R4   |   22.439 |   24.607 |   22.421 |   24.521 ||   +9.66   -0.08   +9.28
R6   |   22.650 |   24.014 |   22.654 |   23.973 ||   +6.02   +0.02   +5.84
mix  |     t8_0 |   t4p8_1 |     t8_2 |   t4p8_3 ||  t4p8_1%    t8_2%  t4p8_3%
A    |   22.570 |   22.943 |   22.593 |   23.946 ||   +1.65   +0.10   +6.10
B    |   59.489 |   59.156 |   59.688 |   59.155 ||   -0.56   +0.33   -0.56
C    |   37.275 |   35.739 |   37.947 |   35.817 ||   -4.12   +1.80   -3.91
D    |   12.880 |   12.902 |   12.884 |   12.900 ||   +0.17   +0.03   +0.16
E    |   14.836 |   14.763 |   14.839 |   14.723 ||   -0.49   +0.02   -0.76
F    |   21.184 |   20.829 |   21.111 |   21.029 ||   -1.67   -0.35   -0.73
R1   |   21.553 |   26.233 |   21.532 |   26.132 ||  +21.71   -0.10  +21.24
R2   |   22.095 |   25.412 |   22.062 |   25.316 ||  +15.01   -0.15  +14.57
R3   |   22.296 |   24.911 |   22.280 |   24.841 ||  +11.73   -0.07  +11.42
R4   |   22.432 |   24.606 |   22.422 |   24.535 ||   +9.69   -0.05   +9.37
R6   |   22.652 |   24.018 |   22.667 |   23.973 ||   +6.03   +0.07   +5.83
### p-t4p8-t8 : t4p8 t8 t4p8 t8
mix  |   t4p8_0 |     t8_1 |   t4p8_2 |     t8_3 ||    t8_1%  t4p8_2%    t8_3%
A    |   23.009 |   22.676 |   23.932 |   22.598 ||   -1.45   +4.01   -1.79
B    |   59.186 |   59.702 |   59.053 |   59.562 ||   +0.87   -0.22   +0.64
C    |   35.696 |   37.767 |   35.915 |   37.345 ||   +5.80   +0.62   +4.62
D    |   12.903 |   12.883 |   12.903 |   12.888 ||   -0.15   +0.00   -0.11
E    |   14.711 |   14.818 |   14.742 |   14.844 ||   +0.73   +0.21   +0.90
F    |   20.817 |   21.095 |   20.977 |   21.055 ||   +1.33   +0.77   +1.14
R1   |   26.139 |   21.565 |   26.133 |   21.532 ||  -17.50   -0.02  -17.62
R2   |   25.320 |   22.064 |   25.278 |   22.047 ||  -12.86   -0.17  -12.93
R3   |   24.853 |   22.280 |   24.806 |   22.280 ||  -10.35   -0.19  -10.36
R4   |   24.569 |   22.434 |   24.510 |   22.437 ||   -8.69   -0.24   -8.68
R6   |   23.969 |   22.653 |   23.959 |   22.658 ||   -5.49   -0.04   -5.47
mix  |   t4p8_0 |     t8_1 |   t4p8_2 |     t8_3 ||    t8_1%  t4p8_2%    t8_3%
A    |   22.858 |   22.672 |   24.174 |   22.589 ||   -0.81   +5.76   -1.18
B    |   59.208 |   59.611 |   59.017 |   59.560 ||   +0.68   -0.32   +0.59
C    |   35.741 |   37.752 |   35.886 |   37.358 ||   +5.63   +0.41   +4.53
D    |   12.901 |   12.885 |   12.900 |   12.886 ||   -0.13   -0.01   -0.12
E    |   14.727 |   14.833 |   14.760 |   14.859 ||   +0.72   +0.23   +0.89
F    |   20.836 |   21.122 |   21.022 |   21.062 ||   +1.37   +0.90   +1.09
R1   |   26.152 |   21.569 |   26.125 |   21.551 ||  -17.52   -0.10  -17.59
R2   |   25.311 |   22.066 |   25.298 |   22.056 ||  -12.82   -0.05  -12.86
R3   |   24.831 |   22.281 |   24.795 |   22.276 ||  -10.27   -0.15  -10.29
R4   |   24.562 |   22.432 |   24.521 |   22.439 ||   -8.67   -0.17   -8.65
R6   |   23.963 |   22.655 |   23.959 |   22.659 ||   -5.46   -0.02   -5.44
### p-t7-t8 : t7 t8 t7 t8
mix  |     t7_0 |     t8_1 |     t7_2 |     t8_3 ||    t8_1%    t7_2%    t8_3%
A    |   22.027 |   22.552 |   22.133 |   22.576 ||   +2.38   +0.48   +2.49
B    |   58.636 |   59.607 |   59.006 |   59.646 ||   +1.66   +0.63   +1.72
C    |   36.345 |   37.401 |   36.486 |   37.431 ||   +2.91   +0.39   +2.99
D    |   12.904 |   12.880 |   12.870 |   12.886 ||   -0.19   -0.27   -0.15
E    |   14.866 |   14.810 |   14.911 |   14.849 ||   -0.37   +0.31   -0.11
F    |   22.400 |   20.963 |   22.415 |   21.048 ||   -6.42   +0.06   -6.04
R1   |   23.022 |   21.534 |   22.948 |   21.537 ||   -6.47   -0.32   -6.45
R2   |   23.767 |   22.059 |   23.738 |   22.070 ||   -7.19   -0.12   -7.14
R3   |   24.215 |   22.297 |   24.209 |   22.292 ||   -7.92   -0.02   -7.94
R4   |   24.463 |   22.451 |   24.475 |   22.414 ||   -8.22   +0.05   -8.38
R6   |   24.886 |   22.683 |   24.895 |   22.651 ||   -8.85   +0.04   -8.98
mix  |     t7_0 |     t8_1 |     t7_2 |     t8_3 ||    t8_1%    t7_2%    t8_3%
A    |   22.021 |   22.557 |   22.158 |   22.599 ||   +2.44   +0.62   +2.63
B    |   58.558 |   59.603 |   59.022 |   59.651 ||   +1.78   +0.79   +1.87
C    |   36.412 |   37.429 |   36.499 |   37.441 ||   +2.79   +0.24   +2.83
D    |   12.901 |   12.874 |   12.874 |   12.886 ||   -0.21   -0.21   -0.12
E    |   14.910 |   14.859 |   14.881 |   14.865 ||   -0.34   -0.19   -0.30
F    |   22.373 |   20.988 |   22.419 |   21.026 ||   -6.19   +0.21   -6.02
R1   |   23.011 |   21.547 |   22.944 |   21.534 ||   -6.36   -0.29   -6.42
R2   |   23.772 |   22.057 |   23.737 |   22.078 ||   -7.21   -0.15   -7.13
R3   |   24.213 |   22.300 |   24.196 |   22.292 ||   -7.90   -0.07   -7.93
R4   |   24.471 |   22.452 |   24.473 |   22.424 ||   -8.25   +0.01   -8.37
R6   |   24.884 |   22.683 |   24.899 |   22.646 ||   -8.84   +0.06   -9.00
### p-t8-t7 : t8 t7 t8 t7
mix  |     t8_0 |     t7_1 |     t8_2 |     t7_3 ||    t7_1%    t8_2%    t7_3%
A    |   22.571 |   22.012 |   22.473 |   22.134 ||   -2.48   -0.44   -1.94
B    |   59.497 |   58.575 |   59.707 |   59.004 ||   -1.55   +0.35   -0.83
C    |   36.953 |   36.376 |   37.412 |   36.510 ||   -1.56   +1.24   -1.20
D    |   12.884 |   12.904 |   12.879 |   12.897 ||   +0.15   -0.04   +0.10
E    |   14.856 |   14.907 |   14.878 |   14.883 ||   +0.34   +0.14   +0.18
F    |   21.192 |   22.299 |   21.011 |   22.527 ||   +5.22   -0.86   +6.30
R1   |   21.567 |   23.025 |   21.580 |   22.925 ||   +6.76   +0.06   +6.30
R2   |   22.096 |   23.774 |   22.074 |   23.745 ||   +7.59   -0.10   +7.46
R3   |   22.303 |   24.208 |   22.307 |   24.203 ||   +8.54   +0.02   +8.52
R4   |   22.438 |   24.479 |   22.460 |   24.469 ||   +9.10   +0.10   +9.05
R6   |   22.667 |   24.894 |   22.709 |   24.896 ||   +9.83   +0.19   +9.83
