### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
R2   |   18.929 |   19.915 |   18.945 |   19.949 ||   +5.21   +0.09   +5.39
R3   |   19.095 |   20.231 |   19.104 |   20.294 ||   +5.95   +0.05   +6.28
R4   |   19.214 |   20.458 |   19.222 |   20.509 ||   +6.48   +0.04   +6.74
R6   |   19.406 |   20.834 |   19.411 |   20.854 ||   +7.36   +0.03   +7.46
mix  |     t8_0 |     t7_1 |     t8_2 |     t7_3 ||    t7_1%    t8_2%    t7_3%
A    |   17.988 |   17.381 |   17.942 |   17.470 ||   -3.38   -0.26   -2.88
B    |   48.237 |   47.940 |   48.313 |   48.190 ||   -0.62   +0.16   -0.10
C    |   29.190 |   28.924 |   29.994 |   29.494 ||   -0.91   +2.75   +1.04
D    |   10.926 |   10.930 |   10.918 |   10.931 ||   +0.03   -0.07   +0.05
E    |   12.104 |   12.086 |   12.049 |   12.063 ||   -0.14   -0.45   -0.34
F    |   18.231 |   18.704 |   18.174 |   18.837 ||   +2.59   -0.31   +3.32
R1   |   18.489 |   19.149 |   18.491 |   19.166 ||   +3.57   +0.01   +3.66
R2   |   18.930 |   19.920 |   18.961 |   19.954 ||   +5.23   +0.17   +5.41
R3   |   19.128 |   20.236 |   19.104 |   20.300 ||   +5.79   -0.13   +6.13
R4   |   19.229 |   20.454 |   19.213 |   20.507 ||   +6.37   -0.09   +6.65
R6   |   19.417 |   20.848 |   19.406 |   20.847 ||   +7.37   -0.06   +7.36
