### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
E    |   14.808 |   14.911 |   14.862 |   14.882 ||   +0.70   +0.37   +0.51
F    |   21.207 |   22.303 |   21.023 |   22.507 ||   +5.17   -0.87   +6.13
R1   |   21.570 |   23.009 |   21.543 |   22.943 ||   +6.67   -0.12   +6.37
R2   |   22.104 |   23.788 |   22.078 |   23.756 ||   +7.62   -0.12   +7.47
R3   |   22.308 |   24.216 |   22.323 |   24.217 ||   +8.55   +0.07   +8.55
R4   |   22.452 |   24.481 |   22.458 |   24.490 ||   +9.04   +0.03   +9.08
R6   |   22.662 |   24.896 |   22.705 |   24.899 ||   +9.86   +0.19   +9.87
mix  |     t8_0 |     t7_1 |     t8_2 |     t7_3 ||    t7_1%    t8_2%    t7_3%
A    |   22.562 |   22.011 |   22.542 |   22.117 ||   -2.44   -0.09   -1.97
B    |   59.472 |   58.656 |   59.776 |   58.937 ||   -1.37   +0.51   -0.90
C    |   36.977 |   36.307 |   37.426 |   36.511 ||   -1.81   +1.21   -1.26
D    |   12.886 |   12.904 |   12.881 |   12.885 ||   +0.14   -0.04   -0.01
E    |   14.845 |   14.901 |   14.864 |   14.889 ||   +0.37   +0.12   +0.30
F    |   21.215 |   22.302 |   21.031 |   22.555 ||   +5.12   -0.87   +6.32
R1   |   21.587 |   23.038 |   21.572 |   22.948 ||   +6.72   -0.07   +6.30
R2   |   22.082 |   23.776 |   22.077 |   23.743 ||   +7.67   -0.02   +7.52
R3   |   22.306 |   24.217 |   22.306 |   24.207 ||   +8.57   -0.00   +8.53
R4   |   22.449 |   24.471 |   22.455 |   24.470 ||   +9.00   +0.02   +9.00
R6   |   22.665 |   24.882 |   22.696 |   24.895 ||   +9.78   +0.14   +9.84
