### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
D    |   12.926 |   12.900 |   12.916 |   12.900 ||   -0.20   -0.07   -0.20
E    |   15.453 |   14.820 |   15.311 |   14.795 ||   -4.10   -0.92   -4.26
F    |   22.896 |   22.281 |   22.899 |   22.493 ||   -2.69   +0.01   -1.76
R1   |   27.199 |   27.188 |   27.221 |   27.319 ||   -0.04   +0.08   +0.44
R2   |   26.748 |   26.765 |   26.783 |   26.803 ||   +0.06   +0.13   +0.20
R3   |   26.483 |   26.491 |   26.527 |   26.599 ||   +0.03   +0.16   +0.44
R4   |   26.318 |   26.348 |   26.354 |   26.409 ||   +0.11   +0.14   +0.35
R6   |   26.100 |   26.101 |   26.118 |   26.104 ||   +0.00   +0.07   +0.01
mix  |    s4h_0 |     t4_1 |    s4h_2 |     t4_3 ||    t4_1%   s4h_2%    t4_3%
A    |   24.310 |   23.868 |   24.327 |   24.062 ||   -1.82   +0.07   -1.02
B    |   58.921 |   58.771 |   58.773 |   58.820 ||   -0.25   -0.25   -0.17
C    |   35.926 |   35.632 |   35.631 |   35.805 ||   -0.82   -0.82   -0.34
D    |   12.930 |   12.897 |   12.921 |   12.901 ||   -0.25   -0.07   -0.23
E    |   15.462 |   14.792 |   15.323 |   14.782 ||   -4.33   -0.89   -4.40
F    |   22.893 |   22.222 |   22.890 |   22.527 ||   -2.93   -0.02   -1.60
R1   |   27.191 |   27.174 |   27.237 |   27.317 ||   -0.06   +0.17   +0.46
R2   |   26.747 |   26.749 |   26.789 |   26.780 ||   +0.01   +0.16   +0.12
R3   |   26.481 |   26.494 |   26.512 |   26.575 ||   +0.05   +0.12   +0.35
R4   |   26.322 |   26.348 |   26.350 |   26.365 ||   +0.10   +0.11   +0.16
R6   |   26.085 |   26.113 |   26.107 |   26.146 ||   +0.11   +0.08   +0.24
### p-m4s4h-s4h : m4s4h s4h m4s4h s4h
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   24.449 |   24.422 |   24.525 |   24.403 ||   -0.11   +0.31   -0.19
B    |   59.319 |   58.840 |   59.336 |   58.817 ||   -0.81   +0.03   -0.85
C    |   35.993 |   35.850 |   36.128 |   35.707 ||   -0.40   +0.38   -0.80
D    |   12.929 |   12.926 |   12.932 |   12.929 ||   -0.02   +0.02   +0.00
E    |   15.411 |   15.431 |   15.509 |   15.435 ||   +0.13   +0.63   +0.16
F    |   25.309 |   22.918 |   25.258 |   22.951 ||   -9.45   -0.20   -9.32
R1   |   28.850 |   27.180 |   28.857 |   27.275 ||   -5.79   +0.02   -5.46
R2   |   29.290 |   26.731 |   29.301 |   26.792 ||   -8.74   +0.04   -8.53
R3   |   29.454 |   26.470 |   29.467 |   26.517 ||  -10.13   +0.04   -9.97
R4   |   29.561 |   26.320 |   29.565 |   26.345 ||  -10.96   +0.02  -10.88
R6   |   30.476 |   26.090 |   29.731 |   26.087 ||  -14.39   -2.44  -14.40
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   24.473 |   24.381 |   24.501 |   24.375 ||   -0.38   +0.11   -0.40
B    |   59.308 |   58.781 |   59.390 |   58.912 ||   -0.89   +0.14   -0.67
C    |   35.968 |   35.857 |   36.127 |   35.713 ||   -0.31   +0.44   -0.71
D    |   12.929 |   12.928 |   12.929 |   12.929 ||   -0.01   -0.01   -0.00
E    |   15.408 |   15.438 |   15.506 |   15.425 ||   +0.19   +0.64   +0.11
F    |   25.319 |   22.947 |   25.243 |   22.965 ||   -9.37   -0.30   -9.30
R1   |   28.843 |   27.205 |   28.848 |   27.260 ||   -5.68   +0.02   -5.49
R2   |   29.300 |   26.717 |   29.295 |   26.783 ||   -8.81   -0.02   -8.59
R3   |   29.480 |   26.454 |   29.472 |   26.515 ||  -10.26   -0.03  -10.06
R4   |   29.561 |   26.310 |   29.566 |   26.332 ||  -11.00   +0.02  -10.92
R6   |   30.556 |   26.085 |   29.689 |   26.083 ||  -14.63   -2.84  -14.64
### p-s4h-m4s4h : s4h m4s4h s4h m4s4h
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   24.360 |   24.459 |   24.357 |   24.515 ||   +0.41   -0.01   +0.63
B    |   58.888 |   59.310 |   58.943 |   59.326 ||   +0.72   +0.09   +0.74
C    |   35.860 |   35.864 |   35.923 |   36.305 ||   +0.01   +0.18   +1.24
D    |   12.929 |   12.933 |   12.926 |   12.932 ||   +0.03   -0.02   +0.03
E    |   15.444 |   15.408 |   15.448 |   15.408 ||   -0.23   +0.02   -0.23
F    |   22.854 |   25.244 |   22.881 |   25.233 ||  +10.46   +0.12  +10.41
R1   |   27.179 |   28.832 |   27.175 |   28.824 ||   +6.08   -0.02   +6.05
R2   |   26.761 |   29.277 |   26.742 |   29.272 ||   +9.40   -0.07   +9.39
R3   |   26.487 |   29.443 |   26.469 |   29.433 ||  +11.16   -0.06  +11.13
R4   |   26.323 |   29.545 |   26.313 |   29.531 ||  +12.24   -0.04  +12.19
R6   |   26.088 |   29.794 |   26.091 |   29.786 ||  +14.21   +0.01  +14.17
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   24.338 |   24.503 |   24.356 |   24.490 ||   +0.68   +0.08   +0.63
B    |   58.885 |   59.325 |   58.899 |   59.389 ||   +0.75   +0.02   +0.86
C    |   35.791 |   35.852 |   35.896 |   36.300 ||   +0.17   +0.29   +1.42
D    |   12.930 |   12.931 |   12.930 |   12.935 ||   +0.01   +0.00   +0.04
E    |   15.436 |   15.423 |   15.452 |   15.416 ||   -0.09   +0.11   -0.13
F    |   22.872 |   25.240 |   22.878 |   25.215 ||  +10.36   +0.03  +10.24
R1   |   27.199 |   28.823 |   27.161 |   28.817 ||   +5.97   -0.14   +5.95
R2   |   26.763 |   29.288 |   26.745 |   29.270 ||   +9.44   -0.07   +9.37
R3   |   26.477 |   29.436 |   26.484 |   29.431 ||  +11.17   +0.02  +11.16
R4   |   26.361 |   29.542 |   26.296 |   29.530 ||  +12.07   -0.25  +12.02
R6   |   26.109 |   29.837 |   26.086 |   29.678 ||  +14.28   -0.09  +13.67
