### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
F    |   19.223 |   18.731 |   19.220 |   18.829 ||   -2.56   -0.01   -2.05
R1   |   22.119 |   22.124 |   22.086 |   22.100 ||   +0.02   -0.15   -0.09
R2   |   21.903 |   21.904 |   21.864 |   21.863 ||   +0.01   -0.18   -0.18
R3   |   21.796 |   21.797 |   21.777 |   21.770 ||   +0.01   -0.09   -0.12
R4   |   21.715 |   21.723 |   21.708 |   21.703 ||   +0.04   -0.03   -0.06
R6   |   21.628 |   21.635 |   21.618 |   21.616 ||   +0.03   -0.05   -0.06
mix  |    s4h_0 |     t4_1 |    s4h_2 |     t4_3 ||    t4_1%   s4h_2%    t4_3%
A    |   19.577 |   19.077 |   19.640 |   19.092 ||   -2.55   +0.32   -2.48
B    |   49.661 |   49.159 |   49.573 |   49.246 ||   -1.01   -0.18   -0.83
C    |   29.636 |   29.332 |   29.500 |   29.517 ||   -1.03   -0.46   -0.40
D    |   10.968 |   10.918 |   10.963 |   10.920 ||   -0.46   -0.05   -0.44
E    |   12.742 |   11.998 |   12.597 |   12.059 ||   -5.84   -1.14   -5.36
F    |   19.203 |   18.733 |   19.222 |   18.829 ||   -2.45   +0.10   -1.95
R1   |   22.120 |   22.112 |   22.089 |   22.099 ||   -0.04   -0.14   -0.10
R2   |   21.905 |   21.900 |   21.866 |   21.859 ||   -0.02   -0.18   -0.21
R3   |   21.783 |   21.791 |   21.766 |   21.769 ||   +0.04   -0.08   -0.06
R4   |   21.710 |   21.715 |   21.711 |   21.701 ||   +0.02   +0.01   -0.04
R6   |   21.625 |   21.629 |   21.620 |   21.619 ||   +0.02   -0.02   -0.03
### p-m4s4h-s4h : m4s4h s4h m4s4h s4h
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   19.842 |   19.620 |   19.843 |   19.593 ||   -1.11   +0.01   -1.25
B    |   49.785 |   49.623 |   49.732 |   49.699 ||   -0.32   -0.10   -0.17
C    |   29.715 |   29.791 |   29.748 |   29.549 ||   +0.26   +0.11   -0.56
D    |   10.964 |   10.968 |   10.965 |   10.966 ||   +0.03   +0.01   +0.02
E    |   12.613 |   12.692 |   12.675 |   12.711 ||   +0.63   +0.50   +0.78
F    |   20.708 |   19.281 |   20.676 |   19.259 ||   -6.89   -0.15   -7.00
R1   |   23.831 |   22.126 |   23.819 |   22.119 ||   -7.15   -0.05   -7.18
R2   |   24.056 |   21.902 |   24.067 |   21.908 ||   -8.95   +0.05   -8.93
R3   |   24.107 |   21.800 |   24.104 |   21.787 ||   -9.57   -0.01   -9.62
R4   |   24.137 |   21.728 |   24.150 |   21.725 ||   -9.98   +0.06   -9.99
R6   |   24.202 |   21.629 |   24.218 |   21.635 ||  -10.63   +0.07  -10.61
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   19.787 |   19.640 |   19.872 |   19.642 ||   -0.74   +0.43   -0.73
B    |   49.740 |   49.645 |   49.748 |   49.651 ||   -0.19   +0.02   -0.18
C    |   29.765 |   29.800 |   29.719 |   29.587 ||   +0.12   -0.16   -0.60
D    |   10.964 |   10.966 |   10.966 |   10.966 ||   +0.02   +0.02   +0.02
E    |   12.611 |   12.733 |   12.681 |   12.729 ||   +0.97   +0.55   +0.93
F    |   20.701 |   19.280 |   20.690 |   19.265 ||   -6.86   -0.05   -6.93
R1   |   23.832 |   22.124 |   23.840 |   22.127 ||   -7.16   +0.04   -7.15
R2   |   24.051 |   21.910 |   24.057 |   21.905 ||   -8.90   +0.02   -8.92
R3   |   24.109 |   21.802 |   24.108 |   21.784 ||   -9.57   -0.00   -9.64
R4   |   24.134 |   21.726 |   24.139 |   21.724 ||   -9.98   +0.02   -9.99
R6   |   24.205 |   21.633 |   24.211 |   21.631 ||  -10.63   +0.03  -10.64
### p-s4h-m4s4h : s4h m4s4h s4h m4s4h
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   19.573 |   19.773 |   19.514 |   19.836 ||   +1.02   -0.30   +1.34
B    |   49.648 |   49.743 |   49.601 |   49.742 ||   +0.19   -0.10   +0.19
C    |   29.695 |   29.792 |   29.644 |   29.739 ||   +0.33   -0.17   +0.15
D    |   10.966 |   10.965 |   10.967 |   10.965 ||   -0.01   +0.01   -0.01
E    |   12.723 |   12.628 |   12.731 |   12.615 ||   -0.75   +0.06   -0.85
F    |   19.219 |   20.685 |   19.229 |   20.681 ||   +7.63   +0.05   +7.61
R1   |   22.135 |   23.834 |   22.130 |   23.823 ||   +7.68   -0.02   +7.62
R2   |   21.913 |   24.060 |   21.904 |   24.057 ||   +9.80   -0.04   +9.78
R3   |   21.780 |   24.108 |   21.794 |   24.094 ||  +10.69   +0.07  +10.63
R4   |   21.714 |   24.137 |   21.725 |   24.142 ||  +11.16   +0.05  +11.18
R6   |   21.630 |   24.204 |   21.637 |   24.205 ||  +11.90   +0.03  +11.90
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   19.582 |   19.805 |   19.573 |   19.817 ||   +1.14   -0.04   +1.20
B    |   49.644 |   49.778 |   49.613 |   49.748 ||   +0.27   -0.06   +0.21
C    |   29.688 |   29.836 |   29.635 |   29.812 ||   +0.50   -0.18   +0.42
D    |   10.968 |   10.964 |   10.965 |   10.965 ||   -0.03   -0.03   -0.02
E    |   12.723 |   12.615 |   12.746 |   12.586 ||   -0.85   +0.18   -1.08
F    |   19.220 |   20.671 |   19.205 |   20.700 ||   +7.55   -0.08   +7.70
R1   |   22.128 |   23.834 |   22.124 |   23.821 ||   +7.71   -0.02   +7.65
R2   |   21.908 |   24.061 |   21.909 |   24.054 ||   +9.82   +0.00   +9.79
R3   |   21.784 |   24.104 |   21.795 |   24.101 ||  +10.65   +0.05  +10.63
R4   |   21.717 |   24.135 |   21.713 |   24.134 ||  +11.13   -0.02  +11.13
R6   |   21.629 |   24.211 |   21.633 |   24.206 ||  +11.93   +0.02  +11.91
