### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
B    |   68.017 |   67.114 |   68.021 |   67.397 ||   -1.33   +0.01   -0.91
C    |   45.130 |   44.454 |   45.013 |   44.200 ||   -1.50   -0.26   -2.06
D    |   15.046 |   14.513 |   15.056 |   14.539 ||   -3.54   +0.06   -3.37
E    |   20.872 |   18.355 |   20.655 |   18.275 ||  -12.06   -1.04  -12.44
F    |   28.873 |   27.752 |   28.735 |   27.864 ||   -3.88   -0.48   -3.50
R1   |   32.835 |   32.886 |   33.205 |   33.105 ||   +0.15   +1.13   +0.82
R2   |   33.041 |   32.963 |   33.489 |   33.377 ||   -0.24   +1.36   +1.02
R3   |   31.664 |   31.490 |   31.405 |   31.667 ||   -0.55   -0.82   +0.01
R4   |   31.190 |   31.241 |   31.041 |   31.022 ||   +0.16   -0.48   -0.54
R6   |   30.862 |   30.849 |   30.679 |   30.646 ||   -0.04   -0.59   -0.70
mix  |    s4h_0 |     t4_1 |    s4h_2 |     t4_3 ||    t4_1%   s4h_2%    t4_3%
A    |   30.120 |   28.729 |   29.991 |   28.885 ||   -4.62   -0.43   -4.10
B    |   68.197 |   67.154 |   67.966 |   67.251 ||   -1.53   -0.34   -1.39
C    |   45.004 |   44.331 |   44.823 |   44.262 ||   -1.50   -0.40   -1.65
D    |   15.089 |   14.478 |   15.055 |   14.540 ||   -4.05   -0.22   -3.64
E    |   20.957 |   18.348 |   20.564 |   18.220 ||  -12.45   -1.88  -13.06
F    |   28.790 |   27.694 |   28.639 |   27.762 ||   -3.81   -0.52   -3.57
R1   |   32.654 |   32.707 |   32.959 |   32.901 ||   +0.16   +0.93   +0.76
R2   |   32.732 |   32.658 |   33.051 |   32.961 ||   -0.22   +0.98   +0.70
R3   |   32.706 |   32.684 |   33.241 |   33.105 ||   -0.07   +1.63   +1.22
R4   |   31.264 |   31.447 |   31.107 |   31.046 ||   +0.59   -0.50   -0.70
R6   |   30.862 |   30.836 |   30.659 |   30.634 ||   -0.08   -0.66   -0.74
### p-m4s4h-s4h : m4s4h s4h m4s4h s4h
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   30.846 |   30.187 |   30.786 |   30.100 ||   -2.14   -0.20   -2.42
B    |   68.775 |   68.228 |   68.883 |   68.172 ||   -0.79   +0.16   -0.88
C    |   44.972 |   45.127 |   45.033 |   45.049 ||   +0.34   +0.14   +0.17
D    |   15.039 |   15.072 |   15.048 |   15.083 ||   +0.22   +0.06   +0.29
E    |   20.594 |   20.750 |   20.422 |   20.958 ||   +0.76   -0.83   +1.77
F    |   32.626 |   28.755 |   32.584 |   28.672 ||  -11.86   -0.13  -12.12
R1   |   35.604 |   32.807 |   35.640 |   32.801 ||   -7.86   +0.10   -7.87
R2   |   36.373 |   32.536 |   36.238 |   32.929 ||  -10.55   -0.37   -9.47
R3   |   36.444 |   32.694 |   36.418 |   33.048 ||  -10.29   -0.07   -9.32
R4   |   36.474 |   31.346 |   36.480 |   32.018 ||  -14.06   +0.02  -12.22
R6   |   36.469 |   30.862 |   36.458 |   30.837 ||  -15.37   -0.03  -15.44
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   30.685 |   30.197 |   30.827 |   30.152 ||   -1.59   +0.46   -1.74
B    |   68.894 |   68.178 |   68.822 |   68.131 ||   -1.04   -0.10   -1.11
C    |   45.007 |   45.224 |   44.996 |   45.052 ||   +0.48   -0.03   +0.10
D    |   15.050 |   15.071 |   15.070 |   15.056 ||   +0.14   +0.13   +0.04
E    |   20.604 |   20.901 |   20.448 |   20.979 ||   +1.44   -0.76   +1.82
F    |   32.604 |   28.754 |   32.583 |   28.746 ||  -11.81   -0.06  -11.83
R1   |   35.648 |   32.735 |   35.685 |   32.831 ||   -8.17   +0.10   -7.90
R2   |   36.350 |   32.539 |   36.397 |   32.980 ||  -10.48   +0.13   -9.27
R3   |   36.366 |   32.587 |   36.448 |   33.084 ||  -10.39   +0.23   -9.02
R4   |   36.475 |   31.228 |   36.468 |   31.292 ||  -14.39   -0.02  -14.21
R6   |   36.469 |   30.878 |   36.443 |   30.874 ||  -15.33   -0.07  -15.34
### p-s4h-m4s4h : s4h m4s4h s4h m4s4h
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   30.066 |   30.856 |   30.066 |   30.764 ||   +2.63   +0.00   +2.32
B    |   68.245 |   68.894 |   68.180 |   68.877 ||   +0.95   -0.09   +0.93
C    |   45.059 |   45.071 |   44.965 |   44.995 ||   +0.03   -0.21   -0.14
D    |   15.119 |   15.016 |   15.072 |   15.037 ||   -0.68   -0.31   -0.54
E    |   21.006 |   20.494 |   20.892 |   20.648 ||   -2.43   -0.54   -1.70
F    |   28.844 |   32.548 |   28.775 |   32.505 ||  +12.84   -0.24  +12.69
R1   |   32.787 |   35.530 |   32.840 |   35.593 ||   +8.36   +0.16   +8.56
R2   |   32.935 |   36.248 |   32.982 |   36.287 ||  +10.06   +0.14  +10.18
R3   |   32.995 |   36.327 |   32.988 |   36.340 ||  +10.10   -0.02  +10.14
R4   |   31.287 |   36.376 |   31.353 |   36.412 ||  +16.27   +0.21  +16.38
R6   |   30.865 |   36.453 |   30.921 |   36.452 ||  +18.11   +0.18  +18.10
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   30.152 |   30.901 |   30.151 |   30.861 ||   +2.49   -0.00   +2.35
B    |   68.238 |   68.911 |   68.095 |   68.799 ||   +0.99   -0.21   +0.82
C    |   44.981 |   45.022 |   44.879 |   44.961 ||   +0.09   -0.23   -0.05
D    |   15.136 |   15.027 |   15.050 |   15.043 ||   -0.72   -0.57   -0.62
E    |   20.876 |   20.499 |   20.811 |   20.600 ||   -1.81   -0.31   -1.32
F    |   28.953 |   32.516 |   28.692 |   32.478 ||  +12.31   -0.90  +12.18
R1   |   32.668 |   35.562 |   32.667 |   35.647 ||   +8.86   -0.00   +9.12
R2   |   32.952 |   36.237 |   32.724 |   36.246 ||   +9.97   -0.69  +10.00
R3   |   31.805 |   36.336 |   33.014 |   36.348 ||  +14.25   +3.80  +14.28
R4   |   31.268 |   36.392 |   31.705 |   36.392 ||  +16.39   +1.40  +16.39
R6   |   30.884 |   36.407 |   30.827 |   36.450 ||  +17.89   -0.18  +18.02
