GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 1 2.5917 2.5915
RES 1 64 dn.s0 22.6874
RES 1 64 dn.s1 22.7103
RES 1 64 cn.s2 28.9982
RES 1 64 cn.s3 28.9254
RES 1 64 dn.s4 22.6343
RES 1 64 dn.s5 22.7093
RES 1 64 cn.s6 28.9332
RES 1 64 cn.s7 28.8713
RES 1 256 dn.s0 52.4939
RES 1 256 dn.s1 52.4580
RES 1 256 cn.s2 52.5283
RES 1 256 cn.s3 52.6556
RES 1 256 dn.s4 52.4749
RES 1 256 dn.s5 52.4330
RES 1 256 cn.s6 52.5758
RES 1 256 cn.s7 52.6559
RES 1 512 dn.s0 95.0017
RES 1 512 dn.s1 94.9946
RES 1 512 cn.s2 95.6512
RES 1 512 cn.s3 95.6208
RES 1 512 dn.s4 95.1748
RES 1 512 dn.s5 95.1137
RES 1 512 cn.s6 95.7853
RES 1 512 cn.s7 95.8094
RES 1 1024 dn.s0 180.2473
RES 1 1024 dn.s1 180.5273
RES 1 1024 cn.s2 181.5234
RES 1 1024 cn.s3 181.4557
RES 1 1024 dn.s4 180.3530
RES 1 1024 dn.s5 180.0620
RES 1 1024 cn.s6 181.4265
RES 1 1024 cn.s7 181.4164
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 2 2.5920 2.5918
RES 2 64 dn.s0 22.6535
RES 2 64 dn.s1 22.7111
RES 2 64 cn.s2 28.9791
RES 2 64 cn.s3 28.9377
RES 2 64 dn.s4 22.6440
RES 2 64 dn.s5 22.7084
RES 2 64 cn.s6 28.9069
RES 2 64 cn.s7 28.9348
RES 2 256 dn.s0 52.4714
RES 2 256 dn.s1 52.3392
RES 2 256 cn.s2 52.5656
RES 2 256 cn.s3 52.6029
RES 2 256 dn.s4 52.5438
RES 2 256 dn.s5 52.4363
RES 2 256 cn.s6 52.5471
RES 2 256 cn.s7 52.6454
RES 2 512 dn.s0 95.0339
RES 2 512 dn.s1 95.0635
RES 2 512 cn.s2 95.7186
RES 2 512 cn.s3 95.7743
RES 2 512 dn.s4 95.0627
RES 2 512 dn.s5 95.1920
RES 2 512 cn.s6 95.6344
RES 2 512 cn.s7 95.8037
RES 2 1024 dn.s0 180.5041
RES 2 1024 dn.s1 180.7898
RES 2 1024 cn.s2 181.7101
RES 2 1024 cn.s3 181.5930
RES 2 1024 dn.s4 180.0567
RES 2 1024 dn.s5 180.3044
RES 2 1024 cn.s6 181.2412
RES 2 1024 cn.s7 181.5240
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 3 2.5920 2.5918
RES 3 64 dn.s0 22.6921
RES 3 64 dn.s1 22.7088
RES 3 64 cn.s2 28.9787
RES 3 64 cn.s3 28.9101
RES 3 64 dn.s4 22.6122
RES 3 64 dn.s5 22.7137
RES 3 64 cn.s6 28.9238
RES 3 64 cn.s7 28.9209
RES 3 256 dn.s0 52.3928
RES 3 256 dn.s1 52.4022
RES 3 256 cn.s2 52.5122
RES 3 256 cn.s3 52.6983
RES 3 256 dn.s4 52.5439
RES 3 256 dn.s5 52.4613
RES 3 256 cn.s6 52.5423
RES 3 256 cn.s7 52.7071
RES 3 512 dn.s0 95.2133
RES 3 512 dn.s1 95.1993
RES 3 512 cn.s2 95.7229
RES 3 512 cn.s3 95.6526
RES 3 512 dn.s4 95.1326
RES 3 512 dn.s5 95.2642
RES 3 512 cn.s6 95.7008
RES 3 512 cn.s7 95.7233
RES 3 1024 dn.s0 180.3043
RES 3 1024 dn.s1 180.6950
RES 3 1024 cn.s2 181.6560
RES 3 1024 cn.s3 181.7088
RES 3 1024 dn.s4 180.4104
RES 3 1024 dn.s5 180.7156
RES 3 1024 cn.s6 181.8613
RES 3 1024 cn.s7 181.6410
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs dn.s0 at 25 sizes
CLK 4 2.5919 2.5918
RES 4 64 dn.s0 22.6866
RES 4 64 dn.s1 22.7107
RES 4 64 cn.s2 28.9459
RES 4 64 cn.s3 28.9293
RES 4 64 dn.s4 22.6460
RES 4 64 dn.s5 22.7114
RES 4 64 cn.s6 28.9496
RES 4 64 cn.s7 28.9065
RES 4 256 dn.s0 52.5550
RES 4 256 dn.s1 52.4680
RES 4 256 cn.s2 52.5298
RES 4 256 cn.s3 52.6520
RES 4 256 dn.s4 52.4295
RES 4 256 dn.s5 52.4200
RES 4 256 cn.s6 52.5192
RES 4 256 cn.s7 52.7208
RES 4 512 dn.s0 95.2331
