GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.5917 2.5904
RES 1 64 cn.s0 28.9280
RES 1 64 dn.s1 22.7138
RES 1 64 cn.s2 29.0197
RES 1 64 dn.s3 22.7151
RES 1 64 cn.s4 28.9207
RES 1 64 dn.s5 22.7133
RES 1 64 cn.s6 28.9094
RES 1 64 dn.s7 22.7584
RES 1 256 cn.s0 52.5876
RES 1 256 dn.s1 52.4872
RES 1 256 cn.s2 52.3920
RES 1 256 dn.s3 52.4516
RES 1 256 cn.s4 52.5669
RES 1 256 dn.s5 52.4829
RES 1 256 cn.s6 52.6014
RES 1 256 dn.s7 52.5308
RES 1 512 cn.s0 95.5409
RES 1 512 dn.s1 95.1800
RES 1 512 cn.s2 95.6898
RES 1 512 dn.s3 95.0080
RES 1 512 cn.s4 95.6876
RES 1 512 dn.s5 95.1035
RES 1 512 cn.s6 95.6779
RES 1 512 dn.s7 95.1067
RES 1 1024 cn.s0 181.4089
RES 1 1024 dn.s1 180.5908
RES 1 1024 cn.s2 181.6505
RES 1 1024 dn.s3 180.3424
RES 1 1024 cn.s4 181.4081
RES 1 1024 dn.s5 180.2949
RES 1 1024 cn.s6 181.5279
RES 1 1024 dn.s7 180.7799
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.5916 2.5919
RES 2 64 cn.s0 28.9607
RES 2 64 dn.s1 22.7139
RES 2 64 cn.s2 28.9501
RES 2 64 dn.s3 22.7151
RES 2 64 cn.s4 28.9182
RES 2 64 dn.s5 22.7087
RES 2 64 cn.s6 28.9372
RES 2 64 dn.s7 22.7587
RES 2 256 cn.s0 52.5199
RES 2 256 dn.s1 52.5052
RES 2 256 cn.s2 52.5100
RES 2 256 dn.s3 52.4777
RES 2 256 cn.s4 52.5685
RES 2 256 dn.s5 52.3809
RES 2 256 cn.s6 52.4653
RES 2 256 dn.s7 52.4881
RES 2 512 cn.s0 95.6505
RES 2 512 dn.s1 95.0516
RES 2 512 cn.s2 95.2914
RES 2 512 dn.s3 94.9013
RES 2 512 cn.s4 95.6509
RES 2 512 dn.s5 95.2448
RES 2 512 cn.s6 95.5046
RES 2 512 dn.s7 95.0667
RES 2 1024 cn.s0 181.5632
RES 2 1024 dn.s1 180.5146
RES 2 1024 cn.s2 180.9387
RES 2 1024 dn.s3 180.1252
RES 2 1024 cn.s4 180.9707
RES 2 1024 dn.s5 180.2219
RES 2 1024 cn.s6 180.9000
RES 2 1024 dn.s7 180.4672
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.5918 2.5918
RES 3 64 cn.s0 28.9353
RES 3 64 dn.s1 22.7372
RES 3 64 cn.s2 28.9864
RES 3 64 dn.s3 22.7270
RES 3 64 cn.s4 28.9189
RES 3 64 dn.s5 22.7132
RES 3 64 cn.s6 28.9246
RES 3 64 dn.s7 22.7738
RES 3 256 cn.s0 52.5758
RES 3 256 dn.s1 52.5009
RES 3 256 cn.s2 52.4335
RES 3 256 dn.s3 52.4653
RES 3 256 cn.s4 52.4877
RES 3 256 dn.s5 52.4129
RES 3 256 cn.s6 52.6176
RES 3 256 dn.s7 52.3280
RES 3 512 cn.s0 95.7121
RES 3 512 dn.s1 95.1179
RES 3 512 cn.s2 95.6359
RES 3 512 dn.s3 95.0720
RES 3 512 cn.s4 95.7915
RES 3 512 dn.s5 95.0174
RES 3 512 cn.s6 95.6025
RES 3 512 dn.s7 95.2319
RES 3 1024 cn.s0 181.0826
RES 3 1024 dn.s1 180.3317
RES 3 1024 cn.s2 180.9065
RES 3 1024 dn.s3 180.1272
RES 3 1024 cn.s4 181.6908
RES 3 1024 dn.s5 180.3256
RES 3 1024 cn.s6 181.2333
RES 3 1024 dn.s7 180.4813
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.5916 2.5917
RES 4 64 cn.s0 28.9237
RES 4 64 dn.s1 22.7321
RES 4 64 cn.s2 28.9277
RES 4 64 dn.s3 22.7128
RES 4 64 cn.s4 28.9353
RES 4 64 dn.s5 22.7124
RES 4 64 cn.s6 28.9110
RES 4 64 dn.s7 22.7767
RES 4 256 cn.s0 52.6828
RES 4 256 dn.s1 52.5521
RES 4 256 cn.s2 52.5178
RES 4 256 dn.s3 52.3964
RES 4 256 cn.s4 52.6610
RES 4 256 dn.s5 52.4930
RES 4 256 cn.s6 52.4714
RES 4 256 dn.s7 52.4536
RES 4 512 cn.s0 95.4850
RES 4 512 dn.s1 95.0342
RES 4 512 cn.s2 95.4819
RES 4 512 dn.s3 95.1300
RES 4 512 cn.s4 95.7412
RES 4 512 dn.s5 94.8744
RES 4 512 cn.s6 95.6997
RES 4 512 dn.s7 95.2218
RES 4 1024 cn.s0 181.4676
RES 4 1024 dn.s1 180.5588
RES 4 1024 cn.s2 181.2351
RES 4 1024 dn.s3 180.5060
RES 4 1024 cn.s4 181.2566
RES 4 1024 dn.s5 180.4500
RES 4 1024 cn.s6 181.7117
RES 4 1024 dn.s7 180.3883
