GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.5917 2.5919
RES 1 64 cn.s0 28.9115
RES 1 64 dn.s1 22.7152
RES 1 64 cn.s2 28.9459
RES 1 64 dn.s3 22.7130
RES 1 64 cn.s4 28.9672
RES 1 64 dn.s5 22.7127
RES 1 64 cn.s6 28.9277
RES 1 64 dn.s7 22.7110
RES 1 256 cn.s0 52.5182
RES 1 256 dn.s1 52.4750
RES 1 256 cn.s2 52.4244
RES 1 256 dn.s3 52.5047
RES 1 256 cn.s4 52.5060
RES 1 256 dn.s5 52.4097
RES 1 256 cn.s6 52.2587
RES 1 256 dn.s7 52.4376
RES 1 512 cn.s0 95.5315
RES 1 512 dn.s1 95.0211
RES 1 512 cn.s2 95.3452
RES 1 512 dn.s3 95.2747
RES 1 512 cn.s4 95.2976
RES 1 512 dn.s5 95.0750
RES 1 512 cn.s6 95.6597
RES 1 512 dn.s7 95.1303
RES 1 1024 cn.s0 181.4167
RES 1 1024 dn.s1 180.6598
RES 1 1024 cn.s2 181.6853
RES 1 1024 dn.s3 180.8356
RES 1 1024 cn.s4 181.6854
RES 1 1024 dn.s5 180.3301
RES 1 1024 cn.s6 181.5324
RES 1 1024 dn.s7 180.2570
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.5919 2.5920
RES 2 64 cn.s0 28.9272
RES 2 64 dn.s1 22.7135
RES 2 64 cn.s2 28.9089
RES 2 64 dn.s3 22.7136
RES 2 64 cn.s4 28.9308
RES 2 64 dn.s5 22.7115
RES 2 64 cn.s6 28.9009
RES 2 64 dn.s7 22.7111
RES 2 256 cn.s0 52.5459
RES 2 256 dn.s1 52.4901
RES 2 256 cn.s2 52.5527
RES 2 256 dn.s3 52.5240
RES 2 256 cn.s4 52.4968
RES 2 256 dn.s5 52.4788
RES 2 256 cn.s6 52.3091
RES 2 256 dn.s7 52.4068
RES 2 512 cn.s0 95.7178
RES 2 512 dn.s1 94.5963
RES 2 512 cn.s2 95.7498
RES 2 512 dn.s3 95.2879
RES 2 512 cn.s4 95.5856
RES 2 512 dn.s5 94.9565
RES 2 512 cn.s6 95.5605
RES 2 512 dn.s7 95.1402
RES 2 1024 cn.s0 181.3279
RES 2 1024 dn.s1 180.5489
RES 2 1024 cn.s2 181.5626
RES 2 1024 dn.s3 180.7051
RES 2 1024 cn.s4 181.4211
RES 2 1024 dn.s5 180.4835
RES 2 1024 cn.s6 181.6160
RES 2 1024 dn.s7 180.4027
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.5920 2.5918
RES 3 64 cn.s0 28.9122
RES 3 64 dn.s1 22.7161
RES 3 64 cn.s2 28.9465
RES 3 64 dn.s3 22.7155
RES 3 64 cn.s4 28.9557
RES 3 64 dn.s5 22.7098
RES 3 64 cn.s6 28.9289
RES 3 64 dn.s7 22.7096
RES 3 256 cn.s0 52.5660
RES 3 256 dn.s1 52.3731
RES 3 256 cn.s2 52.5365
RES 3 256 dn.s3 52.5244
RES 3 256 cn.s4 52.6412
RES 3 256 dn.s5 52.4643
RES 3 256 cn.s6 52.4154
RES 3 256 dn.s7 52.4534
RES 3 512 cn.s0 95.7105
RES 3 512 dn.s1 95.1844
RES 3 512 cn.s2 95.7186
RES 3 512 dn.s3 95.2487
RES 3 512 cn.s4 95.7844
RES 3 512 dn.s5 94.9337
RES 3 512 cn.s6 95.5778
RES 3 512 dn.s7 95.0477
RES 3 1024 cn.s0 181.1377
RES 3 1024 dn.s1 180.4586
RES 3 1024 cn.s2 181.6403
RES 3 1024 dn.s3 180.5126
RES 3 1024 cn.s4 181.7757
RES 3 1024 dn.s5 180.4179
RES 3 1024 cn.s6 181.2085
RES 3 1024 dn.s7 180.4783
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.5918 2.5920
RES 4 64 cn.s0 28.9101
RES 4 64 dn.s1 22.7123
RES 4 64 cn.s2 28.9667
RES 4 64 dn.s3 22.7091
RES 4 64 cn.s4 28.9844
RES 4 64 dn.s5 22.7081
RES 4 64 cn.s6 28.9232
RES 4 64 dn.s7 22.7161
RES 4 256 cn.s0 52.5014
RES 4 256 dn.s1 52.5257
RES 4 256 cn.s2 52.4931
RES 4 256 dn.s3 52.4933
RES 4 256 cn.s4 52.4958
RES 4 256 dn.s5 52.4433
RES 4 256 cn.s6 52.5432
RES 4 256 dn.s7 52.4393
RES 4 512 cn.s0 95.6333
RES 4 512 dn.s1 95.0354
RES 4 512 cn.s2 95.6977
RES 4 512 dn.s3 95.3066
RES 4 512 cn.s4 95.7310
RES 4 512 dn.s5 95.1346
RES 4 512 cn.s6 95.4797
RES 4 512 dn.s7 95.1167
RES 4 1024 cn.s0 181.1325
RES 4 1024 dn.s1 180.4980
RES 4 1024 cn.s2 181.7063
RES 4 1024 dn.s3 180.4852
RES 4 1024 cn.s4 181.2655
RES 4 1024 dn.s5 180.3363
RES 4 1024 cn.s6 181.4083
RES 4 1024 dn.s7 180.5558
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 5 2.5918 2.5919
RES 5 64 cn.s0 28.9272
RES 5 64 dn.s1 22.7354
RES 5 64 cn.s2 28.9270
RES 5 64 dn.s3 22.7125
RES 5 64 cn.s4 28.9592
RES 5 64 dn.s5 22.7097
RES 5 64 cn.s6 28.9411
RES 5 64 dn.s7 22.7138
RES 5 256 cn.s0 52.4840
RES 5 256 dn.s1 52.4683
RES 5 256 cn.s2 52.4544
RES 5 256 dn.s3 52.5380
RES 5 256 cn.s4 52.5599
RES 5 256 dn.s5 52.3781
RES 5 256 cn.s6 52.5424
RES 5 256 dn.s7 52.4354
RES 5 512 cn.s0 95.5276
RES 5 512 dn.s1 95.2480
RES 5 512 cn.s2 95.7249
RES 5 512 dn.s3 95.0960
RES 5 512 cn.s4 95.4784
RES 5 512 dn.s5 95.1276
RES 5 512 cn.s6 95.6501
RES 5 512 dn.s7 95.0474
RES 5 1024 cn.s0 181.1850
RES 5 1024 dn.s1 180.5846
RES 5 1024 cn.s2 181.5120
RES 5 1024 dn.s3 180.4984
RES 5 1024 cn.s4 181.1997
RES 5 1024 dn.s5 180.4411
RES 5 1024 cn.s6 180.4100
RES 5 1024 dn.s7 180.6464
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 6 2.5916 2.5920
RES 6 64 cn.s0 28.8972
