GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.5919 2.5919
RES 1 64 cn.s0 28.9519
RES 1 64 dn.s1 22.7376
RES 1 64 cn.s2 28.9773
RES 1 64 dn.s3 22.7114
RES 1 64 cn.s4 28.9254
RES 1 64 dn.s5 22.7136
RES 1 64 cn.s6 28.9277
RES 1 64 dn.s7 22.7649
RES 1 256 cn.s0 52.6391
RES 1 256 dn.s1 52.6114
RES 1 256 cn.s2 52.5747
RES 1 256 dn.s3 52.4298
RES 1 256 cn.s4 52.6166
RES 1 256 dn.s5 52.4424
RES 1 256 cn.s6 52.5204
RES 1 256 dn.s7 52.5200
RES 1 512 cn.s0 95.6382
RES 1 512 dn.s1 95.1044
RES 1 512 cn.s2 95.6902
RES 1 512 dn.s3 95.1995
RES 1 512 cn.s4 95.5722
RES 1 512 dn.s5 95.2280
RES 1 512 cn.s6 95.4345
RES 1 512 dn.s7 95.1784
RES 1 1024 cn.s0 181.4129
RES 1 1024 dn.s1 180.4995
RES 1 1024 cn.s2 181.6350
RES 1 1024 dn.s3 180.0988
RES 1 1024 cn.s4 181.6763
RES 1 1024 dn.s5 180.4703
RES 1 1024 cn.s6 181.6192
RES 1 1024 dn.s7 180.6747
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.5919 2.5920
RES 2 64 cn.s0 28.9198
RES 2 64 dn.s1 22.7148
RES 2 64 cn.s2 28.9488
RES 2 64 dn.s3 22.7159
RES 2 64 cn.s4 28.9212
RES 2 64 dn.s5 22.7116
RES 2 64 cn.s6 28.9296
RES 2 64 dn.s7 22.7131
RES 2 256 cn.s0 52.5090
RES 2 256 dn.s1 52.5807
RES 2 256 cn.s2 52.6082
RES 2 256 dn.s3 52.5245
RES 2 256 cn.s4 52.5012
RES 2 256 dn.s5 52.4109
RES 2 256 cn.s6 52.5235
RES 2 256 dn.s7 52.5144
RES 2 512 cn.s0 95.6250
RES 2 512 dn.s1 95.1181
RES 2 512 cn.s2 95.7421
RES 2 512 dn.s3 95.1834
RES 2 512 cn.s4 95.6792
RES 2 512 dn.s5 95.2730
RES 2 512 cn.s6 95.4882
RES 2 512 dn.s7 95.2150
RES 2 1024 cn.s0 181.1122
RES 2 1024 dn.s1 180.6043
RES 2 1024 cn.s2 181.6899
RES 2 1024 dn.s3 180.5910
RES 2 1024 cn.s4 181.3819
RES 2 1024 dn.s5 180.8102
RES 2 1024 cn.s6 181.2392
RES 2 1024 dn.s7 180.6219
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.5920 2.5920
RES 3 64 cn.s0 28.9321
RES 3 64 dn.s1 22.7593
RES 3 64 cn.s2 28.9884
RES 3 64 dn.s3 22.7088
RES 3 64 cn.s4 28.9097
RES 3 64 dn.s5 22.7098
RES 3 64 cn.s6 28.9198
RES 3 64 dn.s7 22.7357
RES 3 256 cn.s0 52.5967
RES 3 256 dn.s1 52.5928
RES 3 256 cn.s2 52.5395
RES 3 256 dn.s3 52.4460
RES 3 256 cn.s4 52.5595
RES 3 256 dn.s5 52.4845
RES 3 256 cn.s6 52.5138
RES 3 256 dn.s7 52.5339
RES 3 512 cn.s0 95.7673
RES 3 512 dn.s1 95.1827
RES 3 512 cn.s2 95.6235
RES 3 512 dn.s3 95.1403
RES 3 512 cn.s4 95.7144
RES 3 512 dn.s5 95.1702
RES 3 512 cn.s6 95.5780
RES 3 512 dn.s7 95.2543
RES 3 1024 cn.s0 181.6364
RES 3 1024 dn.s1 180.5022
RES 3 1024 cn.s2 181.5205
RES 3 1024 dn.s3 180.5478
RES 3 1024 cn.s4 181.4505
RES 3 1024 dn.s5 180.6402
RES 3 1024 cn.s6 180.8982
RES 3 1024 dn.s7 180.7970
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.5919 2.5919
RES 4 64 cn.s0 28.9272
RES 4 64 dn.s1 22.7185
RES 4 64 cn.s2 28.9469
RES 4 64 dn.s3 22.7143
RES 4 64 cn.s4 28.9226
RES 4 64 dn.s5 22.7135
RES 4 64 cn.s6 28.9480
RES 4 64 dn.s7 22.7095
RES 4 256 cn.s0 52.5802
RES 4 256 dn.s1 52.5504
RES 4 256 cn.s2 52.4842
RES 4 256 dn.s3 52.5256
RES 4 256 cn.s4 52.6049
RES 4 256 dn.s5 52.4918
RES 4 256 cn.s6 52.3756
RES 4 256 dn.s7 52.5532
RES 4 512 cn.s0 95.6840
RES 4 512 dn.s1 95.0606
RES 4 512 cn.s2 95.6803
RES 4 512 dn.s3 94.8050
