GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.5917 2.5919
RES 1 64 cn.s0 28.9522
RES 1 64 dn.s1 22.6105
RES 1 64 cn.s2 28.9747
RES 1 64 dn.s3 22.6532
RES 1 64 cn.s4 28.9456
RES 1 64 dn.s5 22.6416
RES 1 64 cn.s6 28.9051
RES 1 64 dn.s7 22.6340
RES 1 256 cn.s0 52.5871
RES 1 256 dn.s1 52.5811
RES 1 256 cn.s2 52.5654
RES 1 256 dn.s3 52.4379
RES 1 256 cn.s4 52.7012
RES 1 256 dn.s5 52.5353
RES 1 256 cn.s6 52.5967
RES 1 256 dn.s7 52.4311
RES 1 512 cn.s0 95.5339
RES 1 512 dn.s1 95.0782
RES 1 512 cn.s2 95.6869
RES 1 512 dn.s3 94.9851
RES 1 512 cn.s4 95.7531
RES 1 512 dn.s5 95.4768
RES 1 512 cn.s6 95.6057
RES 1 512 dn.s7 95.1372
RES 1 1024 cn.s0 181.4028
RES 1 1024 dn.s1 180.4385
RES 1 1024 cn.s2 181.6751
RES 1 1024 dn.s3 180.3445
RES 1 1024 cn.s4 181.5546
RES 1 1024 dn.s5 180.3681
RES 1 1024 cn.s6 181.6601
RES 1 1024 dn.s7 180.4606
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.5918 2.5919
RES 2 64 cn.s0 28.9608
RES 2 64 dn.s1 22.6567
RES 2 64 cn.s2 29.0122
RES 2 64 dn.s3 22.6063
RES 2 64 cn.s4 28.9278
RES 2 64 dn.s5 22.6380
RES 2 64 cn.s6 28.9063
RES 2 64 dn.s7 22.6064
RES 2 256 cn.s0 52.6049
RES 2 256 dn.s1 52.5614
RES 2 256 cn.s2 52.6836
RES 2 256 dn.s3 52.3479
RES 2 256 cn.s4 52.5923
RES 2 256 dn.s5 52.6444
RES 2 256 cn.s6 52.5482
RES 2 256 dn.s7 52.1842
RES 2 512 cn.s0 95.7020
RES 2 512 dn.s1 95.2207
RES 2 512 cn.s2 95.5435
RES 2 512 dn.s3 95.2129
RES 2 512 cn.s4 95.5902
RES 2 512 dn.s5 95.4801
RES 2 512 cn.s6 95.7066
RES 2 512 dn.s7 95.1932
RES 2 1024 cn.s0 181.2152
RES 2 1024 dn.s1 180.3020
RES 2 1024 cn.s2 181.1084
RES 2 1024 dn.s3 180.2380
RES 2 1024 cn.s4 181.3030
RES 2 1024 dn.s5 180.5045
RES 2 1024 cn.s6 181.2953
RES 2 1024 dn.s7 180.2473
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.5921 2.5919
RES 3 64 cn.s0 28.9178
RES 3 64 dn.s1 22.6583
RES 3 64 cn.s2 28.9977
RES 3 64 dn.s3 22.6334
RES 3 64 cn.s4 28.9087
RES 3 64 dn.s5 22.6075
RES 3 64 cn.s6 28.9220
RES 3 64 dn.s7 22.6375
RES 3 256 cn.s0 52.6614
RES 3 256 dn.s1 52.4625
RES 3 256 cn.s2 52.6697
RES 3 256 dn.s3 52.3781
RES 3 256 cn.s4 52.6087
RES 3 256 dn.s5 52.6997
RES 3 256 cn.s6 52.5991
RES 3 256 dn.s7 52.6213
RES 3 512 cn.s0 95.7533
RES 3 512 dn.s1 95.2690
RES 3 512 cn.s2 95.6213
RES 3 512 dn.s3 95.0076
RES 3 512 cn.s4 95.7963
RES 3 512 dn.s5 95.2541
RES 3 512 cn.s6 95.6678
RES 3 512 dn.s7 95.2497
RES 3 1024 cn.s0 181.1661
RES 3 1024 dn.s1 180.2848
RES 3 1024 cn.s2 181.6329
RES 3 1024 dn.s3 180.3590
RES 3 1024 cn.s4 181.5168
RES 3 1024 dn.s5 180.7865
RES 3 1024 cn.s6 181.4916
RES 3 1024 dn.s7 180.4723
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.5917 2.5919
RES 4 64 cn.s0 28.9386
RES 4 64 dn.s1 22.6098
RES 4 64 cn.s2 28.9693
RES 4 64 dn.s3 22.6376
RES 4 64 cn.s4 28.9518
RES 4 64 dn.s5 22.6132
RES 4 64 cn.s6 28.9074
RES 4 64 dn.s7 22.6340
RES 4 256 cn.s0 52.6643
RES 4 256 dn.s1 52.4589
RES 4 256 cn.s2 52.6125
RES 4 256 dn.s3 52.5066
RES 4 256 cn.s4 52.5165
RES 4 256 dn.s5 52.5918
RES 4 256 cn.s6 52.5300
RES 4 256 dn.s7 52.5484
RES 4 512 cn.s0 95.5105
RES 4 512 dn.s1 95.1689
RES 4 512 cn.s2 95.7566
RES 4 512 dn.s3 95.1771
RES 4 512 cn.s4 95.7078
RES 4 512 dn.s5 95.5250
RES 4 512 cn.s6 95.5636
RES 4 512 dn.s7 94.8552
RES 4 1024 cn.s0 181.4079
RES 4 1024 dn.s1 180.2844
RES 4 1024 cn.s2 181.5800
RES 4 1024 dn.s3 180.1432
RES 4 1024 cn.s4 181.6362
RES 4 1024 dn.s5 180.7008
RES 4 1024 cn.s6 181.6156
RES 4 1024 dn.s7 180.2054
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 5 2.5919 2.5919
RES 5 64 cn.s0 28.9312
RES 5 64 dn.s1 22.6294
RES 5 64 cn.s2 28.9707
RES 5 64 dn.s3 22.6559
RES 5 64 cn.s4 28.9246
RES 5 64 dn.s5 22.6065
RES 5 64 cn.s6 28.9291
RES 5 64 dn.s7 22.6046
RES 5 256 cn.s0 52.6680
RES 5 256 dn.s1 52.6284
RES 5 256 cn.s2 52.6479
RES 5 256 dn.s3 52.5477
RES 5 256 cn.s4 52.6624
RES 5 256 dn.s5 52.5412
RES 5 256 cn.s6 52.6089
RES 5 256 dn.s7 52.4364
RES 5 512 cn.s0 95.6272
RES 5 512 dn.s1 95.1758
RES 5 512 cn.s2 95.7909
RES 5 512 dn.s3 95.1328
RES 5 512 cn.s4 95.8064
RES 5 512 dn.s5 95.4256
RES 5 512 cn.s6 95.6343
RES 5 512 dn.s7 95.0800
RES 5 1024 cn.s0 181.4823
RES 5 1024 dn.s1 180.5861
RES 5 1024 cn.s2 181.4227
RES 5 1024 dn.s3 180.4045
RES 5 1024 cn.s4 181.6074
RES 5 1024 dn.s5 180.5767
RES 5 1024 cn.s6 181.1776
RES 5 1024 dn.s7 180.4422
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 6 2.5919 2.5919
RES 6 64 cn.s0 28.9491
RES 6 64 dn.s1 22.6339
RES 6 64 cn.s2 28.9991
RES 6 64 dn.s3 22.6364
RES 6 64 cn.s4 28.9108
RES 6 64 dn.s5 22.6096
RES 6 64 cn.s6 28.9179
