GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.5918 2.5920
RES 1 64 cn.s0 28.9242
RES 1 64 dn.s1 22.7599
RES 1 64 cn.s2 28.9662
RES 1 64 dn.s3 22.7378
RES 1 64 cn.s4 28.9123
RES 1 64 dn.s5 22.7122
RES 1 64 cn.s6 28.8895
RES 1 64 dn.s7 22.7578
RES 1 256 cn.s0 52.4774
RES 1 256 dn.s1 52.5846
RES 1 256 cn.s2 52.4316
RES 1 256 dn.s3 52.4883
RES 1 256 cn.s4 52.5888
RES 1 256 dn.s5 52.5817
RES 1 256 cn.s6 52.4694
RES 1 256 dn.s7 52.5647
RES 1 512 cn.s0 95.2899
RES 1 512 dn.s1 95.3054
RES 1 512 cn.s2 95.6290
RES 1 512 dn.s3 95.1463
RES 1 512 cn.s4 95.0910
RES 1 512 dn.s5 95.3101
RES 1 512 cn.s6 95.5602
RES 1 512 dn.s7 95.1616
RES 1 1024 cn.s0 181.1548
RES 1 1024 dn.s1 180.5016
RES 1 1024 cn.s2 181.3879
RES 1 1024 dn.s3 180.2405
RES 1 1024 cn.s4 181.2161
RES 1 1024 dn.s5 180.6017
RES 1 1024 cn.s6 181.1180
RES 1 1024 dn.s7 180.4581
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.5917 2.5920
RES 2 64 cn.s0 28.9386
RES 2 64 dn.s1 22.7366
RES 2 64 cn.s2 28.9495
RES 2 64 dn.s3 22.7135
RES 2 64 cn.s4 28.9249
RES 2 64 dn.s5 22.7087
RES 2 64 cn.s6 28.9200
RES 2 64 dn.s7 22.7635
RES 2 256 cn.s0 52.5496
RES 2 256 dn.s1 52.4248
RES 2 256 cn.s2 52.5438
RES 2 256 dn.s3 52.4807
RES 2 256 cn.s4 52.5222
RES 2 256 dn.s5 52.5445
RES 2 256 cn.s6 52.4475
RES 2 256 dn.s7 52.5159
RES 2 512 cn.s0 95.7019
RES 2 512 dn.s1 95.2719
RES 2 512 cn.s2 95.7466
RES 2 512 dn.s3 95.1591
RES 2 512 cn.s4 95.6326
RES 2 512 dn.s5 95.0879
RES 2 512 cn.s6 95.3109
RES 2 512 dn.s7 95.0266
RES 2 1024 cn.s0 181.1952
RES 2 1024 dn.s1 180.7769
RES 2 1024 cn.s2 181.4776
RES 2 1024 dn.s3 180.5024
RES 2 1024 cn.s4 181.1198
RES 2 1024 dn.s5 180.6189
RES 2 1024 cn.s6 181.2737
RES 2 1024 dn.s7 180.3153
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.5919 2.5918
RES 3 64 cn.s0 28.9115
RES 3 64 dn.s1 22.7384
RES 3 64 cn.s2 28.9342
RES 3 64 dn.s3 22.7231
RES 3 64 cn.s4 28.9115
RES 3 64 dn.s5 22.7139
RES 3 64 cn.s6 28.9274
RES 3 64 dn.s7 22.7516
RES 3 256 cn.s0 52.4632
RES 3 256 dn.s1 52.5204
RES 3 256 cn.s2 52.5066
RES 3 256 dn.s3 52.4608
RES 3 256 cn.s4 52.5459
RES 3 256 dn.s5 52.4724
RES 3 256 cn.s6 52.4837
RES 3 256 dn.s7 52.5362
RES 3 512 cn.s0 95.5860
RES 3 512 dn.s1 95.1420
RES 3 512 cn.s2 95.7358
RES 3 512 dn.s3 95.0369
RES 3 512 cn.s4 95.6996
RES 3 512 dn.s5 94.9107
RES 3 512 cn.s6 95.4458
RES 3 512 dn.s7 95.0503
RES 3 1024 cn.s0 181.2076
RES 3 1024 dn.s1 180.5396
RES 3 1024 cn.s2 181.5665
