GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 1 2.5919 2.5918
RES 1 64 cn.s0 28.9160
RES 1 64 dn.s1 22.7179
RES 1 64 cn.s2 28.9463
RES 1 64 dn.s3 22.7158
RES 1 64 cn.s4 28.9472
RES 1 64 dn.s5 22.7060
RES 1 64 cn.s6 28.9307
RES 1 64 dn.s7 22.7138
RES 1 256 cn.s0 52.6766
RES 1 256 dn.s1 52.5830
RES 1 256 cn.s2 52.4846
RES 1 256 dn.s3 52.4369
RES 1 256 cn.s4 52.6117
RES 1 256 dn.s5 52.5148
RES 1 256 cn.s6 52.4691
RES 1 256 dn.s7 52.5373
RES 1 512 cn.s0 95.5525
RES 1 512 dn.s1 95.2431
RES 1 512 cn.s2 95.6517
RES 1 512 dn.s3 95.1025
RES 1 512 cn.s4 95.7146
RES 1 512 dn.s5 95.0891
RES 1 512 cn.s6 95.5699
RES 1 512 dn.s7 94.7525
RES 1 1024 cn.s0 181.6007
RES 1 1024 dn.s1 180.4460
RES 1 1024 cn.s2 181.6318
RES 1 1024 dn.s3 180.3548
RES 1 1024 cn.s4 181.4668
RES 1 1024 dn.s5 180.5208
RES 1 1024 cn.s6 181.0238
RES 1 1024 dn.s7 180.4995
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 2 2.5920 2.5920
RES 2 64 cn.s0 28.9268
RES 2 64 dn.s1 22.7160
RES 2 64 cn.s2 28.9469
RES 2 64 dn.s3 22.7119
RES 2 64 cn.s4 28.9327
RES 2 64 dn.s5 22.7092
RES 2 64 cn.s6 28.9243
RES 2 64 dn.s7 22.7686
RES 2 256 cn.s0 52.6155
RES 2 256 dn.s1 52.4937
RES 2 256 cn.s2 52.3137
RES 2 256 dn.s3 52.4279
RES 2 256 cn.s4 52.4196
RES 2 256 dn.s5 52.4632
RES 2 256 cn.s6 52.5059
RES 2 256 dn.s7 52.4855
RES 2 512 cn.s0 95.6678
RES 2 512 dn.s1 95.1467
RES 2 512 cn.s2 95.5800
RES 2 512 dn.s3 95.0155
RES 2 512 cn.s4 95.5948
RES 2 512 dn.s5 95.0246
RES 2 512 cn.s6 95.6479
RES 2 512 dn.s7 94.9838
RES 2 1024 cn.s0 181.2849
RES 2 1024 dn.s1 180.2513
RES 2 1024 cn.s2 181.5743
RES 2 1024 dn.s3 180.4916
RES 2 1024 cn.s4 181.4917
RES 2 1024 dn.s5 180.4864
RES 2 1024 cn.s6 181.3072
RES 2 1024 dn.s7 180.7437
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 3 2.5919 2.5920
RES 3 64 cn.s0 28.9553
RES 3 64 dn.s1 22.7223
RES 3 64 cn.s2 28.9601
RES 3 64 dn.s3 22.7105
RES 3 64 cn.s4 28.9207
RES 3 64 dn.s5 22.7119
RES 3 64 cn.s6 28.9383
RES 3 64 dn.s7 22.7531
RES 3 256 cn.s0 52.6210
RES 3 256 dn.s1 52.5329
RES 3 256 cn.s2 52.5026
RES 3 256 dn.s3 52.3990
RES 3 256 cn.s4 52.5860
RES 3 256 dn.s5 52.3809
RES 3 256 cn.s6 52.5364
RES 3 256 dn.s7 52.5486
RES 3 512 cn.s0 95.6368
RES 3 512 dn.s1 95.1366
RES 3 512 cn.s2 95.6093
RES 3 512 dn.s3 95.0785
RES 3 512 cn.s4 95.6355
RES 3 512 dn.s5 95.1298
RES 3 512 cn.s6 95.6616
RES 3 512 dn.s7 95.1883
RES 3 1024 cn.s0 181.4168
RES 3 1024 dn.s1 180.6098
RES 3 1024 cn.s2 181.5425
RES 3 1024 dn.s3 180.5497
RES 3 1024 cn.s4 181.6863
RES 3 1024 dn.s5 180.2738
RES 3 1024 cn.s6 180.8348
RES 3 1024 dn.s7 180.3704
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 4 2.5909 2.5918
RES 4 64 cn.s0 28.9532
RES 4 64 dn.s1 22.7127
RES 4 64 cn.s2 28.9132
RES 4 64 dn.s3 22.7394
RES 4 64 cn.s4 28.9647
RES 4 64 dn.s5 22.7103
RES 4 64 cn.s6 28.9172
RES 4 64 dn.s7 22.7156
RES 4 256 cn.s0 52.6377
RES 4 256 dn.s1 52.5751
RES 4 256 cn.s2 52.4935
RES 4 256 dn.s3 52.3816
RES 4 256 cn.s4 52.5260
RES 4 256 dn.s5 52.4934
RES 4 256 cn.s6 52.5680
RES 4 256 dn.s7 52.5263
RES 4 512 cn.s0 95.5297
RES 4 512 dn.s1 95.3354
RES 4 512 cn.s2 95.8083
RES 4 512 dn.s3 94.8834
RES 4 512 cn.s4 95.6460
RES 4 512 dn.s5 94.8846
RES 4 512 cn.s6 95.6510
RES 4 512 dn.s7 95.1136
RES 4 1024 cn.s0 180.8071
RES 4 1024 dn.s1 180.5770
RES 4 1024 cn.s2 181.4497
RES 4 1024 dn.s3 180.4123
RES 4 1024 cn.s4 180.8126
RES 4 1024 dn.s5 179.9205
RES 4 1024 cn.s6 181.3124
RES 4 1024 dn.s7 180.5082
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 5 2.5918 2.5918
RES 5 64 cn.s0 28.9474
RES 5 64 dn.s1 22.7503
RES 5 64 cn.s2 29.0345
RES 5 64 dn.s3 22.7542
RES 5 64 cn.s4 28.9385
RES 5 64 dn.s5 22.7142
RES 5 64 cn.s6 28.9308
RES 5 64 dn.s7 22.7543
RES 5 256 cn.s0 52.6308
RES 5 256 dn.s1 52.5924
RES 5 256 cn.s2 52.5792
RES 5 256 dn.s3 52.5394
RES 5 256 cn.s4 52.4515
RES 5 256 dn.s5 52.2910
RES 5 256 cn.s6 52.5996
RES 5 256 dn.s7 52.6401
RES 5 512 cn.s0 95.7488
RES 5 512 dn.s1 95.0208
RES 5 512 cn.s2 95.6133
RES 5 512 dn.s3 94.7789
RES 5 512 cn.s4 95.6697
RES 5 512 dn.s5 95.0632
RES 5 512 cn.s6 95.6736
RES 5 512 dn.s7 95.1881
RES 5 1024 cn.s0 181.3241
RES 5 1024 dn.s1 180.2292
RES 5 1024 cn.s2 181.7114
RES 5 1024 dn.s3 180.4341
RES 5 1024 cn.s4 181.6765
RES 5 1024 dn.s5 180.2608
RES 5 1024 cn.s6 180.9099
RES 5 1024 dn.s7 180.2119
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 6 2.5916 2.5919
RES 6 64 cn.s0 28.9614
RES 6 64 dn.s1 22.7248
RES 6 64 cn.s2 28.9556
RES 6 64 dn.s3 22.7139
RES 6 64 cn.s4 28.9221
RES 6 64 dn.s5 22.7131
RES 6 64 cn.s6 28.9470
RES 6 64 dn.s7 22.7140
RES 6 256 cn.s0 52.6835
RES 6 256 dn.s1 52.4853
RES 6 256 cn.s2 52.5042
RES 6 256 dn.s3 52.2869
RES 6 256 cn.s4 52.5970
RES 6 256 dn.s5 52.4718
RES 6 256 cn.s6 52.5870
RES 6 256 dn.s7 52.6487
RES 6 512 cn.s0 95.7387
RES 6 512 dn.s1 95.1676
RES 6 512 cn.s2 95.7232
RES 6 512 dn.s3 95.1235
RES 6 512 cn.s4 94.9956
RES 6 512 dn.s5 95.1715
RES 6 512 cn.s6 95.4146
RES 6 512 dn.s7 95.0978
RES 6 1024 cn.s0 181.2872
RES 6 1024 dn.s1 180.5756
RES 6 1024 cn.s2 181.6223
RES 6 1024 dn.s3 180.4255
RES 6 1024 cn.s4 181.6585
RES 6 1024 dn.s5 180.2723
RES 6 1024 cn.s6 181.3497
RES 6 1024 dn.s7 180.5326
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 7 2.5919 2.5920
RES 7 64 cn.s0 28.9611
RES 7 64 dn.s1 22.7548
RES 7 64 cn.s2 28.9689
RES 7 64 dn.s3 22.7429
RES 7 64 cn.s4 28.9396
RES 7 64 dn.s5 22.7116
RES 7 64 cn.s6 28.9004
RES 7 64 dn.s7 22.7726
RES 7 256 cn.s0 52.6183
RES 7 256 dn.s1 52.4606
RES 7 256 cn.s2 52.4551
RES 7 256 dn.s3 52.3868
RES 7 256 cn.s4 52.6234
RES 7 256 dn.s5 52.3991
RES 7 256 cn.s6 52.5036
RES 7 256 dn.s7 52.5201
RES 7 512 cn.s0 95.7305
RES 7 512 dn.s1 95.0195
RES 7 512 cn.s2 95.5886
RES 7 512 dn.s3 95.1682
RES 7 512 cn.s4 95.7645
RES 7 512 dn.s5 95.1295
RES 7 512 cn.s6 95.6850
RES 7 512 dn.s7 95.2305
RES 7 1024 cn.s0 181.4302
RES 7 1024 dn.s1 180.3541
RES 7 1024 cn.s2 181.3037
RES 7 1024 dn.s3 180.4274
RES 7 1024 cn.s4 181.6346
RES 7 1024 dn.s5 180.6143
RES 7 1024 cn.s6 181.5605
RES 7 1024 dn.s7 180.5574
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 8 2.5918 2.5920
RES 8 64 cn.s0 28.9689
RES 8 64 dn.s1 22.7401
RES 8 64 cn.s2 28.9296
RES 8 64 dn.s3 22.7348
RES 8 64 cn.s4 28.9335
RES 8 64 dn.s5 22.7110
RES 8 64 cn.s6 28.9390
RES 8 64 dn.s7 22.7351
RES 8 256 cn.s0 52.6249
RES 8 256 dn.s1 52.4537
RES 8 256 cn.s2 52.2656
RES 8 256 dn.s3 52.4961
RES 8 256 cn.s4 52.5630
RES 8 256 dn.s5 52.3035
RES 8 256 cn.s6 52.5396
RES 8 256 dn.s7 52.5847
RES 8 512 cn.s0 94.8789
RES 8 512 dn.s1 95.1428
RES 8 512 cn.s2 95.6287
RES 8 512 dn.s3 95.0079
RES 8 512 cn.s4 95.6146
RES 8 512 dn.s5 94.9879
RES 8 512 cn.s6 95.3769
RES 8 512 dn.s7 95.1763
RES 8 1024 cn.s0 181.3130
RES 8 1024 dn.s1 180.5352
RES 8 1024 cn.s2 181.5648
RES 8 1024 dn.s3 180.3505
RES 8 1024 cn.s4 180.8924
RES 8 1024 dn.s5 180.1679
RES 8 1024 cn.s6 181.3962
RES 8 1024 dn.s7 180.7259
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 9 2.5920 2.5916
RES 9 64 cn.s0 28.9303
RES 9 64 dn.s1 22.7132
RES 9 64 cn.s2 28.9850
RES 9 64 dn.s3 22.7399
RES 9 64 cn.s4 28.9118
RES 9 64 dn.s5 22.7105
RES 9 64 cn.s6 28.9224
RES 9 64 dn.s7 22.7389
RES 9 256 cn.s0 52.5239
RES 9 256 dn.s1 52.4315
RES 9 256 cn.s2 52.4834
RES 9 256 dn.s3 52.4271
RES 9 256 cn.s4 52.6745
RES 9 256 dn.s5 52.3665
RES 9 256 cn.s6 52.5280
RES 9 256 dn.s7 52.5590
RES 9 512 cn.s0 95.6416
RES 9 512 dn.s1 95.0452
RES 9 512 cn.s2 95.7287
RES 9 512 dn.s3 94.8177
RES 9 512 cn.s4 95.6684
RES 9 512 dn.s5 95.0721
RES 9 512 cn.s6 95.6766
RES 9 512 dn.s7 95.0846
RES 9 1024 cn.s0 181.1346
RES 9 1024 dn.s1 180.4609
RES 9 1024 cn.s2 181.5843
RES 9 1024 dn.s3 180.4721
RES 9 1024 cn.s4 181.7192
RES 9 1024 dn.s5 180.4047
RES 9 1024 cn.s6 181.2432
RES 9 1024 dn.s7 180.4350
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 10 2.5917 2.5920
RES 10 64 cn.s0 28.9454
RES 10 64 dn.s1 22.7424
RES 10 64 cn.s2 29.0004
RES 10 64 dn.s3 22.7148
RES 10 64 cn.s4 28.9286
RES 10 64 dn.s5 22.7125
RES 10 64 cn.s6 28.9360
RES 10 64 dn.s7 22.7157
RES 10 256 cn.s0 52.6230
RES 10 256 dn.s1 52.4945
RES 10 256 cn.s2 52.5671
RES 10 256 dn.s3 52.4859
RES 10 256 cn.s4 52.5876
RES 10 256 dn.s5 52.4785
RES 10 256 cn.s6 52.6018
RES 10 256 dn.s7 52.5763
RES 10 512 cn.s0 95.5811
RES 10 512 dn.s1 95.0695
RES 10 512 cn.s2 95.7493
RES 10 512 dn.s3 95.0853
RES 10 512 cn.s4 95.7060
RES 10 512 dn.s5 95.1913
RES 10 512 cn.s6 95.5272
RES 10 512 dn.s7 95.0944
RES 10 1024 cn.s0 181.3339
RES 10 1024 dn.s1 180.5855
RES 10 1024 cn.s2 181.6081
RES 10 1024 dn.s3 180.2067
RES 10 1024 cn.s4 181.5539
RES 10 1024 dn.s5 180.5368
RES 10 1024 cn.s6 181.0268
RES 10 1024 dn.s7 180.6016
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs cn.s0 at 25 sizes
CLK 11 2.5920 2.5919
RES 11 64 cn.s0 28.9648
RES 11 64 dn.s1 22.7136
RES 11 64 cn.s2 29.0283
RES 11 64 dn.s3 22.7124
RES 11 64 cn.s4 28.9490
RES 11 64 dn.s5 22.7101
RES 11 64 cn.s6 28.9360
RES 11 64 dn.s7 22.7153
RES 11 256 cn.s0 52.6091
RES 11 256 dn.s1 52.5654
RES 11 256 cn.s2 52.5501
