GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 1 2.5918 2.5920
RES 1 64 ca0.s0 28.9358
RES 1 64 da0.s1 22.7388
RES 1 64 ca8.s2 28.9659
RES 1 64 da8.s3 22.7027
RES 1 64 ca0.s4 28.9198
RES 1 64 da0.s5 22.7100
RES 1 64 ca8.s6 28.9112
RES 1 64 da8.s7 22.7052
RES 1 256 ca0.s0 52.6648
RES 1 256 da0.s1 52.4743
RES 1 256 ca8.s2 52.4285
RES 1 256 da8.s3 52.5583
RES 1 256 ca0.s4 52.6260
RES 1 256 da0.s5 52.6242
RES 1 256 ca8.s6 52.3602
RES 1 256 da8.s7 52.6371
RES 1 512 ca0.s0 95.6024
RES 1 512 da0.s1 95.0824
RES 1 512 ca8.s2 95.3946
RES 1 512 da8.s3 95.3471
RES 1 512 ca0.s4 95.7203
RES 1 512 da0.s5 95.2987
RES 1 512 ca8.s6 95.1551
RES 1 512 da8.s7 95.5153
RES 1 1024 ca0.s0 181.1069
RES 1 1024 da0.s1 180.3951
RES 1 1024 ca8.s2 180.7245
RES 1 1024 da8.s3 181.1419
RES 1 1024 ca0.s4 181.4275
RES 1 1024 da0.s5 180.2779
RES 1 1024 ca8.s6 180.5627
RES 1 1024 da8.s7 181.6164
GATE PASS (0 failures) -- plaintext(4096 B), Xi, ivec, retval of all 8 slots vs ca0.s0 at 25 sizes
CLK 2 2.5915 2.5916
RES 2 64 ca0.s0 28.9066
RES 2 64 da0.s1 22.7266
RES 2 64 ca8.s2 28.9530
RES 2 64 da8.s3 22.7123
RES 2 64 ca0.s4 28.9208
RES 2 64 da0.s5 22.7114
RES 2 64 ca8.s6 28.8926
RES 2 64 da8.s7 22.7118
RES 2 256 ca0.s0 52.6903
RES 2 256 da0.s1 52.4571
RES 2 256 ca8.s2 52.3002
RES 2 256 da8.s3 52.4994
RES 2 256 ca0.s4 52.6537
RES 2 256 da0.s5 52.5407
RES 2 256 ca8.s6 52.3536
RES 2 256 da8.s7 52.5937
RES 2 512 ca0.s0 95.6858
RES 2 512 da0.s1 95.0681
RES 2 512 ca8.s2 94.9815
RES 2 512 da8.s3 95.5103
RES 2 512 ca0.s4 95.7164
RES 2 512 da0.s5 95.2721
RES 2 512 ca8.s6 95.1288
RES 2 512 da8.s7 95.7702
RES 2 1024 ca0.s0 181.4941
